,Type,Item,NumObs,TotCnt,TotMod,AvgCnt,AvgMod,Tstat,AvgErr,PctErr,PctRMSE,MAPE,CorrCoef,SumSqErr,MeanSqErr,Miles,kVMT,kVHT_FF,kVHT_CTime
0,Areawide,All,383,1128465.2256647001,1257847.7555741465,2946.3844012133163,3284.1977952327584,1.245037184483605,337.81339401944206,11.465353735932455,50.55222820065032,55.866714296154306,0.9322096816589344,849685472.2673916,2218499.927591101,112.864194760986,349.3795440211547,513.2808912139119,571.2352551557694
1,Freeways,All,9,156875.63700000002,166881.91505297687,17430.626333333334,18542.43500588632,0.40847680279944065,1111.8086725529865,6.378478037974041,13.827984314456408,8.334779060117913,0.953819111786286,52286100.29510747,5809566.699456385,5.374999999999999,108.41309304234997,105.71265722128237,113.73516603262104
2,Non-Freeways,All,374,971589.5886646999,1090965.8405211698,2597.8331247719248,2917.020963960347,1.5191873311827309,319.18783918842246,12.286695251699253,56.20706310125506,57.01053091948138,0.8878790281364004,797399371.972284,2132083.882278834,107.48919476098601,240.9664509788047,407.56823399262953,457.50008912314837
3,Urban,All,247,832757.7846816999,913622.310737936,3371.489006808502,3698.875751975449,0.9858548629044547,327.3867451669471,9.710449730247108,47.093944458438415,57.694805619488164,0.9175107539428232,622688125.1569784,2521004.5552914105,46.16856645907733,208.06806011522036,333.80700943931026,376.6361235730046
4,Rural,All,136,295707.440983,344225.44483621063,2174.319418992647,2531.0694473250783,0.7816268278063215,356.75002833243116,16.40743421671283,59.41794016161209,52.54657784862885,0.9544471981332279,226997347.110413,1669098.1405177428,66.69562830190867,141.31148390593427,179.47388177460158,194.59913158276476
5,Interstates,All,6,112177.86,116360.32464922422,18696.31,19393.38744153737,0.26226496177923586,697.0774415373671,3.7284225686104215,10.402504551994362,7.023627484963568,0.9414093557508533,22695454.282151323,3782575.713691887,4.5169999999999995,91.0384123230388,85.74699568729372,92.60870560998595
6,Non-Interstate Freeway,All,3,44697.777,50521.59040375268,14899.259,16840.530134584227,0.28437542851728187,1941.2711345842272,13.029313300642851,21.079093304733103,10.957082210426607,0.9918459203694018,29590646.01295615,9863548.670985384,0.8580000000000001,17.374680719311176,19.965661533988637,21.126460422635102
7,Principal Arterial,All,16,127084.07799300001,137275.83988974284,7942.754874562501,8579.739993108928,0.418513144162632,636.9851185464267,8.019700073918155,23.262284828901123,16.54002698313784,0.9197470018946902,54621929.86249894,3413870.6164061837,3.2569999999999997,29.106055081327835,45.74537194737282,53.777530668110124
8,Minor Arterial,All,138,469772.72022799996,493574.01189871086,3404.15014657971,3576.6232746283395,0.4949052631804595,172.4731280486294,5.066554664808786,49.24940772271837,47.28223145497695,0.837040692259116,387881016.31503284,2810732.0022828467,25.04,84.3165627656498,153.14873134615533,175.30619895028372
9,Major Collector,All,144,278077.520775,316220.3848288527,1931.0938942708333,2195.974894644811,0.9834458104999501,264.8810003739775,13.716629789976865,69.93511553314072,53.143590284015694,0.8925977889308537,262639393.50818202,1823884.677140153,51.71700666467267,90.73872910997169,149.82278752414825,168.02995998825622
10,Minor Collector,All,25,20058.13,29028.942661399462,802.3252,1161.1577064559785,1.7356866439749687,358.83250645597855,44.72407278943483,99.1838495600155,88.43784925185183,0.5609402792640332,15831526.613142977,633261.064525719,15.911188096313332,19.215241128862075,27.373964584427085,27.80149832737654
11,Local Road or Street,All,25,18887.395,24235.497534271562,755.4958,969.4199013708625,0.9867718094827516,213.92410137086245,28.315723445565474,95.52460304906865,123.0180708665635,0.6080157616606287,13020708.031138193,520828.3212455277,8.112,5.996582208027589,11.603183130584778,11.933379616411912
12,Ramps,All,26,57709.7446687,90631.16370819238,2219.6055641807693,3485.81398877663,2.6350067697937654,1266.2084245958608,57.04655119943366,70.3555854979409,61.2798149042449,0.9542151643525993,63404797.6422891,2438646.0631649652,3.452,11.59328068496572,19.87419545994123,20.651521572709864
13,Urban Interstates,All,2,44049.020000000004,50346.087785176045,22024.510000000002,25173.043892588023,3.9889412573467835,3148.5338925880205,14.295591105491201,14.5605127557469,14.275877131367526,0.9999999999999999,20568179.0381468,10284089.5190734,2.145,53.99849587282321,53.99849587282322,59.86919565586768
14,Urban Non-Interstate Freeway,All,3,44697.777,50521.59040375268,14899.259,16840.530134584227,0.28437542851728187,1941.2711345842272,13.029313300642851,21.079093304733103,10.957082210426607,0.9918459203694018,29590646.01295615,9863548.670985384,0.8580000000000001,17.374680719311176,19.965661533988637,21.126460422635102
15,Urban Principal Arterial,All,14,99864.971283,105531.6157928233,7133.212234500001,7537.972556630236,0.30112466640624924,404.7603221302352,5.67430645302546,22.275303411120465,16.756395270081555,0.8996087529472441,35346432.2201518,2524745.158582271,2.8179999999999996,21.18913343102691,36.10117366128627,43.18491997673038
16,Urban Minor Arterial,All,120,441854.26437999995,458727.7062611439,3682.118869833333,3822.7308855095325,0.36451003878151966,140.61201567619946,3.8187799103445053,48.369208357776,49.62470531063699,0.8269170690529256,380640341.63753664,3172002.846979472,19.467,73.78682186605896,139.3737399611815,161.2373770299402
17,Urban Major Collector,All,76,143911.895,154741.1580919932,1893.5775657894735,2036.0678696314892,0.5808263652458248,142.4903038420157,7.5249256442583805,57.82421243380842,58.47067316180953,0.7533503325390559,91116964.76132353,1198907.4310700465,15.62256645907733,28.134647196572757,59.90493647867332,65.72580986982334
18,Urban Minor Collector,All,1,1446.75,3351.720881192815,1446.75,3351.720881192815,,1904.9708811928149,131.67243001159943,131.67243001159943,131.67243001159943,0.0,3628914.0581925297,3628914.0581925297,0.45199999999999996,1.5149778382991521,2.2724667574487287,2.3504043970381154
19,Urban Local Road or Street,All,16,13423.835,21127.530801227564,838.9896875,1320.4706750767227,1.7222315373240904,481.4809875767228,57.38818900282642,99.19743587606742,152.54697393102836,0.6302978843393953,11082407.644098105,692650.4777561316,3.142,4.078521723926478,8.49205265870559,8.794425573920147
20,Urban Ramps,All,15,43509.27201869999,69274.90072062652,2900.618134579999,4618.326714708435,3.1492535100073886,1717.708580128436,59.21870789024613,63.39117072193902,65.56297619042691,0.9486105879734903,50714239.78457296,3380949.3189715305,1.6639999999999997,7.990781467201756,13.698482515203011,14.347530647049702
21,Rural Interstates,All,4,68128.84,66014.23686404817,17032.21,16503.559216012043,-0.2083648229955314,-528.650783987956,-3.103829649751594,4.281646853765808,3.3975026617615893,0.997244382401445,2127275.244004521,531818.8110011303,2.372,37.03991645021558,31.748499814470495,32.73950995411827
22,Rural Non-Interstate Freeway,All,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,Rural Principal Arterial,All,2,27219.10671,31744.224096919515,13609.553355,15872.112048459758,0.563999412052637,2262.5586934597577,16.6247828598175,22.81097923764416,15.025448974531816,0.9999999999999999,19275497.642347135,9637748.821173567,0.4389999999999999,7.916921650300926,9.644198286086553,10.592610691379729
24,Rural Minor Arterial,All,18,27918.455848,34846.305637566984,1551.025324888889,1935.9058687537213,1.0109153627385437,384.88054386483236,24.814587981818036,40.89162562556273,31.665739083910125,0.9375395734672486,7240674.677496228,402259.704305346,5.5729999999999995,10.529740899590832,13.774991384973827,14.06882192034354
25,Rural Major Collector,All,68,134165.625775,161479.2267368595,1973.0239084558823,2374.6945108361692,0.8007319143828662,401.67060238028694,20.35812139218527,80.4958803689932,47.18979177354026,0.9447720369046779,171522428.74685848,2522388.6580420365,36.09444020559534,62.60408191339893,89.91785104547493,102.30415011843287
26,Rural Minor Collector,All,24,18611.379999999997,25677.221780206648,775.4741666666665,1069.8842408419437,1.5385222136179326,294.41007417527715,37.96516851628763,91.95036456932847,86.63640838686236,0.5253235743217163,12202612.554950448,508442.189789602,15.459188096313333,17.700263290562923,25.101497826978356,25.451093930338427
27,Rural Local Road or Street,All,9,5463.5599999999995,3107.9667330439975,607.0622222222222,345.3296370048886,-1.1617883625116745,-261.7325852173336,-43.11462246147205,76.44623113134459,70.52224319640375,0.7095553501148214,1938300.3870400875,215366.70967112083,4.97,1.9180604841011109,3.111130471879187,3.1389540424917657
28,Rural Ramps,All,11,14200.47265,21356.262987565835,1290.952059090909,1941.4784534150758,1.3457941952824244,650.5263943241669,50.39121241901646,83.20202560229497,55.43914042308761,0.9218324519962443,12690557.857716147,1153687.0779741951,1.788,3.6024992177639623,6.175712944738221,6.303990925660162
29,AADT < 5k,FSUTMS RMSE,275,378174.21784169995,457991.0080969599,1375.1789739698181,1665.4218476253088,3.0915192012420865,290.2428736554907,21.10582543431622,74.0471694712991,65.87831918540105,0.6658900937886825,285146512.6379249,1036896.4095924542,90.07819476098601,118.4528695064167,199.47006811124558,207.3295264709067
30,AADT 5k to 10k,FSUTMS RMSE,71,320973.98680499993,334816.6808646133,4520.76037753521,4715.727899501596,0.7659667099931067,194.9675219663859,4.3127152444360535,41.092105461389146,34.33300071631331,0.3194055985731185,245018068.87496465,3450958.716548798,11.414000000000001,58.55065986473547,109.39241465453395,125.30072479935401
31,AADT 10k to 15k,FSUTMS RMSE,20,160872.37899799997,172846.23115008752,8043.618949899998,8642.311557504376,0.7375346529439595,598.6926076043774,7.443075204498848,36.29467932078291,28.328960605838976,0.6248859650117495,170458593.25030845,8522929.662515422,4.599,41.60162941368153,66.34040104995056,87.50931328381382
32,AADT 15k to 20k,FSUTMS RMSE,5,56272.92,70653.89947661474,11254.583999999999,14130.779895322947,3.1957918511905117,2876.1958953229478,25.5557726107242,30.09234544638248,26.29188102491228,0.015330631418690028,57350997.44830766,11470199.489661533,0.887,12.125614435352741,18.611273857439677,21.978883267783925
33,AADT 20k to 30k,FSUTMS RMSE,7,105969.44791999999,105621.85794369219,15138.492559999999,15088.836849098883,-0.048325801199706704,-49.655710901115526,-0.3280096132710028,15.81552676211372,11.634861097624164,0.11625269182661169,40126439.559303336,5732348.508471905,2.481,36.898172450334094,38.87127365357652,41.52329252174331
34,AADT 30k to 50k,FSUTMS RMSE,5,106202.27410000001,115918.07804217892,21240.454820000003,23183.615608435786,1.1578837735523577,1943.1607884357836,9.148395384669938,15.122107324593962,12.65762073177092,0.853566204393073,51584860.49658248,10316972.099316496,3.4050000000000002,81.75059835063415,80.59545988716557,87.59351481216763
35,AADT 50k to 60k,FSUTMS RMSE,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,AADT > 60k,FSUTMS RMSE,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
