X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,StationName,Date,DoW,Month,Year,Agency,NO,ExtCount,AADT,Count_AM,Count_PM,Count_OP,Count_PMPK
1147.608,869.616,616.572,339.471,327.888,555.093,960.498,1789.128,2926.935,4493.313,5406.588,5246.208,4897.827,4531.626,4740.12,4828.329,4912.083,4810.509,4886.244,4381.938,3498.066,2634.687,1976.238,973.863,R093N,7/23/2023,6,7,2023,,15616,1,71750.448,4716.063,14480.532,52553.853,4912.083
783.366,850.076,628.98,412.649,980.637,2054.668,2859.953,3629.977,3588.045,3748.149,4537.233,4852.676,4785.013,4967.036,4901.279,4530.562,5003.25,4939.399,3678.58,2933.334,2116.613,1450.466,1014.945,694.737,R093N,7/24/2023,0,7,2023,,15616,1,69941.623,7218.022,14435.091,48288.51,5003.25
446.732,272.285,289.822,390.429,1019.915,1900.457,2701.621,3450.174,3463.096,3439.098,3735.381,3965.208,4153.5,4286.412,4461.782,4760.834,4922.359,4746.066,3499.093,2713.62,2157.051,1609.712,1037.452,688.558,R093N,7/25/2023,1,7,2023,,15616,1,64110.657,6913.27,14144.975,43052.412,4922.359
493.812,289.971,286.143,412.467,969.441,1985.775,2862.387,3611.718,3590.664,3828.957,3859.581,4152.423,4445.265,4606.998,4657.719,5007.024,5133.348,4896.012,3980.163,2958.087,2459.49,1806.816,1178.067,845.031,R093N,7/26/2023,2,7,2023,,15616,1,68317.359,7202.382,14798.091,46316.886,5133.348
538.932,289.838,286.134,456.518,963.966,1902.004,2830.782,3465.092,3587.324,3643.81,4029.952,4166.074,4340.162,4624.444,4917.06,4623.518,5205.046,5105.964,4355.904,3190.07,3215.998,1904.782,1274.176,882.478,R093N,7/27/2023,3,7,2023,,15616,1,69800.028,7052.416,14745.624,48001.988,5205.046
619.126,322.868,287.388,398.263,863.051,1570.877,2339.906,3248.194,3585.254,3901.913,4482.898,4711.744,4750.772,4754.32,4935.268,4835.037,5030.177,4899.788,4576.92,3954.246,3116.031,2265.398,1818.35,1107.863,R093N,7/28/2023,4,7,2023,,15616,1,72375.652,6833.448,14800.482,50741.722,5030.177
603.925,394.009,314.874,267.393,390.677,698.887,1230.341,2093.329,3218.712,4394.908,4752.265,4973.01,4771.424,4854.724,4783.919,4769.758,4725.609,4269.958,3642.709,3285.352,2863.854,2494.835,2043.349,1426.929,R093N,7/29/2023,5,7,2023,,15616,1,67264.75,5312.041,14279.286,47673.423,4725.609
914.166,483.813,419.661,289.575,302.94,452.628,852.687,1437.183,2466.288,3530.142,4679.532,5124.141,5065.335,4904.955,5133.942,4781.106,4609.143,4448.763,4377.483,3860.703,3367.98,2585.682,1740.123,1185.03,R093N,7/30/2023,6,7,2023,,15616,1,67013.001,3903.471,14524.191,48585.339,4609.143
708.079,352.61,279.229,430.756,1014.945,2040.373,2883.778,3502.275,3546.113,3668.097,4175.093,4532.468,4647.781,4695.431,4796.449,5080.443,5403.51,4855.535,3896.817,2879.966,2281.482,1645.831,1099.762,903.444,R093N,7/31/2023,0,7,2023,,15616,1,69320.267,7048.388,15280.402,46991.477,5403.51
526.38,288.3,276.21,393.39,1056.48,1935.33,2793.72,3539.58,3544.23,3680.94,3949.71,4044.57,4353.33,4450.05,4695.57,4928.07,5080.59,4227.78,3285.69,2834.64,2562.15,1956.72,1427.55,792.36,R093N,8/1/2023,1,8,2023,,15616,1,66623.34,7083.81,14704.23,44835.3,5080.59
532.214,339.973,345.655,410.998,981.092,2030.368,2831.53,3581.554,3702.77,3879.859,4212.256,4286.122,4361.882,4320.214,4489.727,5043.722,5258.691,5059.821,4009.598,3104.266,2385.493,1691.342,1105.149,834.307,R093N,8/2/2023,2,8,2023,,15616,1,68798.603,7284.324,14792.14,46722.139,5258.691
490.11,273.42,292.95,410.13,1037.88,1952.07,2819.76,3461.46,3552.6,3770.22,4093.86,4381.23,4438.89,4788.57,4845.3,5100.12,5057.34,5095.47,4118.04,3358.23,2773.26,2106.45,1326.18,945.81,R093N,8/3/2023,3,8,2023,,15616,1,70489.35,7014.06,15002.76,48472.53,5057.34
545.904,358.584,271.168,387.128,842.048,1525.32,2410.184,3386.032,3927.476,4567.04,4901.54,4903.324,4853.372,4840.884,4781.12,4963.98,5114.728,4937.22,4869.428,4217.376,3303.968,2654.592,1680.528,1181.008,R093N,8/4/2023,4,8,2023,,15616,1,75423.952,7313.508,14859.828,53250.616,5114.728
749.892,508.288,365.332,270.028,401.28,690.536,1247.312,2201.188,3359.884,4548.676,4904.812,5087.06,5026.868,5130.532,5053.62,5059.472,5055.292,4416.588,4150.74,3730.232,3181.816,2733.72,1995.532,1237.28,R093N,8/5/2023,5,8,2023,,15616,1,71105.98,5561.072,15168.384,50376.524,5055.292
903.668,503.374,341.023,270.585,311.817,467.296,825.499,1523.866,2593.321,3794.203,4820.708,5203.822,5244.195,4532.084,4270.089,4280.397,4315.616,4404.093,4017.543,3891.27,3356.113,2266.901,1593.445,1019.633,R093N,8/6/2023,6,8,2023,,15616,1,64750.561,4117.187,12866.102,47767.272,4315.616
615.33,377.784,301.464,449.334,1017.918,1973.826,2659.752,3569.868,3504.042,3888.504,4367.412,4745.196,4894.974,4910.238,4891.158,5186.898,5350.032,5070.51,4298.724,3397.194,2620.638,1783.98,1184.868,872.91,R093N,8/7/2023,0,8,2023,,15616,1,71932.554,7073.91,15428.088,49430.556,5350.032
462.21,314.34,282.72,421.29,1013.7,1913.01,2898.81,3596.31,3486.57,3566.55,3999.93,4115.25,4249.17,4460.28,4578.39,5047.11,5258.22,4732.77,3479.13,2899.74,2177.13,1639.59,1175.52,821.19,R093N,8/8/2023,1,8,2023,,15616,1,66588.93,7082.88,14883.72,44622.33,5258.22
442.249,284.1,253.796,417.627,987.721,1943.244,2828.689,3537.045,3458.444,3708.452,3975.506,3931.944,4577.798,4612.837,4564.54,5217.023,5457.561,5100.542,4127.973,3124.153,2437.578,1782.254,1209.319,943.212,R093N,8/9/2023,2,8,2023,,15616,1,68923.607,6995.489,15239.124,46688.994,5457.561
719.82,332.94,274.35,433.38,971.85,1924.17,2736.99,3471.69,3562.83,3905.07,4124.55,4406.34,4705.8,3632.58,4484.46,5224.74,5367.03,5025.72,4371.93,3353.58,2797.44,2161.32,1462.89,1125.3,R093N,8/10/2023,3,8,2023,,15616,1,70576.77,7034.52,15076.23,48466.02,5367.03
645.808,351.448,294.36,355.016,800.124,1574.38,2345.068,3247.772,3559.972,3865.036,4616.1,4749.008,4711.544,4749.008,4907.784,5020.176,5242.284,5012.148,4455.54,4119.256,3148.76,2487.788,1684.096,1275.56,R093N,8/11/2023,4,8,2023,,15616,1,73218.036,6807.744,15170.244,51240.048,5242.284
711.436,398.772,272.536,247.456,412.148,673.816,1277.408,2006.4,3231.14,4491.828,5144.744,4904.812,4819.54,4940.76,4919.86,4673.24,4686.616,4126.496,3818.012,3446.828,3110.756,2888.38,2267.232,1702.096,R093N,8/12/2023,5,8,2023,,15616,1,69172.312,5237.54,14279.716,49655.056,4686.616
1044.544,510.246,437.231,277.457,334.151,537.734,819.486,1523.007,2514.293,3900.719,4754.565,4909.185,4757.142,4636.023,4599.945,4587.06,4637.741,4537.238,4365.438,3850.897,3272.79,2443.855,1520.43,994.722,R093N,8/13/2023,6,8,2023,,15616,1,65765.899,4037.3,13824.746,47903.853,4637.741
642.042,465.552,276.66,434.07,1034.136,2013.894,2806.668,3526.938,3653.82,3771.162,4196.646,4375.044,4880.664,4838.688,4740.426,4926.456,5194.53,4648.842,3790.242,2925.918,2241.9,1762.038,1176.282,759.384,R093N,8/14/2023,0,8,2023,,15616,1,69082.002,7180.758,14861.412,47039.832,5194.53
439.89,293.88,272.49,390.6,991.38,1946.49,2744.43,3435.42,3458.67,3680.94,3972.96,4152.45,4437.03,4306.83,4448.19,4601.64,5012.7,4543.05,3546.09,2768.61,2258.97,1782.81,1044.39,840.72,R093N,8/15/2023,1,8,2023,,15616,1,65370.63,6894.09,14062.53,44414.01,5012.7
466.871,283.153,250.955,405.316,1032.23,2019.004,2825.848,3627.01,3662.049,2368.447,3721.71,4263.394,4448.059,4584.427,4699.014,4872.315,5186.719,4771.933,3871.336,2984.944,2483.034,1810.664,1181.856,839.989,R093N,8/16/2023,2,8,2023,,15616,1,66660.277,7289.059,14758.048,44613.17,5186.719
534.75,320.85,304.11,385.02,1022.07,1953,2788.14,3523.77,3589.8,3885.54,4229.64,4386.81,4488.18,4551.42,4695.57,5017.35,5114.07,4625.82,4180.35,3163.86,2755.59,1944.63,1262.01,876.99,R093N,8/17/2023,3,8,2023,,15616,1,69599.34,7113.57,14826.99,47658.78,5114.07
509.332,292.576,293.468,385.344,840.264,1590.436,2300.468,3247.772,3471.664,4008.648,4516.196,4917.596,4754.36,2852.616,4465.352,4638.4,5061.208,4966.656,4597.368,3950.668,3341.432,2314.74,1669.824,1081.104,R093N,8/18/2023,4,8,2023,,15616,1,70067.492,6719.436,14164.96,49183.096,5061.208
630.344,411.312,294.272,246.62,393.756,718.96,1281.588,2226.268,3409.208,4523.596,5026.868,5250.916,4897.288,4943.268,4981.724,4866.356,4939.088,4592.148,3807.98,3261.236,2966.128,2660.152,2068.264,1581.712,R093N,8/19/2023,5,8,2023,,15616,1,69979.052,5635.476,14787.168,49556.408,4939.088
974.106,477.604,319.548,252.546,302.368,517.118,830.653,1407.901,2271.196,3442.872,4653.203,4917.775,4894.582,4512.327,4556.136,4573.316,4480.544,4527.789,4124.059,3637.006,2951.524,2341.634,1419.068,883.052,R093N,8/20/2023,6,8,2023,,15616,1,63267.927,3679.097,13609.996,45978.834,4480.544
492.264,452.196,338.67,416.898,1023.642,1975.734,2818.116,3485.916,3515.49,3626.154,4346.424,4473.306,4506.696,4641.21,4749.966,4975.11,5312.826,4990.374,3773.07,2773.278,2299.14,1577.916,1026.504,688.788,R093N,8/21/2023,0,8,2023,,15616,1,68279.688,7001.406,15037.902,46240.38,5312.826
392.46,255.75,249.24,364.56,1004.4,1924.17,2761.17,3607.47,3510.75,3526.56,3894.84,4011.09,4106.88,4086.42,4501.2,4659.3,5138.25,4741.14,3627,2648.64,2125.98,1491.72,921.63,611.94,R093N,8/22/2023,1,8,2023,,15616,1,64162.56,7118.22,14298.75,42745.59,5138.25
367.436,221.598,254.743,386.376,1017.078,1955.555,2858.993,3579.66,3592.918,3672.466,3957.513,4117.556,4250.136,4467.946,4747.311,4975.538,5396.006,4799.396,3954.672,2952.746,2264.277,1606.112,1005.714,690.363,R093N,8/23/2023,2,8,2023,,15616,1,67092.109,7172.578,15118.855,44800.676,5396.006
444.54,275.28,248.31,398.04,1031.37,1911.15,2759.31,3593.52,3609.33,3624.21,4038.06,4344.03,4443.54,4558.86,4619.31,5020.14,5271.24,4924.35,4163.61,3455.88,2628.18,1865.58,1143.9,810.96,R093N,8/24/2023,3,8,2023,,15616,1,69182.7,7202.85,14910.69,47069.16,5271.24
425.484,326.472,280.088,377.316,897.352,1604.708,2345.068,3192.468,3494.856,3870.388,4215.592,4936.328,4847.128,4988.064,5031.772,5213.74,5120.972,5080.832,4320.848,3739.264,2848.156,2152.396,1345.136,1060.588,R093N,8/25/2023,4,8,2023,,15616,1,71715.016,6687.324,15366.484,49661.208,5120.972
764.104,418.836,323.532,285.912,485.716,737.352,1238.952,2128.456,3080.66,4407.392,5017.672,4989.248,4277.812,4821.212,4827.064,4460.06,4837.096,4583.788,3909.972,3316.412,2946.9,2275.592,1801.58,1256.508,R093N,8/26/2023,5,8,2023,,15616,1,67191.828,5209.116,14124.22,47858.492,4837.096
919.989,670.02,307.522,283.47,371.088,560.068,870.167,1411.337,2364.827,3496.13,4671.242,4794.938,4901.454,4898.877,4990.79,4885.133,4648.908,4451.338,4295.859,3636.147,3111.298,2198.181,1304.821,856.423,R093N,8/27/2023,6,8,2023,,15616,1,64900.027,3776.164,14524.831,46599.032,4648.908
539.01,315.774,266.166,401.634,1109.502,2043.468,2782.818,3542.202,3556.512,3637.602,4075.488,4423.698,4446.594,4755.69,4937.904,5127.75,5246.046,4886.388,3617.568,2695.05,2083.536,1423.368,1155.294,769.878,R093N,8/28/2023,0,8,2023,,15616,1,67838.94,7098.714,15311.7,45428.526,5246.046
473.37,284.58,251.1,394.32,1025.79,1937.19,2868.12,3505.17,3520.05,3440.07,3640.95,4083.63,4181.28,4244.52,4604.43,4656.51,4710.45,4326.36,3374.97,2646.78,1834.89,1413.6,905.82,714.24,R093N,8/29/2023,1,8,2023,,15616,1,63038.19,7025.22,13971.39,42041.58,4710.45
398.687,279.365,253.796,386.376,1006.661,1947.032,2895.926,3804.099,3627.957,3617.54,3867.548,4124.185,4270.023,4287.069,4880.838,5081.602,5383.695,4951.863,3730.233,3022.824,2342.878,1546.451,998.138,627.861,R093N,8/30/2023,2,8,2023,,15616,1,67332.647,7432.056,15346.135,44554.456,5383.695
406.41,298.53,299.46,356.19,962.55,1899.99,2784.42,3590.73,3638.16,3591.66,3807.42,4224.06,4358.91,4513.29,4649.07,5170.8,5200.56,4923.42,4171.05,3077.37,2638.41,1819.08,1328.97,848.16,R093N,8/31/2023,3,8,2023,,15616,1,68558.67,7228.89,15020.43,46309.35,5200.56
528.96,336,302.4,415.68,898.56,1637.76,2472.96,3609.6,4083.84,4205.76,4977.6,5183.04,5224.32,5064,4859.52,5000.64,5204.16,5148.48,4803.84,4322.88,3213.12,2535.36,2040,1165.44,R093N,9/1/2023,4,9,2023,,15616,1,77233.92,7693.44,15064.32,54476.16,5204.16
643.929,426.679,310.233,286.77,457.963,729.96,1313.059,2295.029,3555.079,4872.483,5057.58,4994.143,4848.151,4757.775,4824.688,4475.35,4875.959,4448.411,3771.46,3250.06,3014.561,2625.249,2174.238,1366.068,R093N,9/2/2023,5,9,2023,,15616,1,69374.877,5850.108,14175.997,49348.772,4875.959
771.07,491.441,336.298,251.759,295.422,520.24,866.757,1332.186,2372.666,3718.787,4744.403,5329.673,5315.738,4979.44,5089.062,4870.747,4801.072,4402.531,3974.262,3617.526,3058.268,2111.617,1609.028,1243.931,R093N,9/3/2023,6,9,2023,,15616,1,66103.924,3704.852,14760.881,47638.191,4801.072
773.66,419.15,254.52,237.35,353.5,618.12,1012.02,1598.83,2343.2,3616.81,4572.27,5062.12,5538.84,5447.94,5343.91,5340.88,5493.39,4908.6,4071.31,3728.92,3208.77,2223.01,1351.38,798.91,R093N,9/4/2023,0,9,2023,,15616,1,68317.41,3942.03,16178.18,48197.2,5493.39
459.742,295.764,264.578,438.616,1109.618,2124.672,3114.576,3987.784,3965.652,3754.392,4055.186,4329.824,4451.55,4230.23,4781.518,4979.7,5495.778,4985.736,3723.206,2813.782,2251.428,1468.76,949.664,570.402,R093N,9/5/2023,1,9,2023,,15616,1,68602.158,7953.436,15256.996,45391.726,5495.778
388.316,255.524,260.554,410.448,1135.774,2150.828,3176.948,3938.49,3870.082,3650.774,3852.98,3995.832,4162.828,4284.554,4397.226,5052.132,5352.926,4951.532,3699.062,2761.47,2276.578,1472.784,929.544,587.504,R093N,9/6/2023,2,9,2023,,15616,1,67014.69,7808.572,14802.284,44403.834,5352.926
418.581,252.747,278.721,415.584,1165.833,2170.827,3155.841,3949.047,3949.047,3698.298,3941.055,4081.914,4153.842,4484.511,4829.166,5222.772,5570.424,5026.968,3765.231,2915.082,2296.701,1644.354,998.001,689.31,R093N,9/7/2023,3,9,2023,,15616,1,69073.857,7898.094,15622.362,45553.401,5570.424
504,286.08,274.56,411.84,1047.36,1832.64,2688,3651.84,3786.24,3856.32,4264.32,4701.12,4888.32,4976.64,5238.72,5153.28,5433.6,5383.68,4785.6,3721.92,3096,2075.52,1632,965.76,R093N,9/8/2023,4,9,2023,,15616,1,74655.36,7438.08,15825.6,51391.68,5433.6
623.073,389.312,304.15,288.508,510.972,821.205,1442.54,2147.299,3242.239,4426.686,5101.899,5104.506,4889.863,4829.902,4920.278,4881.173,4790.797,4368.463,3874.002,3411.694,2954.6,2130.788,1844.018,1134.045,R093N,9/9/2023,5,9,2023,,15616,1,68432.012,5389.538,14592.248,48450.226,4790.797
712.543,376.245,314.002,305.641,384.606,675.383,992.172,1695.425,2664.372,3896.226,4709.101,4789.924,4857.741,4915.339,4907.907,4705.385,4944.138,4764.841,4214.873,3934.315,2904.983,2031.723,1257.866,740.413,R093N,9/10/2023,6,9,2023,,15616,1,65695.164,4359.797,14557.43,46777.937,4944.138
484.8,333.3,259.57,415.11,1120.09,2184.63,3159.28,4020.81,3893.55,3685.49,3985.46,4167.26,4501.57,4468.24,4646,5148.98,5414.61,4870.22,3489.55,2604.79,2008.89,1268.56,943.34,766.59,R093N,9/11/2023,0,9,2023,,15616,1,67840.69,7914.36,15209.59,44716.74,5414.61
475.838,302.806,304.818,397.37,1074.408,2202.134,3149.786,3984.766,3913.34,3605.504,3702.08,3930.442,4140.696,4227.212,4558.186,5031.006,5353.932,4825.782,3521,2580.39,2002.946,1333.956,1003.988,645.852,R093N,9/12/2023,1,9,2023,,15616,1,66268.238,7898.106,14943.124,43427.008,5353.932
349.082,256.53,264.578,384.292,1021.09,2125.678,3100.492,3976.718,3872.094,3897.244,3909.316,3953.58,4031.042,4322.782,4509.898,5075.27,4943.484,5000.826,4101.462,2934.502,2374.16,1502.964,923.508,655.912,R093N,9/13/2023,2,9,2023,,15616,1,67486.504,7848.812,14528.652,45109.04,4943.484
456.543,286.713,258.741,405.594,1044.954,2028.969,3035.961,3863.133,3856.14,3776.22,3783.213,4054.941,4250.745,4323.672,4713.282,5255.739,5416.578,4921.074,3950.046,3028.968,2446.551,1662.336,1043.955,762.237,R093N,9/14/2023,3,9,2023,,15616,1,68626.305,7719.273,15385.599,45521.433,5416.578
440.64,378.24,364.8,387.84,893.76,1717.44,2634.24,3515.52,3797.76,3806.4,4187.52,4666.56,4812.48,5059.2,5184.96,5187.84,5274.24,5203.2,4603.2,3577.92,2731.2,2295.36,1644.48,1184.64,R093N,9/15/2023,4,9,2023,,15616,1,73549.44,7313.28,15647.04,50589.12,5274.24
677.82,378.015,272.866,245.058,412.775,652.619,1253.098,2056.054,2912.019,3442.109,4760.382,5021.951,4774.286,4791.666,4808.177,5048.021,4992.405,4454.494,3868.788,3305.676,2795.573,2213.343,1746.69,1297.417,R093N,9/16/2023,5,9,2023,,15616,1,66181.302,4968.073,14848.603,46364.626,4992.405
748.774,449.636,295.422,225.747,334.44,536.033,824.952,1430.66,2309.494,3638.893,4736.971,4802.001,4874.463,5006.381,5214.477,5202.4,5193.11,5111.358,4288.264,3676.982,2929.137,1915.598,1143.599,681.886,R093N,9/17/2023,6,9,2023,,15616,1,65570.678,3740.154,15609.987,46220.537,5193.11
529.24,268.66,240.38,406.02,1077.67,2127.06,3122.92,3920.82,3855.17,3745.08,3957.18,4001.62,4150.09,4361.18,4578.33,5057.07,5476.22,4563.18,3536.01,2641.15,2089.69,1435.21,869.61,637.31,R093N,9/18/2023,0,9,2023,,15616,1,66646.87,7775.99,15111.62,43759.26,5476.22
389.322,284.698,278.662,357.13,1083.462,2062.3,3082.384,3975.712,3908.31,3568.282,3696.044,3896.238,3931.448,4171.882,4602.45,4970.646,5210.074,4839.866,3634.678,2579.384,2061.294,1299.752,869.184,567.384,R093N,9/19/2023,1,9,2023,,15616,1,65320.586,7884.022,14783.17,42653.394,5210.074
346.064,239.428,250.494,402.4,1089.498,2096.504,3050.192,3924.406,3862.034,3612.546,3579.348,4101.462,4238.278,4335.86,4895.196,5059.174,5439.442,5047.102,3782.56,2818.812,2344.986,1538.174,890.31,689.11,R093N,9/20/2023,2,9,2023,,15616,1,67633.38,7786.44,15393.812,44453.128,5439.442
710.289,453.546,341.658,420.579,1063.935,2091.906,3117.879,3973.023,3583.413,3381.615,4322.673,4385.61,4530.465,4706.289,5078.916,5388.606,5518.476,5198.796,4230.765,3370.626,2653.344,1721.277,1041.957,776.223,R093N,9/21/2023,3,9,2023,,15616,1,72061.866,7556.436,15985.998,48519.432,5518.476
469.44,295.68,276.48,380.16,904.32,1691.52,2723.52,3751.68,3963.84,4100.16,4529.28,4892.16,5014.08,5194.56,5301.12,5385.6,5489.28,5439.36,4946.88,3864.96,3153.6,2261.76,1682.88,1064.64,R093N,9/22/2023,4,9,2023,,15616,1,76776.96,7715.52,16176,52885.44,5489.28
738.65,444.059,281.556,265.914,351.945,703.021,1107.106,1937.001,3138.828,3880.085,4392.795,5146.218,4875.959,4860.317,4577.023,4468.398,4434.507,4199.877,3428.205,2779.062,2437.545,1986.534,1405.173,1042.8,R093N,9/23/2023,5,9,2023,,15616,1,62882.578,5075.829,13479.928,44326.821,4434.507
845.39,488.654,340.943,227.605,316.789,487.725,860.254,1481.755,2600.271,3994.7,4751.835,5049.115,5244.205,5183.82,5230.27,5127.151,4980.369,4939.493,4589.26,3938.96,2881.758,1859.858,1184.475,625.217,R093N,9/24/2023,6,9,2023,,15616,1,67229.872,4082.026,15337.79,47810.056,4980.369
402.99,276.74,245.43,414.1,1079.69,2107.87,3007.78,3654.18,3584.49,3570.35,3813.76,4131.91,4312.7,4266.24,4595.5,5035.86,5181.3,4556.11,3316.84,2284.62,1885.67,1377.64,1029.19,666.6,R093N,9/25/2023,0,9,2023,,15616,1,64797.56,7238.67,14812.66,42746.23,5181.3
409.442,373.226,257.536,408.436,1087.486,1998.922,3018,3839.902,3826.824,3395.25,3556.21,3733.266,3997.844,4092.408,4323.788,4840.872,5120.54,4838.86,3447.562,2464.7,1803.758,1332.95,861.136,683.074,R093N,9/26/2023,1,9,2023,,15616,1,63711.992,7666.726,14285.2,41760.066,5120.54
434.592,244.458,256.53,359.142,1019.078,2029.102,3025.042,3869.076,3707.11,3282.578,3377.142,3650.774,3903.28,4060.216,4429.418,4957.568,5251.32,4875.076,3263.464,2531.096,2009.988,1324.902,865.16,759.53,R093N,9/27/2023,2,9,2023,,15616,1,63485.642,7576.186,14638.306,41271.15,5251.32
366.633,261.738,276.723,402.597,1012.986,1984.014,3006.99,3808.188,3703.293,3358.638,3583.413,3757.239,4140.855,4174.821,4589.406,4972.023,5379.615,4915.08,3853.143,2933.064,2212.785,1566.432,1093.905,796.203,R093N,9/28/2023,3,9,2023,,15616,1,66149.784,7511.481,14941.044,43697.259,5379.615
429.12,260.16,289.92,386.88,865.92,1681.92,2592,3487.68,3631.68,3605.76,3990.72,4338.24,4559.04,4821.12,5238.72,5387.52,4698.24,5108.16,4734.72,3631.68,2825.28,1976.64,1481.28,1038.72,R093N,9/29/2023,4,9,2023,,15616,1,71061.12,7119.36,15324.48,48617.28,4698.24
660.44,352.814,278.949,238.106,352.814,696.069,1287.858,2073.434,3049.321,4045.195,4896.815,5126.231,5174.026,5011.523,4882.911,5014.13,4742.133,4350.214,3695.857,3332.615,2824.25,2354.121,1609.388,1140.128,R093N,9/30/2023,5,9,2023,,15616,1,67189.342,5122.755,14639.174,47427.413,4742.133
786.03,447.19,308.305,254.13,290.575,591,931.81,1551.375,2341.345,3732.165,4730.955,5273.69,5468.72,5192.92,5373.175,5523.88,5679.51,5244.14,4778.235,3982.355,3084.035,2238.905,1365.21,855.965,R093N,10/1/2023,6,10,2023,,15616,1,70025.62,3892.72,16576.565,49556.335,5679.51
564.924,326.496,272.796,439.266,1131.996,2197.404,3252.072,4079.052,3801.96,3680.598,4017.834,4296,4374.402,4606.386,5115.462,5377.518,5799.6,4929.66,3639.786,2871.876,1976.16,1352.166,921.492,712.062,R093N,10/2/2023,0,10,2023,,15616,1,69736.968,7881.012,16292.58,45563.376,5799.6
505.345,337.6,282.74,410.395,1068.715,2163.805,3285.27,4154.59,4087.07,3679.84,3613.375,3824.375,4172.525,4041.705,4643.055,5137.85,5418.48,5039.735,3593.33,2568.925,1905.33,1363.06,757.49,658.32,R093N,10/3/2023,1,10,2023,,15616,1,66712.925,8241.66,15199.385,43271.88,5418.48
490.656,286.216,298.052,419.64,1110.432,2104.656,3252.748,4155.512,3924.172,3453.96,3672.388,4274.948,4348.116,4463.248,4888.268,5403.672,5740.46,5393.988,3809.04,2898.744,2105.732,1408.484,928.588,791.936,R093N,10/4/2023,2,10,2023,,15616,1,69623.656,8079.684,16032.4,45511.572,5740.46
554.795,315.248,272.731,400.282,1096.109,2133.109,3147.295,4028.745,3897.046,3482.246,3713.497,4015.264,4301.476,4213.331,4812.717,5174.63,5781.275,5157.001,4193.628,3159.739,2292.807,1660.237,1083.665,662.643,R093N,10/5/2023,3,10,2023,,15616,1,69549.516,7925.791,15768.622,45855.103,5781.275
458.541,321.678,288.711,407.592,932.067,1738.26,2743.254,3644.352,3817.179,3906.09,4240.755,4652.343,4906.089,5145.849,5448.546,5725.269,5846.148,5533.461,5118.876,4261.734,3168.828,2371.626,1566.432,1091.907,R093N,10/6/2023,4,10,2023,,15616,1,77335.587,7461.531,17019.963,52854.093,5846.148
605.913,375.648,299.796,249.228,395.514,755.811,1320.186,2167.2,3396.183,4441.857,5022.486,5096.532,4887.939,5220.243,5237.4,5315.961,5247.333,4691.988,4267.578,3540.663,2747.829,2383.92,1790.649,1278.648,R093N,10/7/2023,5,10,2023,,15616,1,70736.505,5563.383,15800.694,49372.428,5247.333
897.335,483.635,303.38,258.07,293.53,520.08,940.675,1463.71,2365.97,3590.325,4371.43,5247.095,5556.385,5322.94,5279.6,5511.075,5387.95,5090.48,4635.41,3898.63,3047.59,2137.45,1241.1,859.905,R093N,10/8/2023,6,10,2023,,15616,1,68703.75,3829.68,16178.625,48695.445,5387.95
587.478,292.128,247.02,438.192,1115.886,2137.26,3075.936,3684.894,3911.508,3704.226,4024.278,4343.256,4596.72,4787.892,5044.578,5593.392,5701.866,5246.49,3913.656,2942.76,2149.074,1439.16,910.752,691.656,R093N,10/9/2023,0,10,2023,,15616,1,70580.058,7596.402,16339.836,46643.82,5701.866
455.76,273.245,279.575,398.79,1096.145,2165.915,3046.84,4081.795,4041.705,3501.545,3578.56,3687.225,4043.815,4152.48,4444.715,5045.01,5472.285,5078.77,3735.755,2494.02,1874.735,1233.295,861.935,710.015,R093N,10/10/2023,1,10,2023,,15616,1,65753.93,8123.5,14962.01,42668.42,5472.285
490.656,284.064,260.392,401.348,1115.812,2238.08,3172.048,4115.7,4000.568,3593.84,3579.852,3849.928,4259.884,4350.268,4834.468,5259.488,5651.152,4881.812,3740.176,2730.888,2085.288,1435.384,898.46,650.98,R093N,10/11/2023,2,10,2023,,15616,1,67880.536,8116.268,15745.108,44019.16,5651.152
457.317,268.583,286.212,410.652,1099.22,2141.405,3047.743,3919.86,3937.489,3639.87,3802.679,4000.746,4168.74,4349.178,4710.054,5203.666,5494.026,5152.853,4025.634,3020.781,2206.736,1623.942,1009.001,719.678,R093N,10/12/2023,3,10,2023,,15616,1,68696.065,7857.349,15407.746,45430.97,5494.026
381.618,288.711,300.699,382.617,891.108,1702.296,2643.354,3610.386,3802.194,3862.134,4168.827,4572.423,4990.005,5229.765,5219.775,5781.213,5968.026,5501.493,4747.248,3522.474,2548.449,1951.047,1450.548,1107.891,R093N,10/13/2023,4,10,2023,,15616,1,74624.301,7412.58,16969.014,50242.707,5968.026
600.495,392.805,276.318,289.863,408.156,668.22,1195.572,1969.443,2991.639,3818.787,4534.866,4745.265,4817.505,4624.263,4501.455,4662.189,4539.381,4309.116,3766.413,3017.826,2464.287,1809.612,1459.248,1078.182,R093N,10/14/2023,5,10,2023,,15616,1,62940.906,4961.082,13703.025,44276.799,4539.381
765.345,480.68,360.51,270.875,343.765,478.71,826.415,1208.595,2159.12,3283.005,4195.115,4401.965,4914.165,5090.48,5089.495,5303.24,5041.23,4700.42,4119.27,3180.565,2919.54,1780.88,1072.665,681.62,R093N,10/15/2023,6,10,2023,,15616,1,62667.67,3367.715,15433.965,43865.99,5041.23
