TAZ,REGION,HBW_P,HBO_P,NHB_P,HBW_A,HBO_A,NHB_A,P,A
152,Upriver,3.349092451,6.711380739,7.277919012,5.176533398,3.767686973,7.277919012,17.3383922,16.22213938
153,Upriver,41.48891612,83.14130368,22.86940353,9.420530595,18.11835643,22.86940353,147.4996233,50.40829056
154,Upriver,0.837273113,1.677845185,0,0,0,0,2.515118298,0
171,Highlands,14.67126243,30.86332429,9.97648352,5.912782031,7.535224373,9.97648352,55.51107024,23.42448992
172,Highlands,15.53011955,32.67006628,1.589387671,1.229750579,1.147188316,1.589387671,49.7895735,3.966326567
173,Highlands,29.89889617,62.89706374,26.33975231,9.228776991,22.01496689,26.33975231,119.1357122,57.5834962
174,Highlands,33.67840631,70.84786195,9.371486353,3.637174714,8.5536538,9.371486353,113.8977546,21.56231487
175,Highlands,6.573435932,13.82826364,5.690869735,2.811521911,2.218419588,5.690869735,26.09256931,10.72081123
176,Highlands,34.86981464,73.35417806,2.653720526,1.209429719,1.813197425,2.653720526,110.8777132,5.676347671
177,Highlands,29.21831982,58.55176342,14.28140906,9.813152668,11.54228126,14.28140906,102.0514923,35.63684299
178,Highlands,8.599632141,17.23314789,4.246677949,1.685271744,3.522759412,4.246677949,30.07945798,9.454709105
179,Highlands,0.478441779,0.958768677,0.865061208,0.747005561,0.655694544,0.865061208,2.302271663,2.267761312
180,Highlands,5.754686558,11.76804996,1.60763742,1.117030594,1.32870294,1.60763742,19.13037394,4.053370954
181,Highlands,8.860458281,18.22668138,1.08132651,0.933756951,0.81961818,1.08132651,28.16846617,2.83470164
182,Highlands,24.60135169,50.60697592,16.23975519,5.036064538,15.33012235,16.23975519,91.44808281,36.60594208
183,Highlands,29.997155,61.706581,13.16538786,5.434641237,10.09304533,13.16538786,104.8691239,28.69307442
184,Highlands,29.78433602,61.2687951,51.38202853,19.5920581,40.373154,51.38202853,142.4351597,111.3472406
185,Highlands,12.43152274,25.57265064,4.636981215,3.156200004,2.847407121,4.636981215,42.6411546,10.64058834
186,Highlands,15.00468685,30.86585793,6.797755483,2.213365903,4.934091827,6.797755483,52.66830027,13.94521321
201,MPO,33.25526025,63.84948838,70.52278806,28.27443755,61.31529493,70.52278806,167.6275367,160.1125205
202,MPO,0,0,0,0,0,0,0,0
203,MPO,33.36213207,80.01740519,3.828776008,2.45872662,3.434389208,3.828776008,117.2083133,9.721891836
204,MPO,7.40978206,17.77199168,2.795620033,1.288259542,1.083637315,2.795620033,27.97739377,5.16751689
205,MPO,3.80780467,9.132829056,0,0,0,0,12.94063373,0
206,MPO,4.076664131,7.827120194,34.29791379,20.50721649,27.36609577,34.29791379,46.20169812,82.17122606
207,MPO,9.869109308,23.67056508,7.946922947,5.012985347,6.031464037,7.946922947,41.48659734,18.99137233
208,MPO,22.73331427,54.5247173,59.75645946,21.44715343,47.33607445,59.75645946,137.014491,128.5396873
209,MPO,23.97887805,57.51213973,11.83730956,5.859293434,12.07205041,11.83730956,93.32832735,29.7686534
210,MPO,25.18204142,60.39786688,7.678732004,3.716302125,6.717649069,7.678732004,93.2586403,18.1126832
211,MPO,0.617481838,1.480999306,0,0,0,0,2.098481145,0
212,MPO,2.367013714,5.677164008,0,0,0,0,8.044177722,0
213,MPO,12.86697116,24.70434811,121.3743233,43.97835952,114.6934427,121.3743233,158.9456425,280.0461255
214,MPO,20.51071641,39.38019847,55.98442922,19.78055669,45.88628469,55.98442922,115.8753441,121.6512706
215,MPO,11.84780513,22.74756806,183.0091319,88.81085227,187.6402047,183.0091319,217.6045051,459.4601889
216,MPO,0,0,33.08995673,10.47548424,32.67355461,33.08995673,33.08995673,76.23899558
217,MPO,7.107918703,13.64707325,1.648165281,0.70896444,1.331096145,1.648165281,22.40315724,3.688225866
218,MPO,19.45218509,37.3478378,0.217539728,0.107629205,0.223507548,0.217539728,57.01756261,0.548676481
219,MPO,13.60510216,26.12154606,2.920824868,2.522217387,2.213911469,2.920824868,42.64747309,7.656953724
220,MPO,7.398253627,14.20451097,3.027714227,2.614519463,2.294930903,3.027714227,24.63047882,7.937164592
221,MPO,0.382187262,0.733792518,1.522778097,0.753404436,1.564552836,1.522778097,2.638757877,3.840735369
222,MPO,38.42103068,73.76767266,4.525964249,2.300171526,3.901476154,4.525964249,116.7146676,10.72761193
223,MPO,20.2559249,38.89100346,0.648795906,0.560254171,0.491770908,0.648795906,59.79572427,1.700820984
224,MPO,36.30396804,69.7029513,2.807645326,1.248009607,2.371643572,2.807645326,108.8145647,6.427298504
225,MPO,13.33336702,25.59981958,18.4119159,7.474557058,17.38070778,18.4119159,57.3451025,43.26718074
226,MPO,3.567081114,6.84873017,90.74896529,32.95201051,70.16352723,90.74896529,101.1647766,193.864503
227,MPO,8.025932507,15.40964288,49.78806467,17.72891097,20.52458655,49.78806467,73.22364006,88.04156218
228,MPO,11.46561787,22.01377555,1.195831292,0.631521721,1.199499558,1.195831292,34.6752247,3.02685257
229,MPO,7.771140999,14.92044787,19.22190237,12.3304035,17.09811048,19.22190237,41.91349124,48.65041635
230,MPO,37.04592091,71.12748718,36.95703113,12.54780507,31.6380411,36.95703113,145.1304392,81.1428773
231,MPO,30.95716824,59.43719397,14.14701891,5.115389638,11.84489019,14.14701891,104.5413811,31.10729874
232,MPO,0,0,2.514805575,0.88234669,1.004848439,2.514805575,2.514805575,4.402000705
233,MPO,10.8286391,20.79078801,27.40169916,9.181697217,26.6478998,27.40169916,59.02112627,63.23129618
234,MPO,16.94363529,32.53146831,30.89858795,9.792834168,30.27875469,30.89858795,80.37369155,70.97017681
235,MPO,5.337499909,10.24790171,98.63844141,32.38028838,92.40170673,98.63844141,114.223843,223.4204365
236,MPO,12.61217965,24.2151531,36.65065754,16.52102338,27.6327994,36.65065754,73.4779903,80.80448032
237,MPO,42.9061256,82.37897245,3.273978324,1.872233312,2.73927515,3.273978324,128.5590764,7.885486786
238,MPO,12.34963677,29.61998613,0.525036484,0.262395828,0.449500848,0.525036484,42.49465938,1.23693316
240,MPO,7.924350258,19.00615777,5.081333185,2.78747868,3.876698911,5.081333185,32.01184121,11.74551078
241,MPO,14.08856854,33.79072701,103.8850116,37.40384293,85.15532889,103.8850116,151.7643072,226.4441834
251,MPO,16.71425094,31.57543539,1.375745347,0.725796557,1.204471063,1.375745347,49.66543167,3.306012966
252,MPO,1.538333599,2.906116064,37.71667686,24.27192259,32.16926153,37.71667686,42.16112652,94.15786098
253,MPO,0.640972333,1.210881693,78.64935854,24.41961355,77.28990422,78.64935854,80.50121257,180.3588763
254,MPO,4.102222931,7.749642837,88.26291833,57.67328505,52.52915926,88.26291833,100.1147841,198.4653626
255,MPO,10.38375179,19.61628343,3.734066982,2.522027907,2.07473023,3.734066982,33.73410221,8.330825119
256,MPO,9.614584994,18.1632254,9.15807271,2.963360598,8.981045996,9.15807271,36.9358831,21.1024793
257,MPO,22.30583719,42.13868292,7.376900707,3.692276884,7.460196653,7.376900707,71.82142082,18.52937424
258,MPO,21.18785324,40.02666307,3.54268681,2.11522408,2.940134915,3.54268681,64.75720313,8.598045805
259,MPO,11.15291859,21.06934146,0,0,0,0,32.22226006,0
260,MPO,16.66528066,31.48292402,2.492676921,2.072276469,1.948004069,2.492676921,50.6408816,6.51295746
261,MPO,6.666112263,12.59316961,0,0,0,0,19.25928187,0
262,MPO,18.46000319,34.87339276,8.249709862,4.738637071,7.747449987,8.249709862,61.58310582,20.73579692
263,MPO,7.509499967,17.2129364,75.42691264,30.04410699,66.97692675,75.42691264,100.149349,172.4479464
264,MPO,6.420030912,14.71570468,0.217539728,0.107629205,0.223507548,0.217539728,21.35327532,0.548676481
265,MPO,9.466692248,21.69912409,20.92797181,8.045099319,18.50442702,20.92797181,52.09378814,47.47749814
266,MPO,29.81319688,68.33646237,48.94103364,17.99801479,39.14494973,48.94103364,147.0906929,106.0839982
267,MPO,18.02673346,41.32006366,0.652619184,0.322887616,0.670522644,0.652619184,59.99941631,1.646029444
268,MPO,15.79531415,36.20530516,18.43061608,9.262236753,12.0292723,18.43061608,70.43123539,39.72212513
269,MPO,16.08003742,36.85793498,22.06182291,10.65451099,22.24143743,22.06182291,74.99979531,54.95777133
270,MPO,15.93614721,36.52811633,3.971789062,2.570896024,3.529313095,3.971789062,56.4360526,10.07199818
271,MPO,0.569446551,1.305259647,12.14650744,7.299847216,7.735403009,12.14650744,14.02121364,27.18175767
272,MPO,2.942627988,6.378064928,0.199364105,0.061390928,0.144031483,0.199364105,9.52005702,0.404786515
273,MPO,13.40530528,29.05562912,143.4863261,55.18659965,133.370233,143.4863261,185.9472605,332.0431587
274,MPO,19.27933567,41.78742783,0.43380503,0.294380595,0.387431184,0.43380503,61.50056854,1.115616809
275,MPO,0.871889774,1.889797016,5.682658174,4.001431806,2.878010363,5.682658174,8.444344964,12.56210034
276,MPO,1.416820883,3.07092015,4.474219131,1.38263137,3.72864556,4.474219131,8.961960164,9.58549606
277,MPO,0.108986222,0.236224627,121.358047,38.73335972,110.2955128,121.358047,121.7032579,270.3869195
278,MPO,0.217972444,0.472449254,321.8059073,100.3199492,314.5183532,321.8059073,322.496329,736.6442097
279,MPO,0,0,92.63046134,29.77545644,88.81712996,92.63046134,92.63046134,211.2230477
280,MPO,0,0,141.7814712,43.99400238,136.5461966,141.7814712,141.7814712,322.3216702
281,MPO,0.217972444,0.472449254,375.8406235,117.4299119,366.791566,375.8406235,376.5310452,860.0621014
282,MPO,0,0,98.41545913,30.55738127,96.78038523,98.41545913,98.41545913,225.7532256
283,MPO,37.80699338,81.94561442,4.326402756,2.247497852,3.198280924,4.326402756,124.0790105,9.772181532
284,MPO,3.378572875,7.322963436,117.9591575,42.07998755,92.77199344,117.9591575,128.6606938,252.8111385
285,MPO,56.5638491,122.6005814,41.57941292,20.36247736,39.37321031,41.57941292,220.7438434,101.3151006
286,MPO,0.762903552,1.653572389,13.86750289,11.97499285,10.51121689,13.86750289,16.28397883,36.35371263
287,MPO,5.994242198,12.99235448,104.083636,35.27903179,98.34467723,104.083636,123.0702326,237.707345
288,MPO,0,0,62.43280524,34.08302072,51.18132431,62.43280524,62.43280524,147.6971503
289,MPO,0,0,96.67346443,30.27380697,92.76081892,96.67346443,96.67346443,219.7080903
290,MPO,0.108986222,0.236224627,33.3005897,12.97259792,15.4650465,33.3005897,33.64580055,61.73823412
291,MPO,10.32001433,22.36834615,76.25063496,30.89296257,65.87278985,76.25063496,108.9389954,173.0163874
292,MPO,29.4150543,63.75631814,119.6305987,45.3791258,110.906202,119.6305987,212.8019712,275.9159266
293,MPO,5.612572449,12.16509584,288.8306347,96.77912438,249.3322974,288.8306347,306.608303,634.9420565
294,MPO,5.340324867,11.57500672,95.45115123,34.48502275,83.72344766,95.45115123,112.3664828,213.6596216
295,MPO,1.307834661,2.834695523,226.5247803,72.74907999,222.182048,226.5247803,230.6673105,521.4559083
301,MPO,10.28958246,21.64576645,1.554799406,0.89955145,1.150172784,1.554799406,33.49014832,3.60452364
302,MPO,2.970899612,5.988900535,11.9695195,8.172629481,7.385852729,11.9695195,20.92931965,27.52800171
303,MPO,0.228530739,0.460684657,277.8757759,113.7881477,196.7711263,277.8757759,278.5649913,588.43505
304,MPO,42.26641745,85.2029362,26.32247318,9.138766258,22.4016672,26.32247318,153.7918268,57.86290664
305,MPO,51.00600425,102.8206692,1.719593349,0.973039734,1.589416494,1.719593349,155.5462668,4.282049578
306,MPO,14.28317121,28.79279103,11.56550035,4.457746343,9.964342992,11.56550035,54.6414626,25.98758969
307,MPO,3.7707572,7.601296833,279.7039644,94.20094407,262.6859302,279.7039644,291.0760184,636.5908386
308,MPO,15.07125947,30.38146207,54.87517174,20.4819807,47.96149715,54.87517174,100.3278933,123.3186496
309,MPO,22.61277386,45.58405574,10.55760075,4.836274377,9.015647889,10.55760075,78.75443035,24.40952302
310,MPO,27.53795409,55.51250112,116.4997843,51.34062369,102.3959717,116.4997843,199.5502395,270.2363797
311,MPO,0.11426537,0.230342328,179.5193954,55.71701947,174.2308753,179.5193954,179.8640031,409.4672902
312,MPO,1.485449806,2.994450268,171.2888223,60.05829361,150.2181925,171.2888223,175.7687223,381.5653083
313,MPO,0,0,74.81588066,31.22400702,71.0822406,74.81588066,74.81588066,177.1221283
314,MPO,2.285307394,4.606846566,332.1219847,105.084098,324.3821622,332.1219847,339.0141386,761.5882449
315,MPO,0,0,39.97277687,15.20124167,37.11578431,39.97277687,39.97277687,92.28980285
316,MPO,0,0,31.58140485,14.52237547,28.06855954,31.58140485,31.58140485,74.17233986
317,MPO,45.19860644,94.28457899,1.812452565,0.598756628,1.375759409,1.812452565,141.295638,3.786968602
318,MPO,41.05323098,85.63729957,4.725353336,2.354605332,4.730160269,4.725353336,131.4158839,11.81011894
319,MPO,2.087979102,4.355537616,0.398728209,0.122781856,0.288062965,0.398728209,6.842244927,0.80957303
320,MPO,39.54878063,82.49900662,126.1778141,48.52027185,114.3395913,126.1778141,248.2256014,289.0376773
321,MPO,32.67073183,68.15135329,3.966204281,1.603000804,3.017296424,3.966204281,104.7882894,8.58650151
322,MPO,9.16106972,19.1100494,7.199174122,3.569055373,6.50465712,7.199174122,35.47029324,17.27288662
323,MPO,10.37455404,21.64138538,38.58313151,13.8098079,30.34297159,38.58313151,70.59907093,82.73591101
324,MPO,0,0,265.3031949,97.48085161,212.1946219,265.3031949,265.3031949,574.9786684
325,MPO,106.6717786,224.4009819,51.49871423,20.63318069,41.72665316,51.49871423,382.5714747,113.8585481
326,MPO,15.76556221,32.23979653,1.450075603,0.568451327,1.246648574,1.450075603,49.45543435,3.265175504
327,MPO,14.98330834,30.64012598,100.9885197,36.22811876,79.80741802,100.9885197,146.6119541,217.0240565
328,MPO,65.49757959,133.9393173,4.963472121,1.999780765,4.749399514,4.963472121,204.400369,11.7126524
329,MPO,13.85177677,28.32619977,16.08867544,7.115656932,15.87342257,16.08867544,58.26665198,39.07775493
330,MPO,12.29162699,25.13577047,64.70888973,20.44961059,63.39584391,64.70888973,102.1362872,148.5543442
331,MPO,19.61082129,40.10316154,0.108132651,0.093375695,0.081961818,0.108132651,59.82211548,0.283470164
332,MPO,9.997673598,20.44474902,5.259509977,1.807932778,3.95486849,5.259509977,35.7019326,11.02231124
333,MPO,31.30451049,64.01617876,6.298448331,3.467922726,5.158030494,6.298448331,101.6191376,14.92440155
334,MPO,10.99667191,22.48765125,2.87592837,1.477266034,1.968767882,2.87592837,36.36025153,6.321962286
335,MPO,32.79967539,67.07371718,0.96011594,0.477654239,0.896515944,0.96011594,100.8335085,2.334286123
336,MPO,40.88792151,83.61378126,12.3974664,5.341982966,11.47292227,12.3974664,136.8991692,29.21237163
337,MPO,11.89389902,24.32243642,1.448801177,0.647573512,1.187064662,1.448801177,37.66513662,3.283439351
338,MPO,31.1201944,63.63926146,19.80726789,7.710995334,16.75308115,19.80726789,114.5667238,44.27134437
339,MPO,6.921466337,14.15405702,0.849434437,0.542522913,0.695386302,0.849434437,21.92495779,2.087343652
340,MPO,4.841715891,9.519304859,3.679481842,2.247669624,3.296853285,3.679481842,18.04050259,9.22400475
341,MPO,7.377852786,14.5056074,307.4725692,151.2552004,314.611227,307.4725692,329.3560294,773.3389966
342,MPO,22.36411626,43.97012244,42.92476621,21.36227587,43.83498587,42.92476621,109.2590049,108.122028
343,MPO,27.36514766,53.80265776,1.89817071,1.306828363,1.417521031,1.89817071,83.06597613,4.622520105
344,MPO,26.1683216,51.44957626,3.069254547,1.479849431,2.373981898,3.069254547,80.68715241,6.923085877
345,MPO,16.36961087,32.18431643,24.32626944,8.777869523,19.11308892,24.32626944,72.88019673,52.21722789
346,MPO,22.13355836,43.51682221,50.38639779,19.6475048,38.90762992,50.38639779,116.0367784,108.9415325
347,MPO,45.62653397,104.3550993,68.16114856,33.24161024,69.15066696,68.16114856,218.1427819,170.5534258
348,MPO,10.84780957,24.81065615,69.51395192,30.07194429,63.68073363,69.51395192,105.1724176,163.2666298
349,MPO,58.93935946,134.8036368,27.87461812,9.889807699,26.81009942,27.87461812,221.6176143,64.57452524
350,MPO,18.85558109,43.12569609,7.039358212,3.501567797,6.364509238,7.039358212,69.0206354,16.90543525
351,MPO,19.4418026,44.4664774,0.742783427,0.37020397,0.67316546,0.742783427,64.65106343,1.786152858
352,MPO,37.95213821,86.80254247,2.154580577,1.004959922,1.642165272,2.154580577,126.9092613,4.801705771
353,MPO,22.93887126,52.46482652,22.77102633,7.364692804,21.80466399,22.77102633,98.17472411,51.94038313
354,MPO,22.50941208,51.48258544,1.93810806,0.818029595,1.478084572,1.93810806,75.93010557,4.234222227
355,MPO,25.86987649,59.16849904,3.188085338,1.137296961,2.507351174,3.188085338,88.22646087,6.832733472
356,MPO,1.023252768,2.340340916,0,0,0,0,3.363593684,0
357,MPO,4.122890055,9.429701619,75.3185161,26.8686407,59.23617149,75.3185161,88.87110777,161.4233283
358,MPO,3.786035243,8.659261389,0.434219461,0.294738468,0.387745312,0.434219461,12.87951609,1.116703241
359,MPO,29.75557656,68.05570963,0.432530604,0.37350278,0.327847272,0.432530604,98.24381679,1.133880656
360,MPO,12.07080937,25.03616458,108.9341955,51.74213957,91.65684255,108.9341955,146.0411694,252.3331776
361,MPO,36.42059469,75.54025378,48.54600288,19.25695188,42.47362527,48.54600288,160.5068513,110.27658
362,MPO,21.72745686,45.06509624,10.33886283,3.507084649,9.856172629,10.33886283,77.13141594,23.70212011
363,MPO,0,0,76.99930171,24.43969066,75.24525523,76.99930171,76.99930171,176.6842476
364,MPO,1.744526921,3.613759806,2.695634823,2.077050109,1.832796141,2.695634823,8.05392155,6.605481073
365,MPO,27.10445376,56.21756956,3.796487068,1.846641848,3.444896727,3.796487068,87.11851038,9.088025644
366,MPO,26.11684208,54.16915609,41.71600347,21.69338783,34.11072465,41.71600347,122.0020016,97.52011594
367,MPO,6.254873944,12.97328528,197.599584,63.81371975,182.2627981,197.599584,216.8277432,443.6761018
368,MPO,0,0,86.41775976,41.59480906,78.7475162,86.41775976,86.41775976,206.760085
369,MPO,0.468423688,0.97033223,56.04161992,27.59985398,48.05325651,56.04161992,57.48037584,131.6947304
370,MPO,25.10540179,52.00544101,1.920965301,0.768425426,0.981260536,1.920965301,79.03180809,3.670651264
371,MPO,11.93274214,24.7184858,0.108132651,0.093375695,0.081961818,0.108132651,36.75936059,0.283470164
372,MPO,4.672174973,9.67833624,30.93514641,9.885489659,30.43786388,30.93514641,45.28565763,71.25849996
373,MPO,25.92514324,53.70352241,11.35349236,3.873104379,9.838205322,11.35349236,90.98215801,25.06480206
374,MPO,3.39607174,7.034908664,19.5898473,6.203421971,18.51717972,19.5898473,30.0208277,44.31044899
375,MPO,1.873694753,3.881328918,167.7279213,100.3986373,118.1307003,167.7279213,173.482945,386.2572589
376,MPO,11.59348628,24.01572268,61.24808673,27.75375201,51.73434126,61.24808673,96.8572957,140.73618
377,MPO,4.801342805,9.945905353,75.78761549,27.31523977,59.69761496,75.78761549,90.53486365,162.8004702
401,Bayview,2.904493659,5.867904973,63.36804044,27.98117522,37.98774878,63.36804044,72.14043907,129.3369644
402,Bayview,16.79692887,33.93458345,8.431456795,3.123757414,7.58648534,8.431456795,59.16296912,19.14169955
403,Bayview,6.474790111,15.53539531,37.81241479,14.30052755,29.97101032,37.81241479,59.82260021,82.08395266
404,Bayview,16.5302741,39.66218801,17.65092433,6.640069207,13.58128883,17.65092433,73.84338643,37.87228236
405,Bayview,9.770302875,23.44253866,9.036128724,5.366113176,6.693364917,9.036128724,42.24897026,21.09560682
406,Bayview,1.753761523,4.20791687,23.48480407,7.759546474,17.31125763,23.48480407,29.44648247,48.55560818
407,Bayview,14.65901055,35.17234071,1.43189998,0.52221305,1.167172509,1.43189998,51.26325124,3.121285538
408,Bayview,0,0,21.83047254,10.76247837,17.42058069,21.83047254,21.83047254,50.0135316
409,Bayview,2.662452521,5.378912892,0.509468679,0.376008641,0.285272555,0.509468679,8.550834091,1.170749875
410,Bayview,2.523175675,6.054023511,1.733437861,1.496874106,1.313902112,1.733437861,10.31063705,4.544214079
411,Bayview,0.194862391,0.467546319,0,0,0,0,0.66240871,0
412,Bayview,0.087395783,0.209694524,106.9844998,58.19633269,53.16465342,106.9844998,107.2815901,218.3454859
413,Bayview,17.02454255,40.84811925,11.30716425,3.741626925,8.297804925,11.30716425,69.17982605,23.3465961
414,Bayview,0,0,62.95180361,27.48678219,24.61478788,62.95180361,62.95180361,115.0533737
415,Bayview,0,0,77.6643999,24.09493612,56.70808846,77.6643999,77.6643999,158.4674245
416,Bayview,0,0,19.68333867,8.249238417,11.70094461,19.68333867,19.68333867,39.6335217
417,Bayview,7.794495657,18.70185276,0,0,0,0,26.49634841,0
418,Bayview,0.876880761,2.103958435,2.816836525,2.432420422,2.135090931,2.816836525,5.797675721,7.384347878
419,Bayview,47.80861086,114.7103854,12.8256118,6.666968702,9.931197588,12.8256118,175.3446081,29.42377809
431,Skagit Flats,0.876880761,2.103958435,15.57820871,5.08153109,14.41550911,15.57820871,18.55904791,35.07524891
432,Skagit Flats,15.73692802,32.59879642,13.38050966,7.489892286,10.38869163,13.38050966,61.7162341,31.25909357
433,Skagit Flats,5.748440547,13.79261641,3.987282093,1.227818558,2.880629652,3.987282093,23.52833905,8.095730303
434,Skagit Flats,0.476353003,1.309810125,1.01473055,0.36962148,0.303222701,1.01473055,2.800893678,1.687574731
435,Skagit Flats,34.75246009,97.61589547,206.4624847,83.24919507,221.0794577,206.4624847,338.8308403,510.7911375
436,Skagit Flats,6.413757881,16.4380456,0.724326464,0.482745018,0.491493773,0.724326464,23.57612995,1.698565255
437,Skagit Flats,2.405159206,6.1642671,32.00225809,9.937338217,31.55601687,32.00225809,40.5716844,73.49561318
438,Skagit Flats,3.019543763,7.738894885,8.666381268,5.95399015,4.783002442,8.666381268,19.42481992,19.40337386
439,Skagit Flats,3.969608357,10.91508438,3.068119085,1.68646428,1.812239368,3.068119085,17.95281182,6.566822733
440,Skagit Flats,10.23234898,26.224847,3.774982885,1.615564951,3.359981477,3.774982885,40.23217886,8.750529313
441,Skagit Flats,5.701118117,14.61159609,13.35125129,9.425868691,6.968367573,13.35125129,33.66396549,29.74548755
442,Skagit Flats,3.563198823,9.132247556,0.674372859,0.561029812,0.477526981,0.674372859,13.36981924,1.712929652
443,Skagit Flats,10.14594141,26.00339,2.566828837,1.196640218,1.765453259,2.566828837,38.71616024,5.528922314
444,Skagit Flats,0.356319882,0.913224756,11.650378,4.964962796,7.665955949,11.650378,12.91992263,24.28129674
445,Skagit Flats,10.50226129,26.91661475,47.66858495,22.11099322,38.52259846,47.66858495,85.087461,108.3021766
446,Skagit Flats,13.70914023,35.13563755,54.60604312,29.63471338,42.11094084,54.60604312,103.4508209,126.3516973
447,Skagit Flats,4.453998529,11.41530944,7.22411136,4.832221572,4.93405064,7.22411136,23.09341933,16.99038357
448,Skagit Flats,6.413757881,16.4380456,9.445456102,6.97586199,6.345692899,9.445456102,32.29725958,22.76701099
449,Skagit Flats,7.014293414,14.52999739,1.251732416,0.985008804,0.797443801,1.251732416,22.79602322,3.034185022
450,Skagit Flats,9.954003376,20.61955988,83.77432808,29.22360555,74.70047133,83.77432808,114.3478913,187.698405
