TAZ,HBW_P,HBO_P,NHB_P,HBW_A,HBO_A,NHB_A,P,A
144,15.95311409,39.92432039,45.26714689,8.373461964,29.84108569,33.43324021,101.1445814,71.64778786
145,11.47185894,28.70951522,32.55153325,16.94383405,24.06749112,69.03058177,72.73290741,110.0419069
146,27.74107577,69.42491545,78.71562533,12.85773312,25.98751375,31.78156443,175.8816165,70.6268113
147,45.90645875,130.8409982,140.9266421,2.199873353,8.65136582,8.726718678,317.6740991,19.57795785
148,31.77119588,90.5531617,97.53328993,42.95384006,153.7469165,165.0972725,219.8576475,361.7980291
149,6.608153979,18.83433152,20.28614222,0.544279981,1.542336579,1.481383483,45.72862771,3.568000042
150,11.92200977,33.97969918,36.59896341,0.373822689,0.507803043,1.105647662,82.50067236,1.987273394
151,22.5658261,45.22056435,52.50689115,1.433878557,2.994229653,3.761494376,120.2932816,8.189602586
152,3.349092451,6.711380739,7.792776208,4.93302583,5.753460689,10.313629,17.8532494,21.00011552
153,41.48891612,83.14130368,96.53774661,8.97738258,27.66770495,32.40851447,221.1679664,69.053602
154,0.837273113,1.677845185,1.948194052,0,0,0,4.46331235,0
171,14.67126243,30.86332429,36.64868591,5.634640838,11.50669297,14.13779813,82.18327263,31.27913194
172,15.53011955,32.67006628,38.79410352,1.171902295,1.751818272,2.252340918,86.99428935,5.176061485
173,29.89889617,62.89706374,74.6871825,8.794649193,33.61803874,37.32638863,167.4831424,79.73907656
174,33.67840631,70.84786195,84.12836594,3.466079601,13.06188949,13.28044917,188.6546342,29.80841826
175,6.573435932,13.82826364,16.42038576,2.679266054,3.387646051,8.064601854,36.82208534,14.13151396
176,34.86981464,73.35417806,87.10449356,1.152537342,2.768850008,3.760620165,195.3284863,7.682007515
177,29.21831982,58.55176342,67.98612783,9.35153545,17.6256844,20.23836134,155.7562111,47.21558119
178,8.599632141,17.23314789,20.00990111,1.605995442,5.379443128,6.018019821,45.84268114,13.00345839
179,0.478441779,0.958768677,1.113253744,0.711865923,1.001280841,1.225888932,2.5504642,2.939035696
180,5.754686558,11.76804996,13.57613012,1.064484733,2.029000867,2.278202862,31.09886664,5.371688462
181,8.860458281,18.22668138,21.50910318,0.889832404,1.251601051,1.532361165,48.59624284,3.67379462
182,24.60135169,50.60697592,59.7207272,4.799164717,23.40992151,23.01355785,134.9290548,51.22264407
183,29.997155,61.706581,72.81924721,5.178992104,15.41262317,18.65683389,164.5229832,39.24844916
184,29.78433602,61.2687951,72.30262096,18.67043468,61.65197803,72.81410783,163.3557521,153.1365205
185,12.43152274,25.57265064,30.17799947,3.00773026,4.34814385,6.571123405,68.18217285,13.92699751
186,15.00468685,30.86585793,36.42445429,2.109247701,7.534623649,9.633183332,82.29499908,19.27705468
201,33.25526025,63.84948838,77.94471393,26.94438923,93.63175382,99.93871479,175.0494626,220.5148578
202,0,0,0,0,0,0,0,0
203,33.36213207,80.01740519,86.92157637,2.343066487,5.244497073,5.425805814,200.3011136,13.01336937
204,7.40978206,17.77199168,19.30541897,1.227658958,1.654772474,3.961707709,44.4871927,6.844139141
205,3.80780467,9.132829056,9.920840302,0,0,0,22.86147403,0
206,4.076664131,7.827120194,9.555012262,19.54254341,41.7895004,48.60399764,21.45879659,109.9360415
207,9.869109308,23.67056508,25.71294115,4.777171187,9.210370046,11.26168275,59.25261554,25.24922398
208,22.73331427,54.5247173,59.22929352,20.43826509,72.28473212,84.68161744,136.4873251,177.4046147
209,23.97887805,57.51213973,62.47448082,5.58366838,18.43467038,16.77479772,143.9654986,40.79313648
210,25.18204142,60.39786688,65.60919823,3.541484805,10.2582115,10.88162605,151.1891065,24.68132236
211,0.617481838,1.480999306,1.608784914,0,0,0,3.707266059,0
212,2.367013714,5.677164008,6.167008837,0,0,0,14.21118656,0
213,12.86697116,24.70434811,30.15800745,41.90958828,175.1430569,172.001054,67.72932673,389.0536992
214,20.51071641,39.38019847,48.07365544,18.85006616,70.07082517,79.33622675,107.9645703,168.2571181
215,11.84780513,22.74756806,27.76925439,84.6331308,286.5366867,259.3445033,62.36462758,630.5143207
216,0,0,0,9.982710508,49.89427555,46.89218676,0,106.7691728
217,7.107918703,13.64707325,16.65976107,0.675614282,2.032655419,2.335635396,37.41475302,5.043905097
218,19.45218509,37.3478378,45.59263679,0.102566256,0.341308049,0.308278238,102.3926597,0.752152543
219,13.60510216,26.12154606,31.88806186,2.403570606,3.38076191,4.139137029,71.61471008,9.923469545
220,7.398253627,14.20451097,17.3402571,2.491530731,3.504482944,4.290611261,38.94302169,10.28662494
221,0.382187262,0.733792518,0.8957824,0.717963791,2.389156345,2.157947666,2.01176218,5.265067803
222,38.42103068,73.76767266,90.05240744,2.19196993,5.957763966,6.413799889,202.2411108,14.56353379
223,20.2559249,38.89100346,47.47646718,0.533899442,0.750960631,0.919416699,106.6233955,2.204276772
224,36.30396804,69.7029513,85.09037013,1.189302406,3.621627316,3.978748901,191.0972895,8.789678623
225,13.33336702,25.59981958,31.25116057,7.12294893,26.54127577,26.09175364,70.18434717,59.75597834
226,3.567081114,6.84873017,8.360635729,31.40192606,107.1434805,128.6014806,18.77644701,267.1468872
227,8.025932507,15.40964288,18.81143039,16.89493122,31.34214778,70.55528195,42.24700578,118.7923609
228,11.46561787,22.01377555,26.87347199,0.60181452,1.831700352,1.694627307,60.3528654,4.128142178
229,7.771140999,14.92044787,18.21424212,11.75037313,26.1097345,27.23959548,40.90583099,65.09970311
230,37.04592091,71.12748718,86.82938237,11.95754799,48.31299072,52.3722657,195.0027905,112.6428044
231,30.95716824,59.43719397,72.55837436,4.874758312,18.08778451,20.04791539,162.9527366,43.01045822
232,0,0,0,0.840840516,1.534457622,3.56376207,0,5.939060208
233,10.8286391,20.79078801,25.38050132,8.749784082,40.69277652,38.83128663,56.99992843,88.27384724
234,16.94363529,32.53146831,39.71301971,9.332172745,46.23728725,43.78677097,89.18812331,99.35623096
235,5.337499909,10.24790171,12.5101984,30.85709811,141.1023769,139.7817547,28.09560002,311.7412298
236,12.61217965,24.2151531,29.56081919,15.74386347,42.19677118,51.9380999,66.38815194,109.8787345
237,42.9061256,82.37897245,100.5647125,1.784162213,4.183020513,4.639595158,225.8498105,10.60677788
238,12.34963677,29.61998613,32.17569828,0.250052554,0.686411976,0.744035692,74.14532117,1.680500223
240,7.924350258,19.00615777,20.64607306,2.656353832,5.919927783,7.200820074,47.57658109,15.77710169
241,14.08856854,33.79072701,36.70630473,35.64434132,130.0367681,147.2167342,84.58560027,312.8978437
251,16.71425094,31.57543539,38.34347433,0.691654605,1.839292107,1.949585738,86.63316066,4.48053245
252,1.538333599,2.906116064,3.529027719,23.13015523,49.1241929,53.44876905,7.973477381,125.7031172
253,0.640972333,1.210881693,1.470428216,23.27089871,118.0258415,111.4549783,3.322282242,252.7517185
254,4.102222931,7.749642837,9.410740583,54.96029542,80.21485199,125.0784727,21.26260635,260.2536201
255,10.38375179,19.61628343,23.8209371,2.403390039,3.168224671,5.291592482,53.82097232,10.86320719
256,9.614584994,18.1632254,22.05642324,2.823962148,13.71454037,12.97801805,49.83423363,29.51652057
257,22.30583719,42.13868292,51.17090192,3.518589727,11.39212161,10.45389719,115.615422,25.36460853
258,21.18785324,40.02666307,48.60618102,2.015722535,4.48974418,5.020385275,109.8206973,11.52585199
259,11.15291859,21.06934146,25.58545096,0,0,0,57.80771101,0
260,16.66528066,31.48292402,38.23113362,1.974795208,2.974707007,3.532403281,86.3793383,8.481905495
261,6.666112263,12.59316961,15.29245345,0,0,0,34.55173532,0
262,18.46000319,34.87339276,42.34833262,4.515728437,11.8307729,11.69076583,95.68172858,28.03726717
263,7.509499967,17.2129364,20.01795353,28.63081225,102.2773702,106.8884104,44.7403899,237.7965928
264,6.420030912,14.71570468,17.11377335,0.102566256,0.341308049,0.308278238,38.24950894,0.752152543
265,9.466692248,21.69912409,25.23520958,7.666652504,28.2572555,29.65728757,56.40102591,65.58119557
266,29.81319688,68.33646237,79.4725604,17.15137622,59.77644403,69.35494381,177.6222196,146.2827641
267,18.02673346,41.32006366,48.05357405,0.307698768,1.023924148,0.924834714,107.4003712,2.25645763
268,15.79531415,36.20530516,42.1053154,8.826534985,18.36934592,26.1182539,94.1059347,53.3141348
269,16.08003742,36.85793498,42.86429766,10.15331572,33.96387144,31.26408198,95.80227007,75.38126913
270,15.93614721,36.52811633,42.48073182,2.449959368,5.389450955,5.628471381,94.94499536,13.4678817
271,0.569446551,1.305259647,1.517964532,6.956457555,11.81237652,17.21296586,3.39267073,35.98179993
272,2.942627988,6.378064928,7.249100221,0.058503058,0.219943822,0.282521337,16.56979314,0.560968217
273,13.40530528,29.05562912,33.02367878,52.59058535,203.6635204,203.3362466,75.48461318,459.5903523
274,19.27933567,41.78742783,47.49422525,0.280532737,0.59162826,0.614750471,108.5609888,1.486911467
275,0.871889774,1.889797016,2.147881547,3.813201796,4.394876647,8.05296515,4.909568337,16.26104359
276,1.416820883,3.07092015,3.490307514,1.317591472,5.693842352,6.340471242,7.978048547,13.35190507
277,0.108986222,0.236224627,0.268485193,36.91131676,168.4271813,171.9779887,0.613696042,377.3164868
278,0.217972444,0.472449254,0.536970387,95.60083219,480.2864448,456.0351295,1.227392084,1031.922406
279,0,0,0,28.37479919,135.6285354,131.2677719,0,295.2711065
280,0,0,0,41.92449529,208.5133877,200.9202756,0,451.3581586
281,0.217972444,0.472449254,0.536970387,111.9059308,560.1104529,532.6083938,1.227392084,1204.624778
282,0,0,0,29.11994176,147.7888545,139.4657638,0,316.3745601
283,37.80699338,81.94561442,93.13670812,2.14177406,4.883947022,6.13099883,212.8893159,13.15671991
284,3.378572875,7.322963436,8.323040994,40.10051699,141.6678246,167.1613803,19.02457731,348.929722
285,56.5638491,122.6005814,139.3438154,19.40461291,60.12501023,58.92270007,318.5082459,138.4523232
286,0.762903552,1.653572389,1.879396354,11.41168123,16.05119365,19.65180978,4.295872295,47.11468466
287,5.994242198,12.99235448,14.76668564,33.6194827,150.1776126,147.4982072,33.75328232,331.2953025
288,0,0,0,32.47973279,78.15663551,88.47430013,0,199.1106684
289,0,0,0,28.84970698,141.6507605,136.9971616,0,307.4976291
290,0.108986222,0.236224627,0.268485193,12.3623583,23.61595795,47.19067734,0.613696042,83.16899359
291,10.32001433,22.36834615,25.42313145,29.4397371,100.5912937,108.0557174,58.11149192,238.0867483
292,29.4150543,63.75631814,72.46334823,43.24446158,169.3597367,169.5300004,165.6347207,382.1341987
293,5.612572449,12.16509584,13.82645049,92.2265701,380.743831,409.3054631,31.60411878,882.2758641
294,5.340324867,11.57500672,13.15577448,32.86282438,127.8502085,135.2650064,30.07110606,295.9780393
295,1.307834661,2.834695523,3.22182232,69.32691496,339.2839395,321.0110666,7.364352505,729.6219211
301,10.28958246,21.64576645,25.70328745,0.857235953,1.756375715,2.203325459,57.63863637,4.816937127
302,2.970899612,5.988900535,7.237703882,7.788183563,11.27859444,16.96215406,16.19750403,36.02893206
303,0.228530739,0.460684657,0.556746452,108.4354777,300.4800952,393.7811972,1.245961848,802.6967702
304,42.26641745,85.2029362,102.9694213,8.708872624,34.20855091,37.30190216,230.4387749,80.21932569
305,51.00600425,102.8206692,124.2607975,0.927267299,2.427124489,2.436856994,278.0874709,5.791248782
306,14.28317121,28.79279103,34.79665328,4.248050995,15.21608778,16.38961352,77.87261553,35.8537523
307,3.7707572,7.601296833,9.186316466,89.7696691,401.1355466,396.3719457,20.5583705,887.2771614
308,15.07125947,30.38146207,36.71659342,19.51849473,73.23978623,77.76428426,82.16931496,170.5225652
309,22.61277386,45.58405574,55.08922635,4.608772819,13.76737932,14.96130654,123.286056,33.33745868
310,27.53795409,55.51250112,67.08794752,48.92552665,156.3641572,165.0932845,150.1384027,370.3829684
311,0.11426537,0.230342328,0.278373226,53.09605388,266.0599193,254.3991545,0.622980924,573.5551277
312,1.485449806,2.994450268,3.618851941,57.23311159,229.3912609,242.7355076,8.098752015,529.35988
313,0,0,0,29.75520899,108.5464053,106.0225094,0,244.3241236
314,2.285307394,4.606846566,5.567464525,100.1408722,495.3490118,470.6541703,12.45961848,1066.144054
315,0,0,0,14.48616517,56.67779928,56.64591626,0,127.8098807
316,0,0,0,13.83923328,42.86220036,44.75439924,0,101.4558329
317,45.19860644,94.28457899,106.6716175,0.570590719,2.100858626,2.568448937,246.1548029,5.239898281
318,41.05323098,85.63729957,96.88826487,2.243843133,7.223209189,6.696356629,223.5787954,16.16340895
319,2.087979102,4.355537616,4.927764938,0.117006116,0.439887644,0.565042675,11.37128166,1.121936435
320,39.54878063,82.49900662,93.33766529,46.23784604,174.6027069,178.8081402,215.3854525,399.6486931
321,32.67073183,68.15135329,77.10502785,1.527594582,4.607573955,5.620557118,177.927113,11.75572566
322,9.16106972,19.1100494,21.6207136,3.401164639,9.93296134,10.20203865,49.89183271,23.53616463
323,10.37455404,21.64138538,24.48461463,13.16018537,46.33534992,54.67663265,56.50055405,114.1721679
324,0,0,0,92.89528761,324.0326026,375.9644373,0,792.8923275
325,106.6717786,224.4009819,266.4651748,19.66258216,63.71884406,72.97946459,597.5379353,156.3608908
326,15.76556221,32.23979653,37.19322015,0.541710999,1.903699436,2.054920064,85.19857889,4.500330499
327,14.98330834,30.64012598,35.34777118,34.523924,121.8702205,143.1120798,80.9712055,299.5062243
328,65.49757959,133.9393173,154.5181748,1.90570975,7.252588552,7.033797703,353.9550717,16.19209601
329,13.85177677,28.32619977,32.67832608,6.780931705,24.23957017,22.79946086,74.85630262,53.81996273
330,12.29162699,25.13577047,28.99770921,19.48764733,96.80886402,91.69976759,66.42510667,207.9962789
331,19.61082129,40.10316154,46.26473725,0.08898324,0.125160105,0.153236116,105.9787201,0.367379462
332,9.997673598,20.44474902,23.58594448,1.722886419,6.039296936,7.453316608,54.0283671,15.21549996
333,31.30451049,64.01617876,73.85182555,3.304789338,7.87659004,8.925608994,169.1725148,20.10698837
334,10.99667191,22.48765125,25.94272463,1.407774459,3.006414465,4.075513647,59.42704778,8.489702571
335,32.79967539,67.07371718,77.37913379,0.455185066,1.369028075,1.360592168,177.2525264,3.184805309
336,40.88792151,83.61378126,96.46046526,5.09069254,17.51976949,17.5686029,220.962168,40.17906493
337,11.89389902,24.32243642,28.05941195,0.617111224,1.812711597,2.053114058,64.2757474,4.48293688
338,31.1201944,63.63926146,73.4169975,7.348264992,25.58285614,28.0691242,168.1764534,61.00024533
339,6.921466337,14.15405702,16.3287308,0.517002275,1.061892292,1.203744041,37.40425415,2.782638609
340,4.841715891,9.519304859,11.32416062,2.141937752,5.03447232,5.214239206,25.68518137,12.39064928
341,7.377852786,14.5056074,17.25586381,144.1400554,480.428268,435.7231789,39.139324,1060.291502
342,22.36411626,43.97012244,52.30683717,20.35738023,66.93838153,60.82921685,118.6410759,148.1249786
343,27.36514766,53.80265776,64.0036166,1.245354289,2.16463087,2.689921179,145.171422,6.099906339
344,26.1683216,51.44957626,61.20439194,1.410236331,3.625198067,4.349478562,138.8222898,9.38491296
345,16.36961087,32.18431643,38.28644782,8.364952712,29.18671497,34.47305715,86.84037512,72.02472484
346,22.13355836,43.51682221,51.76759142,18.72327312,59.41404391,71.4031872,117.417972,149.5405042
347,45.62653397,104.3550993,118.1024945,31.67790282,105.5967884,96.59200626,268.0841278,233.8666975
348,10.84780957,24.81065615,28.07912983,28.65734006,97.24390594,98.50908063,63.73759556,224.4103266
349,58.93935946,134.8036368,152.5622214,9.424584577,40.94046406,39.50146594,346.3052177,89.86651457
350,18.85558109,43.12569609,48.80693248,3.336851723,9.718947984,9.975561546,110.7882097,23.03136125
351,19.4418026,44.4664774,50.32434388,0.352789329,1.027959871,1.052607577,114.2326239,2.433356778
352,37.95213821,86.80254247,98.23762195,0.95768594,2.50767471,3.053282772,222.9923026,6.518643422
353,22.93887126,52.46482652,59.37636902,7.018252763,33.2968949,32.26910292,134.7800668,72.58425058
354,22.50941208,51.48258544,58.26473075,0.77954894,2.257114655,2.746516891,132.2567283,5.783180486
355,25.86987649,59.16849904,66.96316115,1.083797756,3.828860126,4.517875144,152.0015367,9.430533026
356,1.023252768,2.340340916,2.648649678,0,0,0,6.012243362,0
357,4.122890055,9.429701619,10.67193928,25.60472199,90.45682047,106.7348003,24.22453095,222.7963427
358,3.786035243,8.659261389,9.800003808,0.280873775,0.59210795,0.615337766,22.24530044,1.488319491
359,29.75557656,68.05570963,77.02114344,0.355932962,0.500640421,0.612944466,174.8324296,1.469517848
360,12.07080937,25.03616458,29.3627036,49.30815497,139.9649292,154.3719951,66.46967755,343.6450793
361,36.42059469,75.54025378,88.59448398,18.35109207,64.85951066,68.79514083,200.5553324,152.0057436
362,21.72745686,45.06509624,52.85286648,3.342109058,15.05090582,14.65133033,119.6454196,33.04434521
363,0,0,0,23.29003138,114.9035525,109.1166623,0,247.3102463
364,1.744526921,3.613759806,4.156720218,1.979344293,2.798778302,3.820017433,9.515006945,8.598140027
365,27.10445376,56.21756956,65.93261627,1.759774589,5.260542621,5.380048758,149.2546396,12.40036597
366,26.11684208,54.16915609,63.53021325,20.67291646,52.08891152,59.11626423,143.8162114,131.8780922
367,6.254873944,12.97328528,15.21521914,60.81188,278.3250974,280.0208132,34.44337837,619.1577907
368,0,0,0,39.63816162,120.2516935,122.4636757,0,282.3535308
369,0.468423688,0.97033223,1.116122768,26.30153852,73.37990771,79.4172724,2.554878686,179.0987186
370,25.10540179,52.00544101,59.81915781,0.732278184,1.498437626,2.722223676,136.9300006,4.952939486
371,11.93274214,24.7184858,28.43239042,0.08898324,0.125160105,0.153236116,65.08361836,0.367379462
372,4.672174973,9.67833624,11.13248752,9.420469661,46.48025555,43.83857842,25.48299873,99.73930363
373,25.92514324,53.70352241,61.77237265,3.690910977,15.02346877,16.08917438,141.4010383,34.80355413
374,3.39607174,7.034908664,8.091890067,5.911608882,28.27672956,27.76101478,18.52287047,61.94935323
375,1.873694753,3.881328918,4.464491072,95.67581869,180.3919342,237.6893109,10.21951474,513.7570637
376,11.59348628,24.01572268,27.62403851,26.44819709,79.00112215,86.79542088,63.23324747,192.2447401
377,4.801342805,9.945905353,11.44025837,26.03031275,91.16146947,107.3995668,26.18750653,224.5913491
401,2.904493659,5.867904973,6.947337146,26.66492216,58.00933594,89.79963349,15.71973578,174.4738916
402,16.79692887,33.93458345,40.17702966,2.976813791,11.58497123,11.94832166,90.90854199,26.51010668
403,6.474790111,15.53539531,18.08608458,13.62782124,45.76734505,53.58444045,40.09627001,112.9796067
404,16.5302741,39.66218801,46.17415088,6.327715942,20.73935865,25.01334307,102.366613,52.08041766
405,9.770302875,23.44253866,27.29146755,5.113687649,10.2211283,12.80520972,60.50430908,28.14002567
406,1.753761523,4.20791687,4.898796516,7.394532255,26.43522166,33.28060618,10.86047491,67.1103601
407,14.65901055,35.17234071,40.94713499,0.497647801,1.782335209,2.029163163,90.77848625,4.309146173
408,0,0,0,10.25620424,26.60216386,30.93623252,0,67.79460061
409,2.662452521,5.378912892,6.368392384,0.358320945,0.435626537,0.721974363,14.4097578,1.515921845
410,2.523175675,6.054023511,7.04800741,1.426460154,2.006399206,2.456476223,15.6252066,5.889335582
411,0.194862391,0.467546319,0.544310724,0,0,0,1.206719434,0
412,0.087395783,0.209694524,0.24412336,55.45873856,81.18528575,151.6090572,0.541213666,288.2530815
413,17.02454255,40.84811925,47.55479503,3.56561831,12.6711945,16.02352224,105.4274568,32.26033505
414,0,0,0,26.1937857,37.58810524,89.20977914,0,152.9916701
415,0,0,0,22.96149433,86.59630169,110.0591812,0,219.6169772
416,0,0,0,7.861188764,17.86797187,27.89350257,0,53.6226632
417,7.794495657,18.70185276,21.77242896,0,0,0,48.26877738,0
418,0.876880761,2.103958435,2.449398258,2.31799775,3.260398709,3.991773862,5.430237455,9.570170321
419,47.80861086,114.7103854,133.5441867,6.353350067,15.16547297,18.17533304,296.063183,39.69415607
431,0.876880761,2.103958435,2.449398258,4.842492493,22.01325789,22.07607215,5.430237455,48.93182253
432,15.73692802,32.59879642,37.49670245,7.137562779,15.86409097,18.96168566,85.83242689,41.96333941
433,5.748440547,13.79261641,16.05716636,1.170061158,4.398876441,5.650426747,35.59822332,11.21936435
434,0.476353003,1.309810125,1.465948628,0.35223424,0.463037377,1.437987207,3.252111756,2.253258824
435,42.31948886,108.4621061,121.8363409,88.14788628,375.1113609,390.107386,272.6179358,853.3666332
436,6.413757881,16.4380456,18.46498653,0.460036372,0.750537431,1.026451986,41.31679001,2.237025789
437,2.405159206,6.1642671,6.924369947,9.469879228,48.18773531,45.35079557,15.49379625,103.0084101
438,3.019543763,7.738894885,8.693161781,5.6739105,7.30390203,12.28123603,19.45160043,25.25904856
439,3.969608357,10.91508438,12.21623856,1.60713188,2.767387004,4.347869485,27.1009313,8.72238837
440,10.23234898,26.224847,29.45857788,1.539567703,5.130872465,5.349574915,65.91577386,12.02001508
441,5.701118117,14.61159609,16.41332136,8.982469568,10.64107215,18.92022325,36.72603556,38.54376496
442,3.563198823,9.132247556,10.25832585,0.534638597,0.729209388,0.955662115,22.95377223,2.2195101
443,10.14594141,26.00339,29.20981348,1.140349467,2.6959421,3.637484878,65.35914488,7.473776444
444,0.356319882,0.913224756,1.025832585,4.731407648,11.70632712,16.50989469,2.295377223,32.94762946
445,10.50226129,26.91661475,30.23564606,21.07087741,58.82608017,67.55174104,67.6545221,147.4486986
446,13.70914023,35.13563755,39.46813932,28.24067679,64.30567202,77.38289877,88.31291711,169.9292476
447,4.453998529,11.41530944,12.82290731,4.60491066,7.534560753,10.23737752,28.69221528,22.37684893
448,6.413757881,16.4380456,18.46498653,6.64771281,9.690214423,13.38527261,41.31679001,29.72319984
449,7.014293414,14.52999739,16.71310136,0.938673336,1.217739582,1.773845482,38.25739216,3.9302584
450,9.954003376,20.61955988,23.71760882,27.84890773,114.0716382,118.717636,54.29117207,260.6381819
451,4.810318411,12.3285342,13.84873989,0.986946347,1.137497485,2.084296862,30.98759251,4.208740695
452,7.014293414,14.52999739,16.71310136,0.27852586,1.417286333,1.333846928,38.25739216,3.029659121
453,13.3259513,27.60449643,31.75201856,15.43815848,52.2977777,54.45476794,72.68246629,122.1907041
454,19.77883892,40.97155064,47.12744678,7.147780301,29.45352729,33.20637687,107.8778363,69.80768447
455,13.20884537,27.36191337,31.47298787,0.941007556,3.649940625,3.692444881,72.04374662,8.283393062
456,5.843234194,12.10416681,13.92279444,1.156782125,1.627081367,1.992069514,31.87019545,4.775933006
457,4.863755868,10.00514033,11.80695439,8.885281187,37.16717271,36.92858876,26.67585059,82.98104265
458,6.275075467,12.90833923,15.23298698,0.538334371,0.620453174,1.136889198,34.41640168,2.295676743
459,11.00798444,22.64431688,26.7223055,0.529155347,1.570222988,2.001893904,60.37460682,4.10127224
460,4.98238406,10.24916815,12.09492889,15.06469023,44.58716325,47.83604267,27.32648109,107.4878962
461,9.715293032,19.9851458,23.58424741,3.022674411,6.03761793,7.760430718,53.28468624,16.82072306
462,3.084332989,6.344723139,7.48733693,2.398292994,10.43804864,10.28433616,16.91639306,23.1206778
501,11.1743891,31.88443277,31.12943112,0.751464937,2.357814397,2.511834069,74.18825299,5.621113403
502,36.45799095,104.0273746,101.5640773,2.038476278,7.083205912,7.03507969,242.0494429,16.15676188
503,15.58959162,44.48254678,43.42923037,5.843095116,20.30184375,24.61951153,103.5013688,50.7644504
504,16.92329033,48.28805476,47.14462651,0.842455054,1.657316429,1.945973728,112.3559716,4.445745212
505,39.81217554,96.44507731,95.30116721,14.56298734,47.70355932,53.97579778,231.5584201,116.2423444
506,26.85080455,65.04612937,64.27463407,1.972328468,4.353190642,5.443005233,156.171568,11.76852434
507,40.87790567,99.02681073,97.85227936,2.31556483,8.474219666,8.614369658,237.7569957,19.40415415
508,11.06877635,26.81413352,26.49609803,1.751826998,7.092693373,7.878909614,64.3790079,16.72342998
509,0,0,0,0,0,0,0,0
510,10.48898785,25.40959469,25.10821806,0.575922077,1.885232404,2.348715875,61.0068006,4.809870356
511,5.363115235,12.99215771,12.83806109,0.468715427,1.88580202,2.078913588,31.19333403,4.433431034
512,2.854262606,6.914457046,6.832446461,8.014018954,38.34967311,36.94699469,16.60116611,83.31068675
513,14.80479865,35.86465523,35.43927384,1.331130471,4.960128313,6.241226322,86.10872772,12.53248511
514,2.65062538,6.421145447,6.344985903,2.087127267,3.820987919,4.634720317,15.41675673,10.5428355
