,Type,Item,NumObs,TotCnt,TotMod,AvgCnt,AvgMod,Tstat,AvgErr,PctErr,PctRMSE,MAPE,CorrCoef,SumSqErr,MeanSqErr,Miles,kVMT,kVHT_FF,kVHT_CTime
0,Areawide,All,383,152160.96382200002,180972.50588332512,397.2871118067886,472.5130701914494,2.2512741038384227,75.22595838466083,18.9349103328691,50.091967309695114,59.5530782328449,0.9283419276223657,15168544.292365111,39604.55428815956,112.864194760986,49.43350336361653,74.7628045260601,83.88269986811318
1,Freeways,All,9,17732.5642,21075.377556969124,1970.2849111111111,2341.7086174410138,1.1133194180700257,371.42370632990264,18.851268881739752,23.08119336133157,17.920917581640218,0.9648197794269915,1861303.0580241978,206811.45089157752,5.374999999999999,13.59853755304647,13.300855558221354,14.405903883997158
2,Non-Freeways,All,374,134428.399622,159897.128326356,359.4342235882353,427.53242868009625,2.5391784282263656,68.09820509186096,18.94594354762213,52.479391128970725,60.5549216709755,0.8887084342421934,13307241.234340914,35580.858915350036,107.48919476098601,35.83496581057007,61.46194896783873,69.47679598411604
3,Urban,All,247,112924.62529170001,133568.4430083988,457.184717780162,540.7629271595093,2.0010904853559492,83.57820937934736,18.281059302497525,48.82291868588888,60.766690092054674,0.9063335530905438,12306309.68886317,49823.1161492436,46.16856645907733,29.48721007660469,48.81216904735633,55.970538636279485
4,Rural,All,136,39236.3385303,47404.06287492628,288.50248919338236,348.5592858450462,1.132550348285705,60.05679665166383,20.816734309494272,50.2844373675828,57.34894492972127,0.9664034941060704,2862234.6035019415,21045.842672808394,66.69562830190867,19.94629328701184,25.950635478703756,27.912161231833707
5,Interstates,All,6,12457.012,14414.447350330858,2076.168666666667,2402.40789172181,0.9437046349344143,326.2392250551429,15.713522234150993,18.799157622784872,15.150177658816197,0.9590228262569923,914014.9383781529,152335.82306302548,4.5169999999999995,11.333112274039228,10.686229668198457,11.620215535418364
6,Non-Interstate Freeway,All,3,5275.5522,6660.9302066382625,1758.5174,2220.3100688794207,0.5545755360285498,461.7926688794207,26.26034117600547,31.954626676479183,23.46239742728827,0.9935771025453942,947288.1196460447,315762.70654868154,0.8580000000000001,2.26542527900724,2.614625890022896,2.7856883485787964
7,Principal Arterial,All,16,16125.015126999999,18007.305097571712,1007.8134454374999,1125.456568598232,0.606116436601102,117.6431231607321,11.673105145929291,27.645315677866936,36.36481744126717,0.8877487663803264,1242005.1186327576,77625.31991454735,3.2569999999999997,3.863377392548352,6.080522222744559,7.223394925487402
8,Minor Arterial,All,138,66157.21416830001,73860.90694835545,479.40010266884065,535.22396339388,1.2320796518606105,55.82386072503937,11.644524148882233,45.206861726583355,43.46641503078717,0.8445415948598748,6481627.22878384,46968.31325205681,25.04,12.401243990711665,22.87863528262447,26.760846932349892
9,Major Collector,All,144,39111.623725,47547.29093378284,271.60849809027775,330.1895203734919,1.7938809273179357,58.58102228321417,21.568184609504705,58.422398129742376,58.98177588897321,0.8842171478577879,3625834.359133125,25179.405271757812,51.71700666467267,13.835045113055946,23.325372815112214,26.05619963106757
