ZONE,HHSIZE,INCOME,WORKERS,TOTHH
570,4,3,0,0.04823418132384353
570,4,3,1,0.6806634102045018
570,4,3,2,1.1196460928422345
570,4,3,3,0.29291074142189794
570,4,4,0,0.12064138319391242
570,4,4,1,2.3211600695389185
570,4,4,2,6.232434897284081
570,4,4,3,2.8203672040599983
580,1,1,0,1.0712136967990196
580,1,1,1,0.528555376695561
580,1,1,2,0.0
580,1,1,3,0.0
580,1,2,0,0.8296188242212456
580,1,2,1,0.9183387647941536
580,1,2,2,0.0
580,1,2,3,0.0
580,1,3,0,0.588299400763137
580,1,3,1,0.846267922963214
580,1,3,2,0.0
580,1,3,3,0.0
580,1,4,0,0.6338887344451094
580,1,4,1,1.2432366273270627
580,1,4,2,0.0
580,1,4,3,0.0
580,2,1,0,0.16815900442665388
580,2,1,1,0.05645873327157629
580,2,1,2,0.0208762048558695
580,2,1,3,0.0
580,2,2,0,0.2636431407312278
580,2,2,1,0.19858087523578158
580,2,2,2,0.10651613212897669
580,2,2,3,0.0
580,2,3,0,0.297893163486534
580,2,3,1,0.29158597738066355
580,2,3,2,0.2787833370535927
580,2,3,3,0.0
580,2,4,0,0.6480792119406181
580,2,4,1,0.8648991664254633
580,2,4,2,1.3498016430062987
580,2,4,3,0.0
580,3,1,0,0.08250971464059338
580,3,1,1,0.110334431477487
580,3,1,2,0.06172049451080652
580,3,1,3,0.009390664332264877
580,3,2,0,0.08816536171227038
580,3,2,1,0.26449283485217545
580,3,2,2,0.2146296879565578
580,3,2,3,0.024483860895451202
580,3,3,0,0.07840485643571744
580,3,3,1,0.30566381975642626
580,3,3,2,0.44212200339539254
580,3,3,3,0.09975187671425882
580,3,4,0,0.198751792986348
580,3,4,1,1.0564365461412284
580,3,4,2,2.494283455637262
580,3,4,3,0.9734600386417602
580,4,1,0,0.003912600848652949
580,4,1,1,0.018938603108891814
580,4,1,2,0.012048044101665097
580,4,1,3,0.0021254899309583806
580,4,2,0,0.00423115409671427
580,4,2,1,0.04594636748115543
580,4,2,2,0.04240112063451033
580,4,2,3,0.005608452259780238
580,4,3,0,0.0037158901101919687
580,4,3,1,0.052437304105297566
580,4,3,2,0.08625588180659952
580,4,3,3,0.022565411028974768
580,4,4,0,0.010395943970505962
580,4,4,1,0.20001967310600224
580,4,4,2,0.5370631724923791
580,4,4,3,0.24303749387995915
590,1,1,0,2.283654186381835
590,1,1,1,1.1267944970572097
590,1,1,2,0.0
590,1,1,3,0.0
590,1,2,0,1.7036263143923858
590,1,2,1,1.8858131464151686
590,1,2,2,0.0
590,1,2,3,0.0
590,1,3,0,1.166038499815652
590,1,3,1,1.6773448656484946
590,1,3,2,0.0
590,1,3,3,0.0
590,1,4,0,1.1833590920325048
590,1,4,1,2.3209047369853555
590,1,4,2,0.0
590,1,4,3,0.0
590,2,1,0,0.42819222536186335
590,2,1,1,0.14376387825971373
590,2,1,2,0.053158191824594477
590,2,1,3,0.0
590,2,2,0,0.6466609654795408
590,2,2,1,0.48707696376844295
590,2,2,2,0.2612615850752979
590,2,2,3,0.0
590,2,3,0,0.7052440783691666
590,2,3,1,0.6903121960786269
590,2,3,2,0.660002718101751
590,2,3,3,0.0
590,2,4,0,1.4450937983782857
590,2,4,1,1.9285611983778725
590,2,4,2,3.0098018072641874
590,2,4,3,0.0
590,3,1,0,0.22081933980430124
590,3,1,1,0.29528615415371867
590,3,1,2,0.16518150510686677
590,3,1,3,0.025132074534582546
590,3,2,0,0.22728539794403163
590,3,2,1,0.6818478147791142
590,3,2,2,0.5533033959188116
590,3,2,3,0.0631180313759713
590,3,3,0,0.19509010730992946
590,3,3,1,0.7605649714560118
590,3,3,2,1.1001056950752244
590,3,3,3,0.24820661904415273
590,3,4,0,0.4657923733132542
590,3,4,1,2.4758523115098647
590,3,4,2,5.845573481679579
590,3,4,3,2.2813895407509763
590,4,1,0,0.012184878508845545
590,4,1,1,0.05897984152626766
590,4,1,2,0.037520810153313953
590,4,1,3,0.006619340326887411
590,4,2,0,0.012692758603907317
590,4,2,1,0.1378314610705386
590,4,2,2,0.1271963101431181
590,4,2,3,0.016824424033671938
590,4,3,0,0.010759170315906494
590,4,3,1,0.1518295399071241
590,4,3,2,0.2497495070051898
590,4,3,3,0.06533699687277127
590,4,4,0,0.028351032825276894
590,4,4,1,0.5454785379776756
590,4,4,2,1.4646381007609197
590,4,4,3,0.6627934881442427
600,1,1,0,11.739320637617418
600,1,1,1,5.792383966249829
600,1,1,2,0.0
600,1,1,3,0.0
600,1,2,0,8.438111601200182
600,1,2,1,9.340488377075268
600,1,2,2,0.0
600,1,2,3,0.0
600,1,3,0,5.588853175312733
600,1,3,1,8.039558024847526
600,1,3,2,0.0
600,1,3,3,0.0
600,1,4,0,5.383660390061228
600,1,4,1,10.558893733729233
600,1,4,2,0.0
600,1,4,3,0.0
600,2,1,0,2.5973777281559656
600,2,1,1,0.8720594942832969
600,2,1,2,0.3224530837699359
600,2,1,3,0.0
600,2,2,0,3.779473294717368
600,2,2,1,2.8467689798930533
600,2,2,2,1.526968900922254
600,2,2,3,0.0
600,2,3,0,3.988714646916548
600,2,3,1,3.904263008930397
600,2,3,2,3.732838870175027
600,2,3,3,0.0
600,2,4,0,7.757840578584783
600,2,4,1,10.35328664468011
600,2,4,2,16.157818004682667
600,2,4,3,0.0
600,3,1,0,1.4104403454370023
600,3,1,1,1.8860825579699627
600,3,1,2,1.055064557883417
600,3,1,3,0.16052621079077528
600,3,2,0,1.3987736756931306
600,3,2,1,4.196269460199853
600,3,2,2,3.4051735478115917
600,3,2,3,0.38844484313076
600,3,3,0,1.16184996149102
600,3,3,1,4.529508927860488
600,3,3,2,6.551627743115949
600,3,3,3,1.478182849733804
600,3,4,0,2.6330461272506476
600,3,4,1,13.995577673577408
600,3,4,2,33.044046015636056
600,3,4,3,12.896312260966686
600,4,1,0,0.08695909799016713
600,4,1,1,0.4209179283161493
600,4,1,2,0.2677725349845624
600,4,1,3,0.04723985255152155
600,4,2,0,0.08727867479407878
600,4,2,1,0.9477645989001203
600,4,2,2,0.874634564039571
600,4,2,3,0.11568906962277707
600,4,3,0,0.07159287290834637
600,4,3,1,1.0102928604293235
600,4,3,2,1.6618646409482223
600,4,3,3,0.43476059733061584
600,4,4,0,0.1790651976966247
600,4,4,1,3.445243876799904
600,4,4,2,9.250658086534862
600,4,4,3,4.186205409799746
610,1,1,0,29.39804447810124
610,1,1,1,14.50550391548156
610,1,1,2,0.0
610,1,1,3,0.0
610,1,2,0,21.131033713175036
610,1,2,1,23.390799283268997
610,1,2,2,0.0
610,1,2,3,0.0
610,1,3,0,13.995814519533154
610,1,3,1,20.132960985952913
610,1,3,2,0.0
610,1,3,3,0.0
610,1,4,0,13.481963095449942
610,1,4,1,26.44197540946601
610,1,4,2,0.0
610,1,4,3,0.0
610,2,1,0,6.504450158221083
610,2,1,1,2.1838439030569003
610,2,1,2,0.8074990360509836
610,2,1,3,0.0
610,2,2,0,9.46469795414391
610,2,2,1,7.128985030155904
610,2,2,2,3.82389245951293
610,2,2,3,0.0
610,2,3,0,9.988687950541017
610,2,3,1,9.77720100965197
610,2,3,2,9.347914289294241
610,2,3,3,0.0
610,2,4,0,19.427473652303416
610,2,4,1,25.927086470364173
610,2,4,2,40.46301034223498
610,2,4,3,0.0
610,3,1,0,3.5320773057341874
610,3,1,1,4.723198270170542
610,3,1,2,2.6421320072419467
610,3,1,3,0.4019957227853736
610,3,2,0,3.5028611963332192
610,3,2,1,10.508454453297086
610,3,2,2,8.527362571002753
610,3,2,3,0.9727580605520298
610,3,3,0,2.9095479967847164
610,3,3,1,11.342965154091308
610,3,3,2,16.406830492294606
610,3,3,3,3.7017206109859253
610,3,4,0,6.593772293242089
610,3,4,1,35.04824747917055
610,3,4,2,82.75013218322421
610,3,4,3,32.29542604335302
610,4,1,0,0.21776621572961355
610,4,1,1,1.0540783713340862
610,4,1,2,0.670565966846934
610,4,1,3,0.11829980024554765
610,4,2,0,0.21856651187839213
610,4,2,1,2.3734274489405545
610,4,2,2,2.190292488760111
610,4,2,3,0.28971288197907297
610,4,3,0,0.17928554190183354
610,4,3,1,2.5300130530242813
610,4,3,2,4.161703401696609
610,4,3,3,1.0887436992474322
610,4,4,0,0.4484217450792595
610,4,4,1,8.627708183003152
610,4,4,2,23.16584292009367
610,4,4,3,10.48325168301547
620,1,1,0,8.389525761946885
620,1,1,1,4.139537202197401
620,1,1,2,0.0
620,1,1,3,0.0
620,1,2,0,5.816060120145918
620,1,2,1,6.4380331192665325
620,1,2,2,0.0
620,1,2,3,0.0
620,1,3,0,3.7384909129163635
620,1,3,1,5.377814316632945
620,1,3,2,0.0
620,1,3,3,0.0
620,1,4,0,3.4419349749489867
620,1,4,1,6.750616310416827
620,1,4,2,0.0
620,1,4,3,0.0
620,2,1,0,2.165473178522762
620,2,1,1,0.7270492175534696
620,2,1,2,0.2688340231251189
620,2,1,3,0.0
620,2,2,0,3.039052149831033
620,2,2,1,2.2890701200372536
620,2,2,2,1.2278266729808787
620,2,2,3,0.0
620,2,3,0,3.112646823918465
620,2,3,1,3.0467438586723765
620,2,3,2,2.912970739190805
620,2,3,3,0.0
620,2,4,0,5.78614223732379
620,2,4,1,7.721941246804032
620,2,4,2,12.05121867004649
620,2,4,3,0.0
620,3,1,0,1.2402830618565837
620,3,1,1,1.6585432042420025
620,3,1,2,0.9277802528419344
620,3,1,3,0.14116012837546194
620,3,2,0,1.186322358784908
620,3,2,1,3.5589233416582307
620,3,2,2,2.88798222722491
620,3,2,3,0.3294462932556745
620,3,3,0,0.956302563411898
620,3,3,1,3.728175876643553
620,3,3,2,5.392553783125218
620,3,3,3,1.2166717693718896
620,3,4,0,2.0713577603090085
620,3,4,1,11.010004011757456
620,3,4,2,25.995002684577024
620,3,4,3,10.145236805636365
620,4,1,0,0.08323020675338622
620,4,1,1,0.40286855555840123
620,4,1,2,0.25629018659052255
620,4,1,3,0.045214161436071966
620,4,2,0,0.08056812663519147
620,4,2,1,0.874894335926796
620,4,2,2,0.8073870104159321
620,4,2,3,0.10679414683674524
620,4,3,0,0.06413792703063739
620,4,3,1,0.9050913467985113
620,4,3,2,1.4888151396353206
620,4,3,3,0.389489097652017
620,4,4,0,0.1533231353841931
620,4,4,1,2.9499623609111336
620,4,4,2,7.9208015875739335
620,4,4,3,3.5844047143107494
630,1,1,0,10.199338231348856
630,1,1,1,5.032529995672255
630,1,1,2,0.0
630,1,1,3,0.0
630,1,2,0,8.637870725590572
630,1,2,1,9.561609863465394
630,1,2,2,0.0
630,1,2,3,0.0
630,1,3,0,4.003046146339316
630,1,3,1,5.758376675879732
630,1,3,2,0.0
630,1,3,3,0.0
630,1,4,0,2.9268526359512284
630,1,4,1,5.740392914520903
630,1,4,2,0.0
630,1,4,3,0.0
630,2,1,0,3.1446504133800035
630,2,1,1,1.0558041749040736
630,2,1,2,0.390394593817006
630,2,1,3,0.0
630,2,2,0,6.252602600824375
630,2,2,1,4.709575578296693
630,2,2,2,2.5261535078523143
630,2,2,3,0.0
630,2,3,0,5.7918399669383565
630,2,3,1,5.669211397221112
630,2,3,2,5.420293822004528
630,2,3,3,0.0
630,2,4,0,8.938619332893733
630,2,4,1,11.929104139699968
630,2,4,2,18.617111673153538
630,2,4,3,0.0
630,3,1,0,0.7771036797754554
630,3,1,1,1.039166031303964
630,3,1,2,0.5813039544595814
630,3,1,3,0.08844437094379308
630,3,2,0,0.7490438550272479
630,3,2,1,2.247103950997412
630,3,2,2,1.8234717778955205
630,3,2,3,0.2080123667039554
630,3,3,0,0.5902922726712789
630,3,3,1,2.3012731486261537
630,3,3,2,3.328635674452365
630,3,3,3,0.7510091171094976
630,3,4,0,0.8481966027048806
630,3,4,1,4.50846694737399
630,3,4,2,10.644647383884664
630,3,4,3,4.15435496323607
630,4,1,0,0.1488194174853016
630,4,1,1,0.7203474087117643
630,4,1,2,0.45825857898699823
630,4,1,3,0.08084498921094967
630,4,2,0,0.21017307544695024
630,4,2,1,2.2822825967575007
630,4,2,2,2.106180423226022
630,4,2,3,0.27858726791604516
630,4,3,0,0.1520727048745213
630,4,3,1,2.145995289190206
630,4,3,2,3.5300196907569332
630,4,3,3,0.9234888519360082
630,4,4,0,0.29405213145863696
630,4,4,1,5.6576114085787275
630,4,4,2,15.190979390362722
630,4,4,3,6.874382288180922
640,1,1,0,1.0562283690418182
640,1,1,1,0.5211613566402888
640,1,1,2,0.0
640,1,1,3,0.0
640,1,2,0,0.5268272061995812
640,1,2,1,0.5831664273715362
640,1,2,2,0.0
640,1,2,3,0.0
640,1,3,0,0.27432006428254857
640,1,3,1,0.39460905573996324
640,1,3,2,0.0
640,1,3,3,0.0
640,1,4,0,0.18315411865746622
640,1,4,1,0.3592174720695981
640,1,4,2,0.0
640,1,4,3,0.0
640,2,1,0,0.9326976022822602
640,2,1,1,0.3131496010566665
640,2,1,2,0.1157903276140977
640,2,1,3,0.0
640,2,2,0,0.9417705279797103
640,2,2,1,0.7093589281282723
640,2,2,2,0.3804906652046309
640,2,2,3,0.0
640,2,3,0,0.7813735864393441
640,2,3,1,0.7648298411240637
640,2,3,2,0.7312485233416283
640,2,3,3,0.0
640,2,4,0,1.0533453168641087
640,2,4,1,1.4057502072715906
640,2,4,2,2.1938787931473427
640,2,4,3,0.0
640,3,1,0,2.2931975480038997
640,3,1,1,3.066531605723147
640,3,1,2,1.7154014807867937
640,3,1,3,0.26099530842738866
640,3,2,0,1.5781281371575353
640,3,2,1,4.734326232551341
640,3,2,2,3.841793909256376
640,3,2,3,0.43825226863426014
640,3,3,0,1.0305209008785483
640,3,3,1,4.017518419405907
640,3,3,2,5.811068165283854
640,3,3,3,1.3110972780134427
640,3,4,0,1.618711244875334
640,3,4,1,8.604026615516005
640,3,4,2,20.3144063099037
640,3,4,3,7.9282339409860345
640,4,1,0,0.22725101446270493
640,4,1,1,1.099988712235735
640,4,1,2,0.6997724404566928
640,4,1,3,0.12345234326850725
640,4,2,0,0.15827306553968384
640,4,2,1,1.718697136864499
640,4,2,2,1.5860815256890148
640,4,2,3,0.2097930994235613
640,4,3,0,0.10206588483244815
640,4,3,1,1.4403170392621933
640,4,3,2,2.3692258483227397
640,4,3,3,0.6198134430733231
640,4,4,0,0.17694005619098355
640,4,4,1,3.4043558044451188
640,4,4,2,9.140871496471188
640,4,4,3,4.13652362360153
650,1,1,0,0.5091180761441645
650,1,1,1,0.2512076696956069
650,1,1,2,0.0
650,1,1,3,0.0
650,1,2,0,0.2892434761545094
650,1,2,1,0.32017534904157624
650,1,2,2,0.0
650,1,2,3,0.0
650,1,3,0,0.162102121816903
650,1,3,1,0.23318369143325537
650,1,3,2,0.0
650,1,3,3,0.0
650,1,4,0,0.12301251072275758
650,1,4,1,0.24126262329597897
650,1,4,2,0.0
650,1,4,3,0.0
650,2,1,0,0.29900614684425186
650,2,1,1,0.10039015364535307
650,2,1,2,0.037120305248996815
650,2,1,3,0.0
650,2,2,0,0.3438895987427372
650,2,2,1,0.2590239871722395
650,2,2,2,0.13893701097577418
650,2,2,3,0.0
650,2,3,0,0.30709194079913454
650,2,3,1,0.30058999224964844
650,2,3,2,0.28739201341932474
650,2,3,3,0.0
650,2,4,0,0.47052416145348097
650,2,4,1,0.6279416891116764
650,2,4,2,0.9799948439979641
650,2,4,3,0.0
650,3,1,0,0.26302036080557717
650,3,1,1,0.3517186079590368
650,3,1,2,0.19674951981162528
650,3,1,3,0.029935092269258747
650,3,2,0,0.2061697063826591
650,3,2,1,0.6185015185413901
650,3,2,2,0.5018993728105668
650,3,2,3,0.057254122411506125
650,3,3,0,0.14490225419611533
650,3,3,1,0.5649060341716825
650,3,3,2,0.8170983002082288
650,3,3,3,0.1843542919824087
650,3,4,0,0.2586956872757992
650,3,4,1,1.3750596875674421
650,3,4,2,3.2465637825016205
650,3,4,3,1.2670573178137523
650,4,1,0,0.023347617452390623
650,4,1,1,0.1130121056486748
650,4,1,2,0.0718941531774326
650,4,1,3,0.012683411297630736
650,4,2,0,0.01852159746018601
650,4,2,1,0.20112718747459257
650,4,2,2,0.185608103676263
650,4,2,3,0.024550629155999513
650,4,3,0,0.012855464691799368
650,4,3,1,0.18141169180699307
650,4,3,2,0.2984101817175305
650,4,3,3,0.07806712150697555
650,4,4,0,0.0253299774743555
650,4,4,1,0.48735293577735644
650,4,4,2,1.3085678510900804
650,4,4,3,0.5921669319177337
661,1,1,0,0.576564747619999
661,1,1,1,0.28448702465092346
661,1,1,2,0.0
661,1,1,3,0.0
661,1,2,0,0.2837814180579477
661,1,2,1,0.3141291751371462
661,1,2,2,0.0
661,1,2,3,0.0
661,1,3,0,0.14664251831911604
661,1,3,1,0.21094507190562048
661,1,3,2,0.0
661,1,3,3,0.0
661,1,4,0,0.09600683278400451
661,1,4,1,0.18829678538966804
661,1,4,2,0.0
661,1,4,3,0.0
661,2,1,0,0.4453105438936802
661,2,1,1,0.14951128728690788
661,2,1,2,0.0552833561931437
661,2,1,3,0.0
661,2,2,0,0.4437033586637098
661,2,2,1,0.3342055517322204
661,2,2,2,0.17926339917819242
661,2,2,3,0.0
661,2,3,0,0.36533638184043327
661,2,3,1,0.35760124443565316
661,2,3,2,0.3419000774791718
661,2,3,3,0.0
661,2,4,0,0.48293433461083296
661,2,4,1,0.6445037824811716
661,2,4,2,1.0058424129511885
661,2,4,3,0.0
661,3,1,0,1.6244404038595897
661,3,1,1,2.1722497673107726
661,3,1,2,1.21514497373163
661,3,1,3,0.18488216359566959
661,3,2,0,1.1031385970127598
661,3,2,1,3.3093751229758652
661,3,2,2,2.685479742286723
661,3,2,3,0.30634584187164554
661,3,3,0,0.7148767913522237
661,3,3,1,2.78696984642899
661,3,3,2,4.031163036854084
661,3,3,3,0.9095138336911288
661,3,4,0,1.1011003334625329
661,3,4,1,5.852740323796799
661,3,4,2,13.818523614229322
661,3,4,3,5.393044042800248
661,4,1,0,0.16255161719888872
661,4,1,1,0.7868169235556313
661,4,1,2,0.5005440443748439
661,4,1,3,0.08830489972832017
661,4,2,0,0.11171666972189126
661,4,2,1,1.2131383172262458
661,4,2,2,1.119531901105218
661,4,2,3,0.1480819640304334
661,4,3,0,0.07149540785581399
661,4,3,1,1.0089174686799116
661,4,3,2,1.6596022128886707
661,4,3,3,0.43416872326918393
661,4,4,0,0.1215365267768615
661,4,4,1,2.3383827794104204
661,4,4,2,6.278678764494097
661,4,4,3,2.841293966812846
662,1,1,0,14.565463629651546
662,1,1,1,7.186851828464233
662,1,1,2,0.0
662,1,1,3,0.0
662,1,2,0,9.437250259125959
662,1,2,1,10.44647552947497
662,1,2,2,0.0
662,1,2,3,0.0
662,1,3,0,5.762584572206511
662,1,3,1,8.28947041335596
662,1,3,2,0.0
662,1,3,3,0.0
662,1,4,0,4.9287331183916585
662,1,4,1,9.666651584316886
662,1,4,2,0.0
662,1,4,3,0.0
662,2,1,0,4.965935760240325
662,2,1,1,1.6672936634414988
662,2,1,2,0.6164992031519958
662,2,1,3,0.0
662,2,2,0,6.513525601696177
662,2,2,1,4.906107594030383
662,2,2,2,2.6315706590790295
662,2,2,3,0.0
662,2,3,0,6.337416004338726
662,2,3,1,6.20323614703061
662,2,3,2,5.9308711932432825
662,2,3,3,0.0
662,2,4,0,10.944177642375571
662,2,4,1,14.605637622226546
662,2,4,2,22.794233622764175
662,2,4,3,0.0
662,3,1,0,3.180847810818071
662,3,1,1,4.253523798400778
662,3,1,2,2.3793986041822994
662,3,1,3,0.36202129911035236
662,3,2,0,2.843508149022808
662,3,2,1,8.530419618928793
662,3,2,2,6.922234025630454
662,3,2,3,0.7896531769808075
662,3,3,0,2.1774664865871323
662,3,3,1,8.488922165523224
662,3,3,2,12.278650700234781
662,3,3,3,2.770317788893001
662,3,4,0,4.381501186918956
662,3,4,1,23.289238860553567
662,3,4,2,54.98670355209151
662,3,4,3,21.46001427529269
662,4,1,0,0.2407858009212622
662,4,1,1,1.1655026654391318
662,4,1,2,0.7414500126055257
662,4,1,3,0.13080501057297808
662,4,2,0,0.21784261861106133
662,4,2,1,2.3655666465878955
662,4,2,2,2.1830382302166944
662,4,2,3,0.2887533516149688
662,4,3,0,0.16473993889469618
662,4,3,1,2.3247507374923537
662,4,3,2,3.8240605283650977
662,4,3,3,1.0004129088346367
662,4,4,0,0.3658502292331878
662,4,4,1,7.039018627321126
662,4,4,2,18.90012925487874
662,4,4,3,8.55288592363538
670,1,1,0,10.91597636418862
670,1,1,1,5.38613165273601
670,1,1,2,0.0
670,1,1,3,0.0
670,1,2,0,6.665553055940075
670,1,2,1,7.378371345187162
670,1,2,2,0.0
670,1,2,3,0.0
670,1,3,0,3.907802318032066
670,1,3,1,5.621368552716448
670,1,3,2,0.0
670,1,3,3,0.0
670,1,4,0,3.1589413297834423
670,1,4,1,6.195585047274748
670,1,4,2,0.0
670,1,4,3,0.0
670,2,1,0,4.740225088497222
670,2,1,1,1.5915121811715411
670,2,1,2,0.5884782105353312
670,2,1,3,0.0
670,2,2,0,5.8595792988304645
670,2,2,1,4.413543179799465
670,2,2,2,2.3673656787859483
670,2,2,3,0.0
670,2,3,0,5.473776794018452
670,2,3,1,5.357882462850191
670,2,3,2,5.122634380268219
670,2,3,3,0.0
670,2,4,0,8.934062471401484
670,2,4,1,11.923022744658208
670,2,4,2,18.6076207667707
670,2,4,3,0.0
670,3,1,0,3.4216340528644436
670,3,1,1,4.57551028495586
670,3,1,2,2.5595161333149146
670,3,1,3,0.3894258633454167
670,3,2,0,2.88268766835726
670,3,2,1,8.647956732548694
670,3,2,2,7.017612617015183
670,3,2,3,0.8005334805683543
670,3,3,0,2.119430348733375
670,3,3,1,8.262666441238666
670,3,3,2,11.951387126220437
670,3,3,3,2.6964803516303464
670,3,4,0,4.030710311642056
670,3,4,1,21.424660457878016
670,3,4,2,50.58436904509269
670,3,4,3,19.741886886999474
670,4,1,0,0.280737322242838
670,4,1,1,1.3588845193960075
670,4,1,2,0.8644724494525339
670,4,1,3,0.15250836329926343
670,4,2,0,0.23936716331748992
670,4,2,1,2.5993030263888866
670,4,2,2,2.398739383102836
670,4,2,3,0.31728442815818797
670,4,3,0,0.17379816272118073
670,4,3,1,2.4525771326110952
670,4,3,2,4.0343264567390165
670,4,3,3,1.0554206022205204
670,4,4,0,0.3647880436486597
670,4,4,1,7.018582001845077
670,4,4,2,18.845255857963483
670,4,4,3,8.52805403504195
680,1,1,0,1.0106253522021613
680,1,1,1,0.4986600389142692
680,1,1,2,0.0
680,1,1,3,0.0
680,1,2,0,0.6011217759157303
680,1,2,1,0.66540610346385
680,1,2,2,0.0
680,1,2,3,0.0
680,1,3,0,0.3465078460598526
680,1,3,1,0.49845108595239446
680,1,3,2,0.0
680,1,3,3,0.0
680,1,4,0,0.27361971418362696
680,1,4,1,0.5366463105384374
680,1,4,2,0.0
680,1,4,3,0.0
680,2,1,0,0.48915954703014547
680,2,1,1,0.16423341995382681
680,2,1,2,0.06072701813276814
680,2,1,3,0.0
680,2,2,0,0.589001871646492
680,2,2,1,0.44364707104712375
680,2,2,2,0.23796637003528592
680,2,2,3,0.0
680,2,3,0,0.5409928663628232
680,2,3,1,0.5295386166238799
680,2,3,2,0.5062882103154874
680,2,3,3,0.0
680,2,4,0,0.8625390727266581
680,2,4,1,1.151108246130619
680,2,4,2,1.796472770723975
680,2,4,3,0.0
680,3,1,0,0.37610206043620914
680,3,1,1,0.5029348022411505
680,3,1,2,0.2813390551375822
680,3,1,3,0.04280524080848086
680,3,2,0,0.3086515147361955
680,3,2,1,0.9259431655304226
680,3,2,2,0.7513810073319169
680,3,2,3,0.08571371574058406
680,3,3,0,0.22312292097878078
680,3,3,1,0.8698517847233314
680,3,3,2,1.2581816651555193
680,3,3,3,0.2838718303610269
680,3,4,0,0.41450708924053264
680,3,4,1,2.2032527663204577
680,3,4,2,5.201956467421835
680,3,4,3,2.030200991128109
680,4,1,0,0.03181870821624972
680,4,1,1,0.15401568155173698
680,4,1,2,0.09797912301209388
680,4,1,3,0.01728526536332619
680,4,2,0,0.0264268642118598
680,4,2,1,0.2869709745139309
680,4,2,2,0.2648281371527085
680,4,2,3,0.035029167673899415
680,4,3,0,0.018866027221295236
680,4,3,1,0.26623058737621613
680,4,3,2,0.43793163035062466
680,4,3,3,0.1145673435187674
680,4,4,0,0.03868131317227679
680,4,4,1,0.7442348321595609
680,4,4,2,1.9983090354673352
680,4,4,3,0.9042958907865744
690,1,1,0,3.7502740883102015
690,1,1,1,1.8504501383632923
690,1,1,2,0.0
690,1,1,3,0.0
690,1,2,0,2.2900059578689835
690,1,2,1,2.534900584849578
690,1,2,2,0.0
690,1,2,3,0.0
690,1,3,0,1.3425578515938383
690,1,3,1,1.9312677236326445
690,1,3,2,0.0
690,1,3,3,0.0
690,1,4,0,1.0852804568581147
690,1,4,1,2.128544556118931
690,1,4,2,0.0
690,1,4,3,0.0
690,2,1,0,1.6285435886861623
690,2,1,1,0.5467771910773395
690,2,1,2,0.2021765631287028
690,2,1,3,0.0
690,2,2,0,2.0131069983712027
690,2,2,1,1.516309313305338
690,2,2,2,0.8133280859632708
690,2,2,3,0.0
690,2,3,0,1.8805613525462161
690,2,3,1,1.840744895212335
690,2,3,2,1.7599234680676086
690,2,3,3,0.0
690,2,4,0,3.0693711558189136
690,2,4,1,4.096253212888708
690,2,4,2,6.392802226620607
690,2,4,3,0.0
690,3,1,0,1.1755307175485206
690,3,1,1,1.5719544537271666
690,3,1,2,0.8793429660468419
690,3,1,3,0.13379048065854807
690,3,2,0,0.9903712234847027
690,3,2,1,2.971077159648631
690,3,2,2,2.4109589359070562
690,3,2,3,0.2750299074345266
690,3,3,0,0.7281478498715888
690,3,3,1,2.8387074890145105
690,3,3,2,4.1059980310941375
690,3,3,3,0.9263981576153335
690,3,4,0,1.384783910748191
690,3,4,1,7.360619543810852
690,3,4,2,17.378678935737366
690,3,4,3,6.782488746453806
690,4,1,0,0.09644963218158856
690,4,1,1,0.4668560312035366
690,4,1,2,0.29699666975056394
690,4,1,3,0.05239551131753838
690,4,2,0,0.08223657144649961
690,4,2,1,0.8930120826857525
690,4,2,2,0.8241067819249007
690,4,2,3,0.10900569310956151
690,4,3,0,0.05970979823549768
690,4,3,1,0.8426031866639346
690,4,3,2,1.3860262673459196
690,4,3,3,0.36259848910643644
690,4,4,0,0.12532595364616528
690,4,4,1,2.4112919760940144
690,4,4,2,6.474443730343283
690,4,4,3,2.9298835948610384
700,1,1,0,3.181036057048832
700,1,1,1,1.5695782423617215
700,1,1,2,0.0
700,1,1,3,0.0
700,1,2,0,1.9424157678352985
700,1,2,1,2.15013888893491
700,1,2,2,0.0
700,1,2,3,0.0
700,1,3,0,1.1387767491197733
700,1,3,1,1.638128872724118
700,1,3,2,0.0
700,1,3,3,0.0
700,1,4,0,0.9205503875135799
700,1,4,1,1.8054619002794512
700,1,4,2,0.0
700,1,4,3,0.0
700,2,1,0,1.3813539368320118
700,2,1,1,0.4637842245745287
700,2,1,2,0.17148904908238174
700,2,1,3,0.0
700,2,2,0,1.7075461146898583
700,2,2,1,1.2861552211072054
700,2,2,2,0.6898765014867023
700,2,2,3,0.0
700,2,3,0,1.5951190043918797
700,2,3,1,1.5613461164747484
700,2,3,2,1.492792227378775
700,2,3,3,0.0
700,2,4,0,2.603484462524972
700,2,4,1,3.4745004930752446
700,2,4,2,5.422466174365694
700,2,4,3,0.0
700,3,1,0,0.99710194792062
700,3,1,1,1.3333542241435787
700,3,1,2,0.7458712658433033
700,3,1,3,0.1134829969871613
700,3,2,0,0.8400470199200603
700,3,2,1,2.5201100907733918
700,3,2,2,2.0450098117068776
700,3,2,3,0.23328429648464305
700,3,3,0,0.6176254083732227
700,3,3,1,2.4078322451462366
700,3,3,2,3.482766187088777
700,3,3,3,0.7857841515487204
