ZONE,HHSIZE,INCOME,WORKERS,TOTHH
20,3,3,1,0.029996708102911985
20,3,3,2,0.04338820568392582
20,3,3,3,0.009789277418896668
20,3,4,0,0.013293929051802322
20,3,4,1,0.07066196627014708
20,3,4,2,0.16683536181534583
20,3,4,3,0.0651119091507125
20,4,1,0,0.001363558055264696
20,4,1,1,0.006600183822349584
20,4,1,2,0.004198794668938883
20,4,1,3,0.0007407422910875563
20,4,2,0,0.001041595986532702
20,4,2,1,0.01131075608928832
20,4,2,2,0.010438011962667913
20,4,2,3,0.001380649636226627
20,4,3,0,0.0007071993072185053
20,4,3,1,0.009979742144139114
20,4,3,2,0.01641601286589099
20,4,3,3,0.004294594988969507
20,4,4,0,0.0013485145448603054
20,4,4,1,0.025945641800964828
20,4,4,2,0.06966539081679413
20,4,4,3,0.03152571775813174
30,1,1,0,0.04974288405770092
30,1,1,1,0.024543999856990798
30,1,1,2,0.0
30,1,1,3,0.0
30,1,2,0,0.035754710174577056
30,1,2,1,0.03957834058082741
30,1,2,2,0.0
30,1,2,3,0.0
30,1,3,0,0.023681581251325138
30,1,3,1,0.03406592383409969
30,1,3,2,0.0
30,1,3,3,0.0
30,1,4,0,0.022812120296869617
30,1,4,1,0.0447410751429205
30,1,4,2,0.0
30,1,4,3,0.0
30,2,1,0,0.01100583783116935
30,2,1,1,0.003695167348658039
30,2,1,2,0.001366326626143797
30,2,1,3,0.0
30,2,2,0,0.01601471735049732
30,2,2,1,0.012062580423275649
30,2,2,2,0.006470207207297686
30,2,2,3,0.0
30,2,3,0,0.01690133324964639
30,2,3,1,0.01654348732597626
30,2,3,2,0.015817113856673844
30,2,3,3,0.0
30,2,4,0,0.03287220584146095
30,2,4,1,0.04386985866389878
30,2,4,2,0.0684653305283164
30,2,4,3,0.0
30,3,1,0,0.0059764421416822104
30,3,1,1,0.007991875245635431
30,3,1,2,0.004470612533404307
30,3,1,3,0.0006801958084354881
30,3,2,0,0.005927007100394619
30,3,2,1,0.017780802797456998
30,3,2,2,0.014428701473777925
30,3,2,3,0.0016459527251303384
30,3,3,0,0.004923093057165339
30,3,3,1,0.01919283444008681
30,3,3,2,0.027761134504728596
30,3,3,3,0.006263486651414424
30,3,4,0,0.011156975115468846
30,3,4,1,0.05930329522702292
30,3,4,2,0.14001714413405109
30,3,4,3,0.054645390936299526
30,4,1,0,0.00036847075419562357
30,4,1,1,0.0017835505437124976
30,4,1,2,0.001134629385527807
30,4,1,3,0.00020016886674373543
30,4,2,0,0.000369824893195249
30,4,2,1,0.004015951690254746
30,4,2,2,0.0037060786611846216
30,4,2,3,0.0004902079221304112
30,4,3,0,0.0003033596309675694
30,4,3,1,0.00428090195097171
30,4,3,2,0.007041799326051789
30,4,3,3,0.00184220592089244
30,4,4,0,0.0007587508376975626
30,4,4,1,0.014598491003389428
30,4,4,2,0.039197703756503666
30,4,4,3,0.017738158516100624
40,1,1,0,15.438597689194689
40,1,1,1,7.617671284121489
40,1,1,2,0.0
40,1,1,3,0.0
40,1,2,0,10.00297098310626
40,1,2,1,11.072694771023878
40,1,2,2,0.0
40,1,2,3,0.0
40,1,3,0,6.108025609232512
40,1,3,1,8.786386895900456
40,1,3,2,0.0
40,1,3,3,0.0
40,1,4,0,5.224188509684889
40,1,4,1,10.246123886374024
40,1,4,2,0.0
40,1,4,3,0.0
40,2,1,0,5.263621282652552
40,2,1,1,1.7672404225578833
40,2,1,2,0.6534555586542954
40,2,1,3,0.0
40,2,2,0,6.903982177274694
40,2,2,1,5.200206686860541
40,2,2,2,2.7893214887785898
40,2,2,3,0.0
40,2,3,0,6.717315601329056
40,2,3,1,6.5750922648362575
40,2,3,2,6.286400256598463
40,2,3,3,0.0
40,2,4,0,11.600231887967563
40,2,4,1,15.481179932005789
40,2,4,2,24.16064544756202
40,2,4,3,0.0
40,3,1,0,3.371525336262207
40,3,1,1,4.508503426642788
40,3,1,2,2.5220328529343723
40,3,1,3,0.3837228483758232
40,3,2,0,3.0139636783920225
40,3,2,1,9.041779923060764
40,3,2,2,7.337190833706393
40,3,2,3,0.8369893347289759
40,3,3,0,2.3079958127585676
40,3,3,1,8.99779488389246
40,3,3,2,13.014700605970923
40,3,3,3,2.9363858852299103
40,3,4,0,4.64415248422745
40,3,4,1,24.68532402385651
40,3,4,2,58.28290921461471
40,3,4,3,22.746445648743478
40,4,1,0,0.25521982713452596
40,4,1,1,1.2353693102338485
40,4,1,2,0.78589660736662
40,4,1,3,0.13864618286890595
40,4,2,0,0.23090130419537555
40,4,2,1,2.507371731669458
40,4,2,2,2.313901557368648
40,4,2,3,0.3060628168343946
40,4,3,0,0.17461535757503213
40,4,3,1,2.464109092328407
40,4,3,2,4.053295764397881
40,4,3,3,1.0603831649500643
40,4,4,0,0.3877813056449865
40,4,4,1,7.460976147215036
40,4,4,2,20.033107030375557
40,4,4,3,9.065592981727963
50,1,1,0,21.22923989382095
50,1,1,1,10.474874362201332
50,1,1,2,0.0
50,1,1,3,0.0
50,1,2,0,7.150000968667758
50,1,2,1,7.914626411722155
50,1,2,2,0.0
50,1,2,3,0.0
50,1,3,0,1.5759206750191865
50,1,3,1,2.2669598416610186
50,1,3,2,0.0
50,1,3,3,0.0
50,1,4,0,0.5639922796727311
50,1,4,1,1.1061497412990309
50,1,4,2,0.0
50,1,4,3,0.0
50,2,1,0,2.6880286036685592
50,2,1,1,0.9024951740070832
50,2,1,2,0.3337069934491543
50,2,1,3,0.0
50,2,2,0,2.1254910970419703
50,2,2,1,1.6009590888114527
50,2,2,2,0.8587330961979768
50,2,2,3,0.0
50,2,3,0,0.9363956182682798
50,2,3,1,0.9165696465540727
50,2,3,2,0.8763259022390885
50,2,3,3,0.0
50,2,4,0,0.7073621337227256
50,2,4,1,0.9440156520153588
50,2,4,2,1.4732744897653993
50,2,4,3,0.0
50,3,1,0,0.20650484720971823
50,3,1,1,0.2761443911602131
50,3,1,2,0.15447370463200882
50,3,1,3,0.02350290158654902
50,3,2,0,0.07915812164272654
50,3,2,1,0.237471446702455
50,3,2,2,0.19270246973921398
50,3,2,3,0.021982515598027517
50,3,3,0,0.029668780041588676
50,3,3,1,0.11566468006303206
50,3,3,2,0.16730112223391375
50,3,3,3,0.03774659662054817
50,3,4,0,0.020866887046022468
50,3,4,1,0.11091493439323752
50,3,4,2,0.26187402059371834
50,3,4,3,0.10220325746469898
50,4,1,0,0.0065290555234533785
50,4,1,1,0.03160332372702232
50,4,1,2,0.02010487446371349
50,4,1,3,0.003546858550252105
50,4,2,0,0.0036669483334715786
50,4,2,1,0.03981962174219373
50,4,2,2,0.03674711794798164
50,4,2,3,0.004860589852618848
50,4,3,0,0.0012618953452627059
50,4,3,1,0.017807413030624178
50,4,3,2,0.029292011476532844
50,4,3,3,0.007663086446851872
50,4,4,0,0.0011943316607236126
50,4,4,1,0.022979137732545823
50,4,4,2,0.06170017388859563
50,4,4,3,0.027921213745213114
60,1,1,0,5.873810946017517
60,1,1,1,2.8982399744215437
60,1,1,2,0.0
60,1,1,3,0.0
60,1,2,0,3.8057575976856732
60,1,2,1,4.212747624965384
60,1,2,2,0.0
60,1,2,3,0.0
60,1,3,0,2.3238760672658403
60,1,3,1,3.342892700753901
60,1,3,2,0.0
60,1,3,3,0.0
60,1,4,0,1.9876089959726566
60,1,4,1,3.8982682138389593
60,1,4,2,0.0
60,1,4,3,0.0
60,2,1,0,2.0026116962277056
60,2,1,1,0.6723691067829477
60,2,1,2,0.24861548247001466
60,2,1,3,0.0
60,2,2,0,2.6267078720736627
60,2,2,1,1.9784848063119802
60,2,2,2,1.061232854342497
60,2,2,3,0.0
60,2,3,0,2.5556881979349617
60,2,3,1,2.50157751978346
60,2,3,2,2.3917409716621396
60,2,3,3,0.0
60,2,4,0,4.4134558339825185
60,2,4,1,5.890011902151304
60,2,4,2,9.19222500318555
60,2,4,3,0.0
60,3,1,0,1.2827397166241818
60,3,1,1,1.7153174990826032
60,3,1,2,0.9595394916048513
60,3,1,3,0.14599224051316667
60,3,2,0,1.1467008339383533
60,3,2,1,3.440060227796898
60,3,2,2,2.791527617965415
60,3,2,3,0.31844324303313226
60,3,3,0,0.8781063760623857
60,3,3,1,3.4233255599385206
60,3,3,2,4.951608456770429
60,3,3,3,1.1171853753573955
60,3,4,0,1.7669269091662276
60,3,4,1,9.39184564403795
60,3,4,2,22.174474456974234
60,3,4,3,8.654174694123482
60,4,1,0,0.09710163088922838
60,4,1,1,0.4700119740735465
60,4,1,2,0.2990043647564518
60,4,1,3,0.05274970453624185
60,4,2,0,0.08784933938538712
60,4,2,1,0.9539614814577888
60,4,2,2,0.8803532917495115
60,4,2,3,0.11644549329431983
60,4,3,0,0.06643463475862404
60,4,3,1,0.9375016598061804
60,4,3,2,1.5421279514932813
60,4,3,3,0.40343626841287794
60,4,4,0,0.14753633222482773
60,4,4,1,2.8386233156499356
60,4,4,2,7.621850489705865
60,4,4,3,3.4491202089864736
70,1,1,0,7.77883071229347
70,1,1,1,3.838209695855558
70,1,1,2,0.0
70,1,1,3,0.0
70,1,2,0,5.040057359097243
70,1,2,1,5.579044151981183
70,1,2,2,0.0
70,1,2,3,0.0
70,1,3,0,3.0775656025953033
70,1,3,1,4.427074117214628
70,1,3,2,0.0
70,1,3,3,0.0
70,1,4,0,2.6322389406124387
70,1,4,1,5.162571418327273
70,1,4,2,0.0
70,1,4,3,0.0
70,2,1,0,2.652107381490745
70,2,1,1,0.8904347630368766
70,2,1,2,0.32924753083866803
70,2,1,3,0.0
70,2,2,0,3.4786131278813373
70,2,2,1,2.6201555543050548
70,2,2,2,1.4054164827779014
70,2,2,3,0.0
70,2,3,0,3.38456004591387
70,2,3,1,3.3128999586321517
70,2,3,2,3.167440746255268
70,2,3,3,0.0
70,2,4,0,5.844846915274147
70,2,4,1,7.800286032578755
70,2,4,2,12.173487166380866
70,2,4,3,0.0
70,3,1,0,1.6987634085022945
70,3,1,1,2.271636687974258
70,3,1,2,1.2707414888821003
70,3,1,3,0.1933410752741937
70,3,2,0,1.5186038071075485
70,3,2,1,4.555755436812107
70,3,2,2,3.696887926494738
70,3,2,3,0.42172213266549935
70,3,3,0,1.1628976331637004
70,3,3,1,4.533593309107772
70,3,3,2,6.5575355238311115
70,3,3,3,1.4795157673651997
70,3,4,0,2.3399842851120316
70,3,4,1,12.43784963669891
70,3,4,2,29.366195902479394
70,3,4,3,11.460934054379747
70,4,1,0,0.12859405171816723
70,4,1,1,0.6224482899892909
70,4,1,2,0.39597875332611165
70,4,1,3,0.06985771681826619
70,4,2,0,0.11634101702389102
70,4,2,1,1.2633543943630172
70,4,2,2,1.1658732782628662
70,4,2,3,0.1542115992276127
70,4,3,0,0.0879810027884481
70,4,3,1,1.2415562521757528
70,4,3,2,2.042277557382995
70,4,3,3,0.5342804635738115
70,4,4,0,0.19538595348693408
70,4,4,1,3.7592579045093757
70,4,4,2,10.093801999880744
70,4,4,3,4.567753790279386
80,1,1,0,0.015796294455342443
80,1,1,1,0.007794165058929412
80,1,1,2,0.0
80,1,1,3,0.0
80,1,2,0,0.007774833371450625
80,1,2,1,0.008606278770880722
80,1,2,2,0.0
80,1,2,3,0.0
80,1,3,0,0.004017603241619617
80,1,3,1,0.00577931703851015
80,1,3,2,0.0
80,1,3,3,0.0
80,1,4,0,0.0026303241858631364
80,1,4,1,0.005158816038073096
80,1,4,2,0.0
80,1,4,3,0.0
80,2,1,0,0.012200288873799455
80,2,1,1,0.004096199651696105
80,2,1,2,0.001514612498442293
80,2,1,3,0.0
80,2,2,0,0.012156256401745476
80,2,2,1,0.009156316485814258
80,2,2,2,0.004911326004881985
80,2,2,3,0.0
80,2,3,0,0.010009215940833788
80,2,3,1,0.009797294368100087
80,2,3,2,0.009367125410388269
80,2,3,3,0.0
80,2,4,0,0.013231077660570762
80,2,4,1,0.017657637876196473
80,2,4,2,0.02755732638222433
80,2,4,3,0.0
80,3,1,0,0.04450521654409834
80,3,1,1,0.05951369225508965
80,3,1,2,0.03329164311593507
80,3,1,3,0.0050652647560457415
80,3,2,0,0.03022297526062356
80,3,2,1,0.09066781158837987
80,3,2,2,0.07357478745991024
80,3,2,3,0.008393036763606728
80,3,3,0,0.01958566551649928
80,3,3,1,0.07635533825832849
80,3,3,2,0.11044282292750913
80,3,3,3,0.024918187224414485
80,3,4,0,0.030167132423631032
80,3,4,1,0.16034904996703558
80,3,4,2,0.3785896880610773
80,3,4,3,0.14775463130959582
80,4,1,0,0.004453468964353119
80,4,1,1,0.021556628042620055
80,4,1,2,0.013713535462324504
80,4,1,3,0.0024193123213238424
80,4,2,0,0.003060730677312091
80,4,2,1,0.03323666622537662
80,4,2,2,0.030672106879595037
80,4,2,3,0.004057040110422835
80,4,3,0,0.0019587782974195616
80,4,3,1,0.027641574484381145
80,4,3,2,0.045468553777771814
80,4,3,3,0.01189503351422422
80,4,4,0,0.003329767856900315
80,4,4,1,0.06406528162768274
80,4,4,2,0.17201859628750948
80,4,4,3,0.07784367032363962
90,1,1,0,45.00679289972611
90,1,1,1,22.20713051565567
90,1,1,2,0.0
90,1,1,3,0.0
90,1,2,0,31.20107390420821
90,1,2,1,34.53773568402101
90,1,2,2,0.0
90,1,2,3,0.0
90,1,3,0,20.05566119581099
90,1,3,1,28.850042549450777
90,1,3,2,0.0
90,1,3,3,0.0
90,1,4,0,18.46474508660479
90,1,4,1,36.21463225091017
90,1,4,2,0.0
90,1,4,3,0.0
90,2,1,0,11.616985946660787
90,2,1,1,3.9003579571514875
90,2,1,2,1.4421979914612737
90,2,1,3,0.0
90,2,2,0,16.3034234115245
90,2,2,1,12.280039152244056
90,2,2,2,6.5868491683117885
90,2,2,3,0.0
90,2,3,0,16.698232408976967
90,2,3,1,16.344686667242428
90,2,3,2,15.627041921294328
90,2,3,3,0.0
90,2,4,0,31.04057520685857
90,2,4,1,41.425441716280204
90,2,4,2,64.65046037908918
90,2,4,3,0.0
90,3,1,0,6.65367322134112
90,3,1,1,8.897488681320356
90,3,1,2,4.977207875743195
90,3,1,3,0.7572733958705721
90,3,2,0,6.364193427514617
90,3,2,1,19.092345661602995
90,3,2,2,15.492987528372307
90,3,2,3,1.767361053874364
90,3,3,0,5.130219829132336
90,3,3,1,20.000324730502154
90,3,3,2,28.929114494003244
90,3,3,3,6.52700711635417
90,3,4,0,11.112090526298605
90,3,4,1,59.064717654234755
90,3,4,2,139.45385418079718
90,3,4,3,54.42555214515421
90,4,1,0,0.44650016993114927
90,4,1,1,2.161245124017722
90,4,1,2,1.3749048131458423
90,4,1,3,0.24255773897472863
90,4,2,0,0.432219066092657
90,4,2,1,4.693493923673585
90,4,2,2,4.33134136527
90,4,2,3,0.5729122462899426
90,4,3,0,0.3440769455621487
90,4,3,1,4.855490042769915
90,4,3,2,7.98695856677291
90,4,3,3,2.0894691371276717
90,4,4,0,0.8225235605417208
90,4,4,1,15.825488687539835
90,4,4,2,42.49225603057618
90,4,4,3,19.22904407511457
100,1,1,0,19.53104978565536
100,1,1,1,9.636957973525297
100,1,1,2,0.0
100,1,1,3,0.0
100,1,2,0,16.26465573582813
100,1,2,1,18.00400789153169
100,1,2,2,0.0
100,1,2,3,0.0
100,1,3,0,12.449186062706511
100,1,3,1,17.90813796206977
100,1,3,2,0.0
100,1,3,3,0.0
100,1,4,0,15.519156508283574
100,1,4,1,30.437492808905628
100,1,4,2,0.0
100,1,4,3,0.0
100,2,1,0,2.0611036832525054
100,2,1,1,0.6920075644749238
100,2,1,2,0.2558770068095524
100,2,1,3,0.0
100,2,2,0,3.474665451435619
100,2,2,1,2.6171820916101254
100,2,2,2,1.4038215570585055
100,2,2,3,0.0
100,2,3,0,4.237730461455819
100,2,3,1,4.148006500106413
100,2,3,2,3.9658803369340143
100,2,3,3,0.0
100,2,4,0,10.666290616138683
100,2,4,1,14.234781324223956
100,2,4,2,22.215458131012937
100,2,4,3,0.0
100,3,1,0,0.9219066891456521
100,3,1,1,1.2328008994486852
100,3,1,2,0.6896222704774201
100,3,1,3,0.10492481159518185
100,3,2,0,1.05924563289228
100,3,2,1,3.177697848762688
100,3,2,2,2.578626744582117
100,3,2,3,0.29415659649292103
100,3,3,0,1.0167587692597209
100,3,3,1,3.9638663127656715
100,3,3,2,5.733464028513376
100,3,3,3,1.2935881782079706
100,3,4,0,2.9819375621143456
100,3,4,1,15.850059874152977
100,3,4,2,37.422543038069676
100,3,4,3,14.60513644092024
100,4,1,0,0.024334880738264748
100,4,1,1,0.11779086746425527
100,4,1,2,0.07493422602622866
100,4,1,3,0.013219734386670805
100,4,2,0,0.028296930447344167
100,4,2,1,0.30727814095260764
100,4,2,2,0.28356839152133867
100,4,2,3,0.037507965884648976
100,4,3,0,0.026823757940592725
100,4,3,1,0.3785272197689091
100,4,3,2,0.6226521306931414
100,4,3,3,0.1628920945780957
100,4,4,0,0.08682268593334262
100,4,4,1,1.6704827678796246
100,4,4,2,4.485332672430808
100,4,4,3,2.029750069934188
110,1,1,0,0.15584027891027477
110,1,1,1,0.07689429062557608
110,1,1,2,0.0
110,1,1,3,0.0
110,1,2,0,0.08266792298040529
110,1,2,1,0.09150848083658931
110,1,2,2,0.0
110,1,2,3,0.0
110,1,3,0,0.0445405633019908
110,1,3,1,0.0640715423886068
110,1,3,2,0.0
110,1,3,3,0.0
110,1,4,0,0.03181000285137229
110,1,4,1,0.06238848951121228
110,1,4,2,0.0
110,1,4,3,0.0
110,2,1,0,0.12256412068756078
110,2,1,1,0.04115042796642213
110,2,1,2,0.015215799476078913
110,2,1,3,0.0
110,2,2,0,0.13161777103176234
110,2,2,1,0.09913693220152962
110,2,2,2,0.053175727807129855
110,2,2,3,0.0
110,2,3,0,0.11299454097648763
110,2,3,1,0.11060214770856247
110,2,3,2,0.10574594876088227
110,2,3,3,0.0
110,2,4,0,0.16293650339831212
110,2,4,1,0.2174481812917528
110,2,4,2,0.3393596892796106
110,2,4,3,0.0
110,3,1,0,0.14781727273029582
110,3,1,1,0.19766563028719916
110,3,1,2,0.11057310293573697
110,3,1,3,0.016823502502311842
110,3,2,0,0.10818646298945561
110,3,2,1,0.3245554005902599
110,3,2,2,0.2633690413286073
110,3,2,3,0.03004379791747695
110,3,3,0,0.07309989673156309
110,3,3,1,0.28498226608053623
110,3,3,2,0.412207537392186
110,3,3,3,0.09300255389881842
110,3,4,0,0.12282258400035989
110,3,4,1,0.6528457654638302
110,3,4,2,1.5413915751278713
110,3,4,3,0.6015687988046668
110,4,1,0,0.013959394498790594
110,4,1,1,0.06756923138327847
110,4,1,2,0.04298506468194252
110,4,1,3,0.007583332314531995
110,4,2,0,0.010339861156818687
110,4,2,1,0.11228120024847167
110,4,2,2,0.10361752142159414
110,4,2,3,0.013705626489899446
110,4,3,0,0.006899499660066584
110,4,3,1,0.0973632564797827
110,4,3,2,0.16015608900033695
110,4,3,3,0.04189845262018014
110,4,4,0,0.012794167758809183
110,4,4,1,0.24616189352700196
110,4,4,2,0.6609574219945852
110,4,4,3,0.2991034269906154
120,1,1,0,10.824896304495356
120,1,1,1,5.3411911750288255
120,1,1,2,0.0
120,1,1,3,0.0
120,1,2,0,8.383516539498906
120,1,2,1,9.280054886340924
120,1,2,2,0.0
120,1,2,3,0.0
120,1,3,0,5.944920260343279
120,1,3,1,8.551760063628267
120,1,3,2,0.0
120,1,3,3,0.0
120,1,4,0,6.405612474392689
120,1,4,1,12.563233286673485
120,1,4,2,0.0
120,1,4,3,0.0
120,2,1,0,1.6992909921009236
120,2,1,1,0.5705303572706658
120,2,1,2,0.21095954380668128
120,2,1,3,0.0
120,2,2,0,2.6641833168629323
120,2,2,1,2.0067120023826344
120,2,2,2,1.0763735457243957
120,2,2,3,0.0
120,2,3,0,3.0102888099691865
120,2,3,1,2.9465530345835482
120,2,3,2,2.8171789849626223
120,2,3,3,0.0
120,2,4,0,6.549010983820985
120,2,4,1,8.740033681773106
120,2,4,2,13.640100813537337
120,2,4,3,0.0
120,3,1,0,0.833782379525996
120,3,1,1,1.1149584654567104
120,3,1,2,0.6237018392670973
120,3,1,3,0.09489513430499241
120,3,2,0,0.8909341815134683
120,3,2,1,2.672769699558823
120,3,2,2,2.168889478297845
120,3,2,3,0.24741585746982245
120,3,3,0,0.7923017071398815
120,3,3,1,3.0888133364859915
120,3,3,2,4.4677591922060715
120,3,3,3,1.0080189646914575
120,3,4,0,2.008439171230464
120,3,4,1,10.675569308374516
120,3,4,2,25.205390709597594
120,3,4,3,9.837069864169367
120,4,1,0,0.03953786120744033
120,4,1,1,0.19137956825827515
120,4,1,2,0.12174865618524729
120,4,1,3,0.02147863509178995
120,4,2,0,0.04275692560890209
120,4,2,1,0.4643001345464126
120,4,2,2,0.4284744822013674
120,4,2,3,0.0566748859935687
120,4,3,0,0.037550047429308314
120,4,3,1,0.5298927572745858
120,4,3,2,0.871638384571953
120,4,3,3,0.22802941671385027
120,4,4,0,0.10505374959669182
120,4,4,1,2.0212514334922336
120,4,4,2,5.427164690449305
120,4,4,3,2.455957832892219
130,1,1,0,21.41848315547531
130,1,1,1,10.5682502625933
130,1,1,2,0.0
130,1,1,3,0.0
130,1,2,0,17.212140840244977
130,1,2,1,19.052817628060748
130,1,2,2,0.0
130,1,2,3,0.0
130,1,3,0,12.67205920836108
130,1,3,1,18.228740692265834
130,1,3,2,0.0
130,1,3,3,0.0
130,1,4,0,14.620749770986752
130,1,4,1,28.67546092325846
130,1,4,2,0.0
130,1,4,3,0.0
130,2,1,0,2.7774198542342483
130,2,1,1,0.932507939542349
130,2,1,2,0.3448045262009353
130,2,1,3,0.0
130,2,2,0,4.518367842948013
130,2,2,1,3.4033179789970123
130,2,2,2,1.825494358897098
130,2,2,3,0.0
130,2,3,0,5.300515856428349
130,2,3,1,5.188289917530218
130,2,3,2,4.960488120189355
130,2,3,3,0.0
130,2,4,0,12.347911726159792
130,2,4,1,16.479001890943792
130,2,4,2,25.717892548595444
130,2,4,3,0.0
130,3,1,0,1.2994103961621055
130,3,1,1,1.7376100249648254
130,3,1,2,0.9720098120924903
130,3,1,3,0.14788957777112854
130,3,2,0,1.4407311458525418
130,3,2,1,4.322140323883314
130,3,2,2,3.507314780523255
130,3,2,3,0.40009659437361905
130,3,3,0,1.3302106153048427
130,3,3,1,5.185868277024207
130,3,3,2,7.501007066553062
130,3,3,3,1.6923824790200046
130,3,4,0,3.6107408885186763
130,3,4,1,19.19237344208308
130,3,4,2,45.31386170409917
130,3,4,3,17.68493210576575
130,4,1,0,0.04937915920357539
130,4,1,1,0.2390155127449974
130,4,1,2,0.15205289545255843
130,4,1,3,0.02682484356218569
130,4,2,0,0.05540904790175332
130,4,2,1,0.601690323368722
130,4,2,2,0.5552635689042973
130,4,2,3,0.0734454460446576
130,4,3,0,0.05052161226421553
130,4,3,1,0.7129428125235217
130,4,3,2,1.1727435653138552
130,4,3,3,0.30680157722145873
130,4,4,0,0.15135127817785926
130,4,4,1,2.9120235037047486
130,4,4,2,7.818933792793576
130,4,4,3,3.5383064249128715
140,1,1,0,5.759349492762095
140,1,1,1,2.841762712486485
140,1,1,2,0.0
140,1,1,3,0.0
140,1,2,0,3.5167948638702224
140,1,2,1,3.892883041018992
140,1,2,2,0.0
140,1,2,3,0.0
140,1,3,0,2.0617852720905376
140,1,3,1,2.9658754327215617
140,1,3,2,0.0
140,1,3,3,0.0
140,1,4,0,1.6666807016035332
140,1,4,1,3.268836282611215
140,1,4,2,0.0
140,1,4,3,0.0
140,2,1,0,2.5009776540537505
140,2,1,1,0.8396935434402002
140,2,1,2,0.31048543623336516
140,2,1,3,0.0
140,2,2,0,3.09155717607006
140,2,2,1,2.328617874004625
140,2,2,2,1.2490395605864508
140,2,2,3,0.0
140,2,3,0,2.8880049342674052
140,2,3,1,2.8268582319332305
140,2,3,2,2.7027396116752573
140,2,3,3,0.0
140,2,4,0,4.713677132150476
140,2,4,1,6.290674576936233
140,2,4,2,9.817517705167363
140,2,4,3,0.0
140,3,1,0,1.8052793162352279
140,3,1,1,2.4140729110810057
140,3,1,2,1.3504195550005071
140,3,1,3,0.2054639524399131
140,3,2,0,1.5209272360657933
140,3,2,1,4.562725638031826
140,3,2,2,3.702544080142979
140,3,2,3,0.4223673578458801
140,3,3,0,1.1182270551599396
140,3,3,1,4.359443643843711
140,3,3,2,6.305639833465995
140,3,3,3,1.4226828849092619
140,3,4,0,2.1266324343632927
140,3,4,1,11.303808585138091
140,3,4,2,26.688685508453805
