ZONE,HHSIZE,INCOME,TOTHH
110,3,1,0.4728795084555438
110,3,2,0.7261547028257997
110,3,3,0.8632922541031037
110,3,4,2.9186287233967283
110,4,1,0.13209702287854358
110,4,2,0.23994420931678395
110,4,3,0.30631729776036637
110,4,4,1.2190169102710118
120,1,1,16.16608747952418
120,1,2,17.663571425839827
120,1,3,14.496680323971546
120,1,4,18.968845761066174
120,2,1,2.4807808931782707
120,2,2,5.747268864969962
120,2,3,8.774020829515356
120,2,4,28.929145479131428
120,3,1,2.6673378185547962
120,3,2,5.980009216839959
120,3,3,9.356893200523402
120,3,4,47.72646905337194
120,4,1,0.37414472074275273
120,4,2,0.9922064283502509
120,4,3,1.6671106059896974
120,4,4,10.00942770643045
130,1,1,31.98673341806861
130,1,2,36.26495846830572
130,1,3,30.900799900626915
130,1,4,43.29621069424521
130,2,1,4.054732319977533
130,2,2,9.747180180842124
130,2,3,15.449293894147921
130,2,4,54.54480616569903
130,3,1,4.15691981099055
130,3,2,9.67028284463273
130,3,3,15.709468437902116
130,3,4,85.80190814046668
130,4,1,0.46727241096331695
130,4,2,1.2858083862194303
130,4,3,2.243009567323051
130,4,4,14.420614999589057
140,1,1,8.60111220524858
140,1,2,7.409677904889214
140,1,3,5.027660704812099
140,1,4,4.935516984214749
140,2,1,3.651156633727316
140,2,2,6.669214610661136
140,2,3,8.417602777875892
140,2,4,20.821869414254074
140,3,1,5.775235734756654
140,3,2,10.208564312086478
140,3,3,13.205993417378908
140,3,4,50.535091388580675
140,4,1,1.4016431182674562
140,4,2,2.9306974483631683
140,4,3,4.071082959933103
140,4,4,18.337880212950484
150,1,1,1.0061902607442872
150,1,2,0.8443519195863873
150,1,3,0.5633059546748316
150,1,4,0.5401773498147097
150,2,1,0.4760799900778271
150,2,2,0.8470768751526013
150,2,3,1.0512131288681272
150,2,4,2.5400800597208346
150,3,1,0.8021207724156151
150,3,2,1.3811262688927464
150,3,3,1.7566854674791061
150,3,4,6.566611542740624
150,4,1,0.20073251876227127
150,4,2,0.40883676236826594
150,4,3,0.5583970589779358
150,4,4,2.457014047723832
160,1,1,15.782466054281198
160,1,2,15.436095351304079
160,1,3,11.483522609598026
160,1,4,12.839235873278483
160,2,1,3.982261124739823
160,2,2,8.25832242524646
160,2,3,11.428167978818868
160,2,4,32.19624801741295
160,3,1,4.998070693856597
160,3,2,10.030329957848668
160,3,3,14.226323261336924
160,3,4,62.00290103756799
160,4,1,0.9921188351223821
160,4,2,2.355131189600794
160,4,3,3.586948290246184
160,4,4,18.401857071740565
170,1,1,15.22869531553449
170,1,2,14.894477970556567
170,1,3,11.080591991717391
170,1,4,12.388736368952925
170,2,1,3.8425326642226354
170,2,2,7.968556726115005
170,2,3,11.027179628684875
170,2,4,31.06655510452126
170,3,1,4.82269979231777
170,3,2,9.678388555818891
170,3,3,13.727154024097034
170,3,4,59.82736065028491
170,4,1,0.9573076479251053
170,4,2,2.272495007509536
170,4,3,3.4610904555007025
170,4,4,17.756177876240898
180,1,1,6.996388565610783
180,1,2,6.609087191081642
180,1,3,4.785326741000708
180,1,4,5.1437085961604945
180,2,1,2.038822580040406
180,2,2,4.083631138383298
180,2,3,5.500013117845971
180,2,4,14.896803415487541
180,3,1,2.703709819216367
180,3,2,5.240562138071346
180,3,3,7.234154269905747
180,3,4,30.311527019760902
180,4,1,0.5737365841324464
180,4,2,1.315433579463716
180,4,3,1.9498956662475775
180,4,4,9.617199468591055
190,1,1,13.483169213596224
190,1,2,14.19080717063452
190,1,3,11.241283072765231
190,1,4,13.854066300768288
190,2,1,2.471382098275561
190,2,2,5.515114358952508
190,2,3,8.126628575195872
190,2,4,25.236922248452533
190,3,1,2.7928195933002273
190,3,2,6.031262530303438
190,3,3,9.108708297453584
190,3,4,43.75961186588662
190,4,1,0.4558564648279878
190,4,2,1.1644800501095378
190,4,3,1.8884834045853156
190,4,4,10.679404584892547
200,1,1,48.777347449186344
200,1,2,51.33733182317781
200,1,3,40.66699464559185
200,1,4,50.11912220572057
200,2,1,8.940588179055707
200,2,2,19.951737239739963
200,2,3,29.399273963208607
200,2,4,91.29827754587244
200,3,1,10.103435587527292
200,3,2,21.81897915374479
200,3,3,32.95209178196444
200,3,4,158.30683116188393
200,4,1,1.649127799230661
200,4,2,4.212677828337445
200,4,3,6.831866434235115
200,4,4,38.63431658652304
210,1,1,20.74471501455183
210,1,2,18.9626812697829
210,1,3,13.401142356803442
210,1,4,13.919304212392332
210,2,1,6.913910134582661
210,2,2,13.400330651721957
210,2,3,17.615894197859443
210,2,4,46.10467877541744
210,3,1,9.704433322558657
210,3,2,18.201730898356956
210,3,3,24.524182559763894
210,3,4,99.29457835476799
210,4,1,2.1729978783068513
210,4,2,4.821036230138194
210,4,3,6.975170135573226
210,4,4,33.24321365742222
220,1,1,14.570460590767405
220,1,2,13.763878829133331
220,1,3,9.965772203735419
220,1,4,10.712127076407636
220,2,1,4.245988308891487
220,2,2,8.504442829477146
220,2,3,11.45415575918381
220,2,4,31.023618122162127
220,3,1,5.630661733597387
220,3,2,10.91383124167152
220,3,3,15.065624029987191
220,3,4,63.12584067418096
220,4,1,1.1948459137437182
220,4,2,2.739480940718014
220,4,3,4.060791892093578
220,4,4,20.02847962724926
260,1,1,1.2628770265497589
260,1,2,1.2806618628418753
260,1,3,0.9817075864522219
260,1,4,1.1484043224764313
260,2,1,0.27314464070151023
260,2,2,0.5873075846782011
260,2,3,0.8374528853490406
260,2,4,2.468525715572494
260,3,1,0.3250251373956766
260,3,2,0.676301889644918
260,3,3,0.988389327107718
260,3,4,4.507087692018321
260,4,1,0.0592759323530543
260,4,2,0.1458950738350055
260,4,3,0.22896053609101966
260,4,4,1.2289827699327518
270,1,1,0.8998774504634017
270,1,2,0.8801282437147062
270,1,3,0.6547622540560278
270,1,4,0.7320616945290365
270,2,1,0.22705874834042852
270,2,2,0.470869261088614
270,2,3,0.6516060689677426
270,2,4,1.8357509834489845
270,3,1,0.2849777150005954
270,3,2,0.5719047782983886
270,3,3,0.8111500105148244
270,3,4,3.535253129335017
270,4,1,0.056568179195574414
270,4,2,0.13428379589829084
270,4,3,0.2045189814614052
270,4,4,1.0492286926869623
281,1,1,2.1049593072297115
281,1,2,2.2999441960728944
281,1,3,1.887588583850462
281,1,4,2.4699017918054915
281,2,1,0.32301834546592056
281,2,2,0.7483423001262973
281,2,3,1.142450628843145
281,2,4,3.766815817595238
281,3,1,0.347309611790989
281,3,2,0.7786470334427035
281,3,3,1.2183454688181514
281,3,4,6.214383991324472
281,4,1,0.04871676051337927
281,4,2,0.1291935453581056
281,4,3,0.21707169348824185
281,4,4,1.3033108992747982
282,1,1,7.700995811676053
282,1,2,6.63424649623802
282,1,3,4.501510165936413
282,1,4,4.419009392843438
282,2,1,3.2690588464767805
282,2,2,5.971273546754741
282,2,3,7.536690859260969
282,2,4,18.642836568576318
282,3,1,5.17085059972398
282,3,2,9.14022618640301
282,3,3,11.82397085044391
282,3,4,45.24653531303154
282,4,1,1.2549595361231878
282,4,2,2.623996552604233
282,4,3,3.6450393943587094
282,4,4,16.418799725548695
290,1,1,0.4148943002910367
290,1,2,0.37925362539565804
290,1,3,0.26802284713606883
290,1,4,0.2783860842478466
290,2,1,0.13827820269165325
290,2,2,0.2680066130344391
290,2,3,0.3523178839571887
290,2,4,0.9220935755083486
290,3,1,0.19408866645117315
290,3,2,0.36403461796713926
290,3,3,0.4904836511952778
290,3,4,1.9858915670953596
290,4,1,0.04345995756613702
290,4,2,0.0964207246027639
290,4,3,0.13950340271146452
290,4,4,0.6648642731484442
300,1,1,2.250290983931314
300,1,2,1.938578521627993
300,1,3,1.3153763471892121
300,1,4,1.2912689784282774
300,2,1,0.9552444681263318
300,2,2,1.744852659765995
300,2,3,2.2022797965372956
300,2,4,5.447582114194378
300,3,1,1.5109628375816826
300,3,2,2.6708453142086714
300,3,3,3.455056417337506
300,3,4,13.221390188872853
300,4,1,0.3667089553606716
300,4,2,0.7667522393973407
300,4,3,1.0651089139359868
300,4,4,4.797701218504487
310,1,1,9.45122213251152
310,1,2,8.14202979083757
310,1,3,5.524580658194688
310,1,4,5.423329709398767
310,2,1,4.012026766130595
310,2,2,7.32838117101718
310,2,3,9.249575145456644
310,2,4,22.879844879616396
310,3,1,6.346043917843068
310,3,2,11.217550319676423
310,3,3,14.511236952817521
310,3,4,55.52983879326599
310,4,1,1.5401776125148219
310,4,2,3.220359405468832
310,4,3,4.473457438531143
310,4,4,20.15034511771885
320,1,1,13.001681240492035
320,1,2,11.200675902739517
320,1,3,7.599952228204334
320,1,4,7.460665208696715
320,2,1,5.519190260285473
320,2,2,10.081370923092418
320,2,3,12.724283268882152
320,2,4,31.474918882011963
320,3,1,8.730007506027501
320,3,2,15.431550704316772
320,3,3,19.96254818906115
320,3,4,76.39025442459872
320,4,1,2.1187628531949914
320,4,2,4.430124049851301
320,4,3,6.1539626138523635
320,4,4,27.72005148469259
330,1,1,16.6823435047446
330,1,2,16.316223595018787
330,1,3,12.138284863654054
330,1,4,13.571297567807523
330,2,1,4.209319873080252
330,2,2,8.729191686335076
330,2,3,12.079774047786609
330,2,4,34.03199900086193
330,3,1,5.283048408857192
330,3,2,10.602234736147054
330,3,3,15.037473271851747
330,3,4,65.53815416690303
330,4,1,1.0486870143179565
330,4,2,2.4894149854990837
330,4,3,3.7914672717075875
330,4,4,19.45108576442753
340,1,1,27.645944990719492
340,1,2,24.50551933680555
340,1,3,16.948692026383764
340,1,4,17.083576389085454
340,2,1,10.443247026186352
340,2,2,19.627615160363884
340,2,3,25.251484507368726
340,2,4,64.13485569368652
340,3,1,15.544344417312695
340,3,2,28.27190795014249
340,3,3,37.2792504272708
340,3,4,146.47552615276763
340,4,1,3.6372651927814754
340,4,2,7.825214633688063
340,4,3,11.080028323976705
340,4,4,51.2455272644604
350,1,1,21.112509414718268
350,1,2,20.649162640998878
350,1,3,15.36172980669911
350,1,4,17.175293602412015
350,2,1,5.327147557217748
350,2,2,11.047317279386714
350,2,3,15.28768084885858
350,2,4,43.069542303995405
350,3,1,6.686015621167816
350,3,2,13.417765952385276
350,3,3,19.030827169770884
350,3,4,82.94247726516772
350,4,1,1.327176511896169
350,4,2,3.1505044422291304
350,4,3,4.798329949671428
350,4,4,24.616519328424882
360,1,1,29.5661797980473
360,1,2,29.98255420065097
360,1,3,22.983507023999078
360,1,4,26.886171785036456
360,2,1,6.394798058776534
360,2,2,13.749906982466122
360,2,3,19.606249904054007
360,2,4,57.792543223403094
360,3,1,7.609412040204664
360,3,2,15.833420710510435
360,3,3,23.13993836405128
360,3,4,105.51887655431129
360,4,1,1.3877541809715064
360,4,2,3.415661140372481
360,4,3,5.360370197895636
360,4,4,28.772655437249128
370,1,1,19.4585961626584
370,1,2,22.061183068219314
370,1,3,18.79798660621471
370,1,4,26.338528172332502
370,2,1,2.4666288279863324
370,2,2,5.9295346100122925
370,2,3,9.398320452273317
370,2,4,33.18142375080025
370,3,1,2.52879288501925
370,3,2,5.88275539715158
370,3,3,9.556593299723787
370,3,4,52.19616078545057
370,4,1,0.2842573833360176
370,4,2,0.7822001016168202
370,4,3,1.364497486788189
370,4,4,8.772540791416676
380,1,1,12.972397441772266
380,1,2,14.707455378812877
380,1,3,12.531991070809802
380,1,4,17.559018781555
380,2,1,1.644419218657554
380,2,2,3.953023073341527
380,2,3,6.265546968182212
380,2,4,22.120949167200163
380,3,1,1.685861923346166
380,3,2,3.9218369314343846
380,3,3,6.3710621998158565
380,3,4,34.79744052363371
380,4,1,0.18950492222401163
380,4,2,0.5214667344112134
380,4,3,0.9096649911921255
380,4,4,5.848360527611117
390,1,1,2.8888442189603847
390,1,2,3.394020998236914
390,1,3,3.006635925776565
390,1,4,4.551617025025131
390,2,1,0.298014811152225
390,2,2,0.7423825626301332
390,2,3,1.2233231190203948
390,2,4,4.666493393650617
390,3,1,0.292098705401518
390,3,2,0.7041582476186267
390,3,3,1.1892587730068653
390,3,4,7.018051068284263
390,4,1,0.022807255485872233
390,4,2,0.06503576451432627
390,4,3,0.11794808719617542
390,4,4,0.8193100130399905
400,1,1,8.840829090364787
400,1,2,9.659765623506157
400,1,3,7.92787205217194
400,1,4,10.37358752558306
400,2,1,1.3566770509568662
400,2,2,3.143037660530449
400,2,3,4.7982926411412095
400,2,4,15.820626433899998
400,3,1,1.4587003695221534
400,3,2,3.2703175404593545
400,3,3,5.117050969036235
400,3,4,26.10041276356278
400,4,1,0.20461039415619284
400,4,2,0.5426128905040436
400,4,3,0.9117011126506157
400,4,4,5.473905776954152
410,1,1,1.584204894268598
410,1,2,1.8612373216137916
410,1,3,1.6488003463935996
410,1,4,2.4960480459815226
410,2,1,0.16342747708347827
410,2,2,0.4071130182165247
410,2,3,0.6708546136563456
410,2,4,2.559044764260015
410,3,1,0.16018316102663896
410,3,2,0.3861512970811824
410,3,3,0.6521741658424747
410,3,4,3.848608650349434
410,4,1,0.012507204621284773
410,4,2,0.0356647740885015
410,4,3,0.06468120910758006
410,4,4,0.4492990394090269
420,1,1,0.5051902337351306
420,1,2,0.5519866070574946
420,1,3,0.4530212601241108
420,1,4,0.5927764300333179
420,2,1,0.07752440291182096
420,2,2,0.17960215203031132
420,2,3,0.2741881509223549
420,2,4,0.9040357962228571
420,3,1,0.08335430682983738
420,3,2,0.18687528802624873
420,3,3,0.2924029125163563
420,3,4,1.4914521579178732
420,4,1,0.011692022523211023
420,4,2,0.03100645088594534
420,4,3,0.052097206437178044
420,4,4,0.3127946158259516
430,1,1,16.75156484708794
430,1,2,16.383925767612222
430,1,3,12.18865119088913
430,1,4,13.627610005848219
430,2,1,4.226785930644902
430,2,2,8.765412398726511
430,2,3,12.12989759155336
430,2,4,34.173210614973385
430,3,1,5.304969771549549
430,3,2,10.646227411400778
430,3,3,15.099869426506734
430,3,4,65.81009671531339
430,4,1,1.0530384127176162
430,4,2,2.4997445082604908
430,4,3,3.8071995010507726
430,4,4,19.531795663864983
440,1,1,17.092269574705256
440,1,2,18.675546872111898
440,1,3,15.32721930086575
440,1,4,20.05560254946059
440,2,1,2.6229089651832744
440,2,2,6.076539477025531
440,2,3,9.276699106206335
440,2,4,30.586544438873336
440,3,1,2.820154047742831
440,3,2,6.322613911554751
440,3,3,9.892965206803385
440,3,4,50.460798009554715
440,4,1,0.3955800953686395
440,4,2,1.049051588307817
440,4,3,1.762622151124523
440,4,4,10.582884502111362
450,1,1,3.3429097761611275
450,1,2,3.3899872839931997
450,1,3,2.598637728844117
450,1,4,3.0398937947905558
450,2,1,0.7230299312687032
450,2,2,1.5546377241481792
450,2,3,2.216787049453342
450,2,4,6.534332776515426
450,3,1,0.8603606578120849
450,3,2,1.7902108843541948
450,3,3,2.6163246894027825
450,3,4,11.93052624357791
450,4,1,0.15690687975808484
450,4,2,0.3861928425044263
450,4,3,0.606072007299758
450,4,4,3.2531896851161086
460,1,1,17.766058257915024
460,1,2,18.698475330718423
460,1,3,14.81204357823183
460,1,4,18.2547697139535
460,2,1,3.256409353021917
460,2,2,7.266974214149187
460,2,3,10.708028240258095
460,2,4,33.253356374431576
460,3,1,3.6799505229367715
460,3,2,7.947075334046883
460,3,3,12.002062697821192
460,3,4,57.65972387034473
460,4,1,0.60065793012629
460,4,2,1.5343737130855086
460,4,3,2.4883546036888875
460,4,4,14.07168604127018
470,1,1,16.045966925573413
470,1,2,16.271938963167358
470,1,3,12.473461098451768
470,1,4,14.591490214994666
470,2,1,3.4705436700897763
470,2,2,7.462261075911259
470,2,3,10.640577837376041
470,2,4,31.36479732727404
470,3,1,4.129731157498007
470,3,2,8.593012244900132
470,3,3,12.558358509133354
470,3,4,57.26652596917396
470,4,1,0.7531530228388073
470,4,2,1.8537256440212453
470,4,3,2.9091456350388376
470,4,4,15.615310488557318
480,1,1,17.052243417195225
480,1,2,17.947197304037772
480,1,3,14.216916827320732
480,1,4,17.521319145089297
480,2,1,3.1255714772308587
480,2,2,6.974997571616412
480,2,3,10.277794962747723
480,2,4,31.917284020101743
480,3,1,3.5320953679973472
480,3,2,7.627773200089642
480,3,3,11.519836964426593
480,3,4,55.34303853626837
480,4,1,0.576524352576573
480,4,2,1.472724769256181
480,4,3,2.3883760705049597
480,4,4,13.506305798540575
490,1,1,0.17125511064951268
490,1,2,0.11824390784080524
490,1,3,0.07047960445826021
490,1,4,0.055502279827893346
490,2,1,0.11212413516443748
490,2,2,0.1641473408830797
490,2,3,0.18199759072948163
490,2,4,0.36114167227969607
490,3,1,1.1748079382971754
490,3,2,1.6643794406261638
490,3,3,1.8913713324789492
490,3,4,5.80603241691991
490,4,1,0.34917539188887425
490,4,2,0.585150638649951
490,4,3,0.7140435523333086
490,4,4,2.5801476309725007
500,1,1,21.337421157824746
500,1,2,19.50447216320526
500,1,3,13.784032138426396
500,1,4,14.316998618460689
500,2,1,7.111450424142165
500,2,2,13.78319724177115
500,2,3,18.11920546065542
500,2,4,47.42195531185794
500,3,1,9.981702846060331
500,3,2,18.72178035259573
500,3,3,25.224873490042857
500,3,4,102.13156630776137
500,4,1,2.2350835319727613
500,4,2,4.958780122427855
500,4,3,7.1744607108753184
500,4,4,34.19301976192
512,1,1,25.253265486340297
512,1,2,21.755158964936367
512,1,3,14.76144567401227
512,1,4,14.490907424584007
512,2,1,10.719965697862166
512,2,2,19.581124292929502
512,2,3,24.714473272251887
512,2,4,61.133977059292484
512,3,1,16.956360732861103
512,3,2,29.97281963723065
512,3,3,38.77341090567645
512,3,4,148.3733787862398
512,4,1,4.115289387936427
512,4,2,8.60466401990349
512,4,3,11.952888923059405
512,4,4,53.840869229883694
520,1,1,26.053368947293656
520,1,2,22.444431328181878
520,1,3,15.229135041901765
520,1,4,14.950025283580729
520,2,1,11.0596081754182
520,2,2,20.201516349735194
520,2,3,25.49750608879847
520,2,4,63.070895144339374
520,3,1,17.49359196400126
520,3,2,30.92245352672707
520,3,3,40.00187540961868
520,3,4,153.07431752006127
520,4,1,4.245674794286888
520,4,2,8.877287038355876
520,4,3,12.331594314681087
520,4,4,55.546718552018625
530,1,1,12.301590712157848
530,1,2,10.597562584899693
530,1,3,7.190724031301027
530,1,4,7.058937082074585
530,2,1,5.222003092423949
530,2,2,9.538527873387437
530,2,3,12.039129554403887
530,2,4,29.78011555759594
530,3,1,8.25993017877986
530,3,2,14.600621051007401
530,3,3,18.887641748111697
530,3,4,72.27693303250493
530,4,1,2.004675622638339
530,4,2,4.191578908705464
530,4,3,5.822595396183393
530,4,4,26.22743332782453
540,1,1,5.400698361435153
540,1,2,4.6525884519071825
540,1,3,3.1569032332541087
540,1,4,3.099045548227866
540,2,1,2.292586723503198
540,2,2,4.1876463834383895
540,2,3,5.2854715116895115
540,2,4,13.074197074066513
540,3,1,3.626310810196039
540,3,2,6.410028754100812
540,3,3,8.292135401610015
540,3,4,31.73133645329485
540,4,1,0.880101492865612
540,4,2,1.840205374553618
540,4,3,2.556261393446367
540,4,4,11.514482924410771
550,1,1,0.07428688391469171
550,1,2,0.07533305075540446
550,1,3,0.057747505085424825
550,1,4,0.06755319543979012
550,2,1,0.016067331805971186
550,2,2,0.034547504981070655
550,2,3,0.04926193443229649
550,2,4,0.14520739503367613
550,3,1,0.019119125729157437
550,3,2,0.03978246409675988
550,3,3,0.058140548653395165
550,3,4,0.2651228054128424
550,4,1,0.003486819550179664
550,4,2,0.008582063166765028
550,4,3,0.013468266828883508
550,4,4,0.07229310411369129
560,1,1,12.667505648830957
560,1,2,12.38949758459933
560,1,3,9.217037884019469
560,1,4,10.305176161447207
560,2,1,3.1962885343306477
560,2,2,6.62839036763203
560,2,3,9.172608509315147
560,2,4,25.841725382397236
560,3,1,4.011609372700687
560,3,2,8.050659571431167
560,3,3,11.41849630186253
560,3,4,49.76548635910063
560,4,1,0.796305907137701
560,4,2,1.890302665337479
560,4,3,2.878997969802857
560,4,4,14.769911597054925
570,1,1,11.811614542435983
570,1,2,11.977955070109306
570,1,3,9.181853308582545
570,1,4,10.740958074926628
570,2,1,2.5547057571494185
570,2,2,5.493053291990234
570,2,3,7.832647574735142
570,2,4,23.087975810354507
570,3,1,3.039940990936034
570,3,2,6.325411791384822
570,3,3,9.244347235889833
570,3,4,42.15452606064195
570,4,1,0.5544043084785666
570,4,2,1.3645480435156392
570,4,3,2.1414544257924777
570,4,4,11.494603554076912
580,1,1,1.5997690734945804
580,1,2,1.7479575890153989
580,1,3,1.434567323726351
580,1,4,1.8771253617721722
580,2,1,0.24549394255409968
580,2,2,0.568740148095986
580,2,3,0.8682624779207901
580,2,4,2.86278002137238
580,3,1,0.26395530496115177
580,3,2,0.5917717454164548
580,3,3,0.925942556301795
580,3,4,4.722931833406599
580,4,1,0.03702473799016824
580,4,2,0.09818709447216027
580,4,3,0.16497448705106382
580,4,4,0.9905162834488466
590,1,1,3.4104486834390446
590,1,2,3.589439460807554
590,1,3,2.8433833654641467
590,1,4,3.5042638290178605
590,2,1,0.6251142954461716
590,2,2,1.3949995143232816
590,2,3,2.0555589925495443
590,2,4,6.383456804020346
590,3,1,0.7064190735994692
590,3,2,1.5255546400179287
590,3,3,2.303967392885318
590,3,4,11.068607707253674
590,4,1,0.11530487051531457
590,4,2,0.29454495385123597
590,4,3,0.4776752141009917
590,4,4,2.7012611597081153
600,1,1,17.531704603867244
600,1,2,17.778599978275448
600,1,3,13.62841120016026
600,1,4,15.942554123790462
600,2,1,3.7918903062091984
600,2,2,8.153211175532675
600,2,3,11.625816526021971
600,2,4,34.26894522794756
600,3,1,4.512113672081157
600,3,2,9.388661526835335
600,3,3,13.72116948220126
600,3,4,62.5689820774308
600,4,1,0.8228894138424004
600,4,2,2.0253669073565472
600,4,3,3.178510971616508
600,4,4,17.06117257083114
610,1,1,43.903548393582795
610,1,2,44.521832996444026
610,1,3,34.12877550548607
610,1,4,39.92393850491595
610,2,1,9.495793097328967
610,2,2,20.417575443812744
610,2,3,29.113803249487226
610,2,4,85.81757046490257
610,3,1,11.29940330593205
610,3,2,23.511436281185087
610,3,3,34.36106425415655
610,3,4,156.68757799898987
610,4,1,2.0607103541561815
610,4,2,5.071999331558131
610,4,3,7.959745695870155
610,4,4,42.72522453119156
620,1,1,12.529062964144284
620,1,2,12.25409323941245
620,1,3,9.116305229549308
620,1,4,10.192551285365814
620,2,1,3.1613564192013506
620,2,2,6.555948942849165
620,2,3,9.072361421781645
620,2,4,25.55930215417431
620,3,1,3.9677666473159827
620,3,2,7.962674220923724
620,3,3,11.293703992552558
620,3,4,49.221601262279854
620,4,1,0.787603110338382
620,4,2,1.8696436198146649
620,4,3,2.8475335111164863
620,4,4,14.608491798180012
630,1,1,15.23186822702111
630,1,2,18.199480589055963
630,1,3,9.761422822219048
630,1,4,8.667245550472131
630,2,1,4.590849182101083
630,2,2,13.488331686973382
630,2,3,16.881345186163994
630,2,4,39.48483514574724
630,3,1,2.4860180364827937
630,3,2,5.027631950624136
