ZONE,HHSIZE,INCOME,TOTHH
1600,4,4,6.030722589115791
1610,1,1,2.300297450240898
1610,1,2,1.981658044330837
1610,1,3,1.3446069326823051
1610,1,4,1.3199638446155733
1610,2,1,0.9764721229735841
1610,2,2,1.7836271633163503
1610,2,3,2.2512193475714586
1610,2,4,5.56863949450981
1610,3,1,1.5445397895279418
1610,3,2,2.7301974323021976
1610,3,3,3.5318354488338946
1610,3,4,13.515198859736696
1610,4,1,0.3748580432575755
1610,4,2,0.7837911780506148
1610,4,3,1.0887780009123418
1610,4,4,4.90431680113792
1621,1,1,3.200329880262768
1621,1,2,2.209683027775048
1621,1,3,1.3170876083137377
1621,1,4,1.0371988542837565
1621,2,1,2.0953197758854256
1621,2,2,3.0675034327525514
1621,2,3,3.401079976757189
1621,2,4,6.748835000726818
1621,3,1,21.95422334692847
1621,3,2,31.10309079670144
1621,3,3,35.345001775700375
1621,3,4,108.50023079119083
1621,4,1,6.525215135923337
1621,4,2,10.93500255977096
1621,4,3,13.343688884228706
1621,4,4,48.216508853798594
1622,1,1,26.39152225410993
1622,1,2,14.58747552564707
1622,1,3,3.825219839403717
1622,1,4,1.5769059398351752
1622,2,1,21.07381089495235
1622,2,2,28.64297803531124
1622,2,3,17.526254384842833
1622,2,4,19.032410820278308
1622,3,1,11.862622175077776
1622,3,2,11.098129308004838
1622,3,3,7.523442561015221
1622,3,4,10.099200523264702
1622,4,1,15.887855660859938
1622,4,2,25.45433537103685
1622,4,3,17.227269159738224
1622,4,4,33.190567546621814
1623,1,1,21.45250107124492
1623,1,2,17.574837102927873
1623,1,3,11.551063540080536
1623,1,4,10.84738398936849
1623,2,1,11.224399865416455
1623,2,2,19.497369302461465
1623,2,3,23.83712015455115
1623,2,4,56.405496732104496
1623,3,1,20.197326510212413
1623,3,2,33.951385267657514
1623,3,3,42.54298309587719
1623,3,4,155.73501535858324
1623,4,1,5.187295307126208
1623,4,2,10.31438098895314
1623,4,3,13.878616279491151
1623,4,4,59.8028249199437
1631,1,1,10.308886701551545
1631,1,2,8.445495650628768
1631,1,3,5.550802907392788
1631,1,4,5.212653395669294
1631,2,1,5.393826394470553
1631,2,2,9.369358400210082
1631,2,3,11.454802875825159
1631,2,4,27.105365161147493
1631,3,1,9.705719159576782
1631,3,2,16.315159846520242
1631,3,3,20.443807051909854
1631,3,4,74.83764356725693
1631,4,1,2.492727511401115
1631,4,2,4.9565216036409065
1631,4,3,6.669296149872205
1631,4,4,28.737933375926257
1632,1,1,28.56843610575424
1632,1,2,26.114321062958172
1632,1,3,18.455287474226452
1632,1,4,19.168870372494595
1632,2,1,9.521441956768127
1632,2,2,18.454169640371376
1632,2,3,24.259602866766425
1632,2,4,63.49272905643201
1632,3,1,13.364391032780777
1632,3,2,25.06638369430872
1632,3,3,33.77330283944627
1632,3,4,136.7428193342805
1632,4,1,2.992528506696863
1632,4,2,6.639255608361741
1632,4,3,9.605805729560844
1632,4,4,45.78065423679286
1633,1,1,5.650730692983076
1633,1,2,4.8679860654214036
1633,1,3,3.303056160719576
1633,1,4,3.2425198791643424
1633,2,1,2.398724997739455
1633,2,2,4.381518901190165
1633,2,3,5.530169266860322
1633,2,4,13.679483975643665
1633,3,1,3.794195569927336
1633,3,2,6.7067893445684446
1633,3,3,8.676030559091961
1633,3,4,33.200379807614055
1633,4,1,0.9208469323501306
1633,4,2,1.925400067819989
1633,4,3,2.674606828328143
1633,4,4,12.04756083757794
1640,1,1,4.520827324558733
1640,1,2,4.758094168977455
1640,1,3,3.769136089103635
1640,1,4,4.645186936139955
1640,2,1,0.8286398800100412
1640,2,2,1.849185402707606
1640,2,3,2.7248107575656757
1640,2,4,8.461791577422321
1640,3,1,0.9364159812830173
1640,3,2,2.022246848395859
1640,3,3,3.054096311499143
1640,3,4,14.67234044915022
1640,4,1,0.15284599114820765
1640,4,2,0.3904433109190803
1640,4,3,0.6331973768315471
1640,4,4,3.5807415372875018
1650,1,1,10.511875565216954
1650,1,2,7.806210638598484
1650,1,3,2.590005449663652
1650,1,4,1.38305575102739
1650,2,1,2.8986719590444414
1650,2,2,5.293202582819356
1650,2,3,4.098015621742081
1650,2,4,5.764583331838763
1650,3,1,1.0796629846802932
1650,3,2,1.3570681242304825
1650,3,3,1.1639990650191063
1650,3,4,2.0240099199370367
1650,4,1,0.83678493705831
1650,4,2,1.8011699183516778
1650,4,3,1.5423875655751589
1650,4,4,3.849296585196812
1660,1,1,4.4859219004546524
1660,1,2,3.595571068656906
1660,1,3,2.332186298175934
1660,1,4,2.1492232907105464
1660,2,1,2.57544797385775
1660,2,2,4.376918521655432
1660,2,3,5.280936284161833
1660,2,4,12.26291809792242
1660,3,1,4.9643991269884395
1660,3,2,8.164565848862123
1660,3,3,10.096439195294773
1660,3,4,36.26952120343582
1660,4,1,1.30352999669916
1660,4,2,2.5358643548255433
1660,4,3,3.3673923123674605
1660,4,4,14.23916440793121
1670,1,1,3.3834495689869826
1670,1,2,2.71191377212258
1670,1,3,1.7590218689632042
1670,1,4,1.6210243463833773
1670,2,1,1.942498895536777
1670,2,2,3.30123515616384
1670,2,3,3.983079061783079
1670,2,4,9.24915009080589
1670,3,1,3.744334934762467
1670,3,2,6.158020004650246
1670,3,3,7.6151109184850405
1670,3,4,27.35582531445583
1670,4,1,0.9831709297137728
1670,4,2,1.912643454063333
1670,4,3,2.5398128457686786
1670,4,4,10.739708748354895
1680,1,1,6.385666661284966
1680,1,2,5.231420382778144
1680,1,3,3.4383515985064617
1680,1,4,3.228890564928752
1680,2,1,3.341115135036417
1680,2,2,5.8036916406159635
1680,2,3,7.095485182191294
1680,2,4,16.789963035042774
1680,3,1,6.012044661600192
1680,3,2,10.106151645820235
1680,3,3,12.663572789239705
1680,3,4,46.35692091413082
1680,4,1,1.5440781750784243
1680,4,2,3.0702340297856647
1680,4,3,4.131183445062543
1680,4,4,17.801229985897642
1690,1,1,0.07773809697492359
1690,1,2,0.05339939344292238
1690,1,3,0.03172980370984443
1690,1,4,0.024751828970634764
1690,2,1,0.040042967023086684
1690,2,2,0.0583214322013027
1690,2,3,0.06446238137476647
1690,2,4,0.1267099899678173
1690,3,1,0.6053203687577589
1690,3,2,0.8531746510699639
1690,3,3,0.9665154057061125
1690,3,4,2.9390297381222
1690,4,1,0.18057985524423079
1690,4,2,0.3010651872858112
1690,4,3,0.36623844920927645
1690,4,4,1.3109204429393473
1701,1,1,158.732239894
1701,1,2,65.206622862
1701,1,3,3.374091496
1701,1,4,1.687045748
1701,2,1,0.0
1701,2,2,0.0
1701,2,3,0.0
1701,2,4,0.0
1701,3,1,0.0
1701,3,2,0.0
1701,3,3,0.0
1701,3,4,0.0
1701,4,1,0.0
1701,4,2,0.0
1701,4,3,0.0
1701,4,4,0.0
1702,1,1,1.9224648025003845
1702,1,2,1.4199586807103854
1702,1,3,0.8790132735288148
1702,1,4,0.7528073411892798
1702,2,1,1.5558312015480065
1702,2,2,2.4365722769368676
1702,2,3,2.8057316290269703
1702,2,4,6.054790789804613
1702,3,1,4.510712741640559
1702,3,2,6.836167839623046
1702,3,3,8.068117581420827
1702,3,4,26.934934312896317
1702,4,1,1.2737244563110504
1702,4,2,2.2833980087297006
1702,4,3,2.8938344260233904
1702,4,4,11.371940556109786
1710,1,1,0.21377976668103985
1710,1,2,0.14684833196803654
1710,1,3,0.08725696020207216
1710,1,4,0.0680675296692456
1710,2,1,0.11011815931348833
1710,2,2,0.16038393855358238
1710,2,3,0.1772715487806077
1710,2,4,0.3484524724114976
1710,3,1,1.6646310140838374
1710,3,2,2.3462302904424
1710,3,3,2.65791736569181
1710,3,4,8.082331779836052
1710,4,1,0.49659460192163474
1710,4,2,0.8279292650359811
1710,4,3,1.00715573532551
1710,4,4,3.605031218083206
1720,1,1,147.64789711443373
1720,1,2,149.57257847849476
1720,1,3,74.58604714742172
1720,1,4,50.27130415912104
1720,2,1,15.482788716631624
1720,2,2,38.56854840876293
1720,2,3,44.87800953353485
1720,2,4,79.68038983273252
1720,3,1,7.779174489684682
1720,3,2,13.338641811314307
1720,3,3,17.195222155284736
1720,3,4,37.73908340926001
1720,4,1,2.3578546132499683
1720,4,2,6.923449264428029
1720,4,3,8.910591682758714
1720,4,4,28.068419182886423
1730,1,1,6.418705106064938
1730,1,2,6.063382744111598
1730,1,3,4.390208019266707
1730,1,4,4.718998712073848
1730,2,1,1.8704794312297301
1730,2,2,3.7464505856727506
1730,2,3,5.045883594354104
1730,2,4,13.6667921243005
1730,3,1,2.4804677240517132
1730,3,2,4.807855172542521
1730,3,3,6.636838779730043
1730,3,4,27.808740385101746
1730,4,1,0.5263638386536204
1730,4,2,1.2068197976731332
1730,4,3,1.7888951066491532
1730,4,4,8.823118778523902
1740,1,1,13.577594285382943
1740,1,2,12.035255058904506
1740,1,3,8.323913835442912
1740,1,4,8.390158818308246
1740,2,1,5.1289319714406325
1740,2,2,9.639597978166881
1740,2,3,12.401616651547954
1740,2,4,31.498183565538355
1740,3,1,7.634204654656526
1740,3,2,13.885019880839215
1740,3,3,18.308744292683294
1740,3,4,71.93768444189179
1740,4,1,1.7863491775198945
1740,4,2,3.843152749089403
1740,4,3,5.441670715325835
1740,4,4,25.16792167426161
1750,1,1,0.5339820348209938
1750,1,2,0.41212846075891135
1750,1,3,0.2614936573848424
1750,1,4,0.23320950275037805
1750,2,1,0.36060820462049714
1750,2,2,0.5901210094577483
1750,2,3,0.6964929620059389
1750,2,4,1.5651876667007216
1750,3,1,0.8063767573186167
1750,3,2,1.2770097083131757
1750,3,3,1.5447653774035108
1750,3,4,5.370353826896131
1750,4,1,0.21935574023989232
1750,4,2,0.41090723247016453
1750,4,3,0.5337583382057082
1750,4,4,2.1842495036527674
1760,1,1,24.656575560153037
1760,1,2,22.53850116637053
1760,1,3,15.928214915514948
1760,1,4,16.54408729244346
1760,2,1,8.217676045675391
1760,2,2,15.927250146046665
1760,2,3,20.93774853231293
1760,2,4,54.79870391592472
1760,3,1,11.534412177669713
1760,3,2,21.634057296332838
1760,3,3,29.148742699605087
1760,3,4,118.01869884452424
1760,4,1,2.5827631925018575
1760,4,2,5.730145919249967
1760,4,3,8.290487932567036
1760,4,4,39.511933947107536
1770,1,1,2.072082662026313
1770,1,2,1.83670559131876
1770,1,3,1.2703161676579544
1770,1,4,1.2804258437578837
1770,2,1,0.7827285739547956
1770,2,2,1.4711033059049854
1770,2,3,1.8926161958185626
1770,2,4,4.8069517087970155
1770,3,1,1.165059344887341
1770,3,2,2.118999017959398
1770,3,3,2.7941055547066878
1770,3,4,10.97844180237706
1770,4,1,0.27261553713155023
1770,4,2,0.5865052388168567
1770,4,3,0.8304557718167946
1770,4,4,3.840887645068036
1781,1,1,0.07428688391469171
1781,1,2,0.07533305075540446
1781,1,3,0.057747505085424825
1781,1,4,0.06755319543979012
1781,2,1,0.016067331805971186
1781,2,2,0.034547504981070655
1781,2,3,0.04926193443229649
1781,2,4,0.14520739503367613
1781,3,1,0.019119125729157437
1781,3,2,0.03978246409675988
1781,3,3,0.058140548653395165
1781,3,4,0.2651228054128424
1781,4,1,0.003486819550179664
1781,4,2,0.008582063166765028
1781,4,3,0.013468266828883508
1781,4,4,0.07229310411369129
1782,1,1,11.823478596690055
1782,1,2,8.320542086629962
1782,1,3,2.849744585410665
1782,1,4,1.2936908719113551
1782,2,1,7.226708379212766
1782,2,2,12.50565011864302
1782,2,3,9.994366499203243
1782,2,4,11.951850467788674
1782,3,1,3.333715895508737
1782,3,2,3.970894243917568
1782,3,3,3.5158732180207504
1782,3,4,5.197311883259889
1782,4,1,2.539807160588441
1782,4,2,5.180693174809451
1782,4,3,4.579526809365343
1782,4,4,9.716146009040084
1783,1,1,15.548300425670112
1783,1,2,12.00021106327418
1783,1,3,7.614080023852761
1783,1,4,6.790511991849246
1783,2,1,10.500062428655653
1783,2,2,17.182935275387376
1783,2,3,20.28023624664352
1783,2,4,45.574582059815135
1783,3,1,23.479793816042086
1783,3,2,37.18351797735425
1783,3,3,44.97993304792574
1783,3,4,156.37206731256387
1783,4,1,6.3871230246321575
1783,4,2,11.9646517689842
1783,4,3,15.541786906577965
1783,4,4,63.60020613577175
1790,1,1,28.447742826497567
1790,1,2,23.872131544669678
1790,1,3,15.926195627624782
1790,1,4,15.272286890215884
1790,2,1,13.460079719473104
1790,2,2,23.94917347022354
1790,2,3,29.72066209799886
1790,2,4,71.81499077937994
1790,3,1,22.67814183829602
1790,3,2,39.048206329604
1790,3,3,49.66628912600017
1790,3,4,185.65601725384852
1790,4,1,5.675255757733303
1790,4,2,11.558930281502791
1790,4,3,15.78740775837618
1790,4,4,69.4664880765556
1810,1,1,27.100660079659935
1810,1,2,24.022175760142723
1810,1,3,16.61439829805272
1810,1,4,16.746622219675487
1810,2,1,10.237265822514034
1810,2,2,19.240482711441523
1810,2,3,24.753427613732264
1810,2,4,62.869868401897804
1810,3,1,15.237749852868655
1810,3,2,27.714276629626863
1810,3,3,36.543959491821674
1810,3,4,143.5864625205631
1810,4,1,3.5655242619573815
1810,4,2,7.670871149788891
1810,4,3,10.861487331393336
1810,4,4,50.234767357863525
1820,1,1,1.710732928139486
1820,1,2,1.3711923566911928
1820,1,3,0.8893930798128564
1820,1,4,0.8196190515421575
1820,2,1,0.9821623629118539
1820,2,2,1.6691638430041895
1820,2,3,2.013916379553242
1820,2,4,4.676536562767024
1820,3,1,1.8932030569023706
1820,3,2,3.1136056203287747
1820,3,3,3.8503369812564796
1820,3,4,13.83159706910688
1820,4,1,0.4971088970462898
1820,4,2,0.9670669149758429
1820,4,3,1.284175034377422
1820,4,4,5.430189816583937
1830,1,1,32.78640175352032
1830,1,2,37.171582430013366
1830,1,3,31.673319898142584
1830,1,4,44.37861596160134
1830,2,1,4.156100627976969
1830,2,2,9.990859685363171
1830,2,3,15.835526241501613
1830,2,4,55.90842631984151
1830,3,1,4.260842806265313
1830,3,2,9.912039915748549
1830,3,3,16.102205148849663
1830,3,4,87.94695584397834
1830,4,1,0.4789542212373996
1830,4,2,1.317953595874916
1830,4,3,2.2990848065061265
1830,4,4,14.781130374578783
1841,1,1,113.186081322
1841,1,2,158.56157316600002
1841,1,3,178.97549151
1841,1,4,551.276853
1841,2,1,0.0
1841,2,2,0.0
1841,2,3,0.0
1841,2,4,0.0
1841,3,1,0.0
1841,3,2,0.0
1841,3,3,0.0
1841,3,4,0.0
1841,4,1,0.0
1841,4,2,0.0
1841,4,3,0.0
1841,4,4,0.0
1842,1,1,12.187023954870655
1842,1,2,9.984148704387044
1842,1,3,6.562082789306452
1842,1,4,6.162327091236574
1842,2,1,6.3765073165400885
1842,2,2,11.076326529803014
1842,2,3,13.54171028235201
1842,2,4,32.0435895832189
1842,3,1,11.47396758945919
1842,3,2,19.287557389408548
1842,3,3,24.168387284039174
1842,3,4,88.47203207141307
1842,4,1,2.946868151130064
1842,4,2,5.859531612401397
1842,4,3,7.884350104302368
1842,4,4,33.973589254131454
1850,1,1,5.249457512864192
1850,1,2,3.928645552761102
1850,1,3,2.4498063839101456
1850,1,4,2.1246993277338517
1850,2,1,4.0358734078225025
1850,2,2,6.404208611245068
1850,2,3,7.428506155724917
1850,2,4,16.234234212871566
1850,3,1,10.666060024052824
1850,3,2,16.37882274151526
1850,3,3,19.472036398103338
1850,3,4,65.83129231661509
1850,4,1,2.979521738260483
1850,4,2,5.412074943478571
1850,4,3,6.909156827261595
1850,4,4,27.495603642779486
1861,1,1,10.149437575854119
1861,1,2,7.707479769213402
1861,1,3,4.84564724988383
1861,1,4,4.259502594654468
1861,2,1,7.3446177338681355
1861,2,2,11.826034061201907
1861,2,3,13.830109888751798
1861,2,4,30.633549674534386
1861,3,1,17.806635604228767
1861,3,2,27.746136885595423
1861,3,3,33.25689524049087
1861,3,4,113.95780713203587
1861,4,1,4.913126402048986
1861,4,2,9.055598831989267
1861,4,3,11.655446400873497
1861,4,4,47.011974598775275
1862,1,1,4.436384331463447
1862,1,2,3.722824372721798
1862,1,3,2.483667163793576
1862,1,4,2.3816910423648574
1862,2,1,2.0990799562522366
1862,2,2,3.734838949536467
1862,2,3,4.634894250009468
1862,2,4,11.199443899678228
1862,3,1,3.5366234056506665
1862,3,2,6.089511276481654
1862,3,3,7.745385924794239
1862,3,4,28.95278725662911
1862,4,1,0.8850479236336504
1862,4,2,1.802598452260081
1862,4,3,2.462023396402717
1862,4,4,10.833198301327801
1870,1,1,22.57938342323639
1870,1,2,18.498028935182848
1870,1,3,12.157831469228734
1870,1,4,11.417188206708861
1870,2,1,11.814008418658183
1870,2,2,20.52155018021723
1870,2,3,25.08926459846726
1870,2,4,59.36843138534736
1870,3,1,21.25827556814186
1870,3,2,35.73482379339049
1870,3,3,44.777731235154754
1870,3,4,163.91564846107693
1870,4,1,5.459779690963578
1870,4,2,10.856186994209441
1870,4,3,14.607648652149248
1870,4,4,62.94421844686684
1880,1,1,3.1930814845383746
1880,1,2,2.424825095932307
1880,1,3,1.5244732920982844
1880,1,4,1.3400682320261252
1880,2,1,2.3106662533517732
1880,2,2,3.720550041726443
1880,2,3,4.3510458076971945
1880,2,4,9.63752124592093
1880,3,1,5.602087605824779
1880,3,2,8.729121716816538
1880,3,3,10.462843446446568
1880,3,4,35.85189437861802
1880,4,1,1.5457026882850744
1880,4,2,2.848952441524714
1880,4,3,3.666882013757956
1880,4,4,14.790284143434917
1890,1,1,0.28509656111949777
1890,1,2,0.2165022407082417
1890,1,3,0.13611368679448962
1890,1,4,0.11964894928804695
1890,2,1,0.20630948690640835
1890,2,2,0.3321919680112895
1890,2,3,0.3884862328301067
1890,2,4,0.8604929683857975
1890,3,1,0.5001863933772124
1890,3,2,0.7793858675729052
1890,3,3,0.9341824505755862
1890,3,4,3.201061998090895
1890,4,1,0.1380091685968816
1890,4,2,0.2543707537075636
1890,4,3,0.32740017979981734
1890,4,4,1.3205610842352609
1900,1,1,16.56934421261523
1900,1,2,13.574339163156356
1900,1,3,8.921735847105005
1900,1,4,8.378232380893564
1900,2,1,8.669429468035672
1900,2,2,15.059252165519844
1900,2,3,18.411160897581325
1900,2,4,43.56611323471884
1900,3,1,15.599880592518149
1900,3,2,26.223151656147927
1900,3,3,32.85907449234093
1900,3,4,120.28560524777734
1900,4,1,4.006529643830944
1900,4,2,7.96655496617587
1900,4,3,10.719475997972742
1900,4,4,46.19011963661024
1910,1,1,3.9762554719761423
1910,1,2,3.1244543514245726
1910,1,3,2.003071706226159
1910,1,4,1.8146116487505375
1910,2,1,2.4856242659298773
1910,2,2,4.141282871908161
1910,2,3,4.9386052303511025
1910,2,4,11.273431005222324
1910,3,1,5.150282544798632
1910,3,2,8.30388251007051
1910,3,3,10.149468129707191
1910,3,4,35.841466551311754
1910,4,1,1.3782562322953489
1910,4,2,2.6285648115967555
1910,4,3,3.44995425871555
1910,4,4,14.340788294715383
1920,1,1,18.376101502707037
1920,1,2,16.28867853353743
1920,1,3,11.265698644756071
1920,1,4,11.35535550911597
1920,2,1,6.9415665637570045
1920,2,2,13.046363528683687
1920,2,3,16.78451731554884
1920,2,4,42.6300717332788
1920,3,1,10.332236821764054
1920,3,2,18.792175501376764
1920,3,3,24.779304524635624
1920,3,4,97.36144440529128
1920,4,1,2.417669368771906
1920,4,2,5.201375407402124
1920,4,3,7.364831450059466
1920,4,4,34.0626088523139
1930,1,1,5.900763024531002
1930,1,2,5.083383678935624
1930,1,3,3.4492090881850452
1930,1,4,3.385994210100818
1930,2,1,2.5048632719757147
1930,2,2,4.575391418941941
1930,2,3,5.77486702203113
1930,2,4,14.284770877220815
1930,3,1,3.9620803296586344
1930,3,2,7.003549935036073
1930,3,3,9.059925716573908
1930,3,4,34.66942316193325
1930,4,1,0.96159237183465
1930,4,2,2.0105947610863595
1930,4,3,2.79295226320992
1930,4,4,12.580638750745102
1940,1,1,23.40036843312789
1940,1,2,23.729910987952405
1940,1,3,18.190464101908823
1940,1,4,21.279256563533885
1940,2,1,5.061209518880924
1940,2,2,10.882464069037253
1940,2,3,15.517509346173398
1940,2,4,45.740329435607975
1940,3,1,6.022524604684595
1940,3,2,12.531476190479358
1940,3,3,18.31427282581948
1940,3,4,83.51368370504535
1940,4,1,1.098348158306594
1940,4,2,2.703349897530983
1940,4,3,4.242504051098306
1940,4,4,22.772327795812753
1950,1,1,1.0602352612188757
1950,1,2,0.7934702840551978
1950,1,3,0.49478848147938914
1950,1,4,0.4291264652073297
1950,2,1,0.8151271414813925
1950,2,2,1.2934608525174769
1950,2,3,1.5003386816981368
1950,2,4,3.27883548141741
1950,3,1,2.1542288718530327
1950,3,2,3.3080380906508657
1950,3,3,3.9327758242474733
1950,3,4,13.295975295473985
1950,4,1,0.6017753264466983
1950,4,2,1.0930791757764606
1950,4,3,1.3954454675750019
1950,4,4,5.553299257901275
1961,1,1,9.51589541681681
1961,1,2,7.795842139041935
1961,1,3,5.1238180683625725
1961,1,4,4.811680057540888
1961,2,1,4.978916671818972
1961,2,2,8.648638523270842
1961,2,3,10.573664193069376
1961,2,4,25.02033707182845
1961,3,1,8.95912537807088
1961,3,2,15.060147550634072
1961,3,3,18.871206509455245
1961,3,4,69.08090175439101
1961,4,1,2.300979241293338
1961,4,2,4.575250711053145
1961,4,3,6.156273369112807
1961,4,4,26.52732311623963
1962,1,1,4.893743540892669
1962,1,2,4.10662069980652
1962,1,3,2.7397153250094086
1962,1,4,2.627226201371543
1962,2,1,2.3154799517421587
1962,2,2,4.119873892787652
1962,2,3,5.112718399494981
1962,2,4,12.35402574500588
1962,3,1,3.9012237567486734
1962,3,2,6.717295944160175
1962,3,3,8.543879319102922
1962,3,4,31.93761068514758
1962,4,1,0.9762899776165012
1962,4,2,1.988433344245657
1962,4,3,2.7158402413926868
1962,4,4,11.950022868475001
1970,1,1,5.0181499225424915
1970,1,2,4.022164246294165
1970,1,3,2.6088863674510443
1970,1,4,2.40421588452366
1970,2,1,2.8810095978747716
1970,2,2,4.896213939478955
1970,2,3,5.907488046689511
1970,2,4,13.717840584116598
1970,3,1,5.553395633580287
1970,3,2,9.133243152964408
1970,3,3,11.294321811685673
1970,3,4,40.57268473604685
1970,4,1,1.45818609800245
1970,4,2,2.8367296172624714
1970,4,3,3.7669134341737696
1970,4,4,15.928556795312872
1981,1,1,0.9690987928067404
1981,1,2,0.9478304163081452
1981,1,3,0.7051285812911068
1981,1,4,0.7883741325697317
1981,2,1,0.24452480590507691
1981,2,2,0.5070899734800459
1981,2,3,0.7017296127344921
1981,2,4,1.9769625975604441
1981,3,1,0.306899077692949
1981,3,2,0.6158974535521112
1981,3,3,0.8735461651698111
1981,3,4,3.8071956777454035
1981,4,1,0.06091957759523398
1981,4,2,0.1446133186596978
1981,4,3,0.22025121080459012
1981,4,4,1.1299385921244205
1982,1,1,6.161956901822341
1982,1,2,5.820847434347135
1982,1,3,4.214599698496037
1982,1,4,4.530238763590895
1982,2,1,1.7956602539805404
1982,2,2,3.5965925622458403
1982,2,3,4.844048250579936
1982,2,4,13.120120439328476
1982,3,1,2.381249015089645
1982,3,2,4.615540965640821
1982,3,3,6.371365228540841
1982,3,4,26.696390769697675
1982,4,1,0.5053092851074755
1982,4,2,1.1585470057662077
1982,4,3,1.7173393023831869
1982,4,4,8.470194027382947
1983,1,1,5.091838775665137
1983,1,2,4.171459390189106
1983,1,3,2.741692124299271
1983,1,4,2.574670907982406
1983,2,1,2.664157166499626
1983,2,2,4.627780262451943
1983,2,3,5.657837857695017
1983,2,4,13.388075099838035
1983,3,1,4.793917965458978
1983,3,2,8.058500005163847
1983,3,3,10.097750851550613
1983,3,4,36.964342166823265
1983,4,1,1.2312257343762592
1983,4,2,2.448160468195103
1983,4,3,3.2941462764550984
1983,4,4,14.194444825356292
1984,1,1,1.6250503983811369
1984,1,2,1.234062772036978
1984,1,3,0.7758480147285913
1984,1,4,0.6819990109418674
1984,2,1,1.175964075366527
1984,2,2,1.8934942176643503
1984,2,3,2.2143715271316085
1984,2,4,4.904809919799047
1984,3,1,2.8510624422501105
1984,3,2,4.442499445165559
1984,3,3,5.324839968280844
1984,3,4,18.2460533891181
1984,4,1,0.786652261002225
1984,4,2,1.4499132961331125
1984,4,3,1.8661810248589594
1984,4,4,7.527198180140985
1985,1,1,16.75156484708794
1985,1,2,16.383925767612222
1985,1,3,12.18865119088913
1985,1,4,13.627610005848219
1985,2,1,4.226785930644902
1985,2,2,8.765412398726511
1985,2,3,12.12989759155336
1985,2,4,34.173210614973385
1985,3,1,5.304969771549549
1985,3,2,10.646227411400778
1985,3,3,15.099869426506734
1985,3,4,65.81009671531339
1985,4,1,1.0530384127176162
1985,4,2,2.4997445082604908
1985,4,3,3.8071995010507726
1985,4,4,19.531795663864983
1990,1,1,7.574072025156626
1990,1,2,7.154791638051685
1990,1,3,5.180445462734712
1990,1,4,5.568418480247142
1990,2,1,2.207165728851081
1990,2,2,4.420811691093846
1990,2,3,5.95414264133784
1990,2,4,16.126814706674587
1990,3,1,2.9269519143810205
1990,3,2,5.673269103600174
1990,3,3,7.831469760081449
1990,3,4,32.814313654420054
1990,4,1,0.6211093296112721
1990,4,2,1.4240473612542974
1990,4,3,2.1108962258460005
1990,4,4,10.411280158658208
2000,1,1,14.650516778318785
2000,1,2,16.00761160466734
2000,1,3,13.137616543599218
2000,1,4,17.190516470966216
2000,2,1,2.2482076844428067
2000,2,2,5.208462408879028
2000,2,3,7.951456376748289
2000,2,4,26.217038090462854
2000,3,1,2.4172748980652843
2000,3,2,5.4193833527612165
2000,3,3,8.479684462974335
2000,3,4,43.25211257961833
2000,4,1,0.3390686531731196
2000,4,2,0.8991870756924153
2000,4,3,1.5108189866781634
2000,4,4,9.071043858952596
2010,1,1,4.148943002910367
2010,1,2,3.7925362539565795
2010,1,3,2.6802284713606883
2010,1,4,2.7838608424784668
2010,2,1,1.3827820269165327
2010,2,2,2.6800661303443913
2010,2,3,3.5231788395718886
2010,2,4,9.22093575508349
2010,3,1,1.9408866645117313
2010,3,2,3.6403461796713916
2010,3,3,4.904836511952778
2010,3,4,19.8589156709536
2010,4,1,0.4345995756613702
2010,4,2,0.9642072460276386
2010,4,3,1.395034027114645
2010,4,4,6.6486427314844425
2020,1,1,8.514225108230644
2020,1,2,8.32736722899299
2020,1,3,6.195058249914724
2020,1,4,6.926429879005497
2020,2,1,2.148325080451747
2020,2,2,4.455147624146118
2020,2,3,6.165195883310179
2020,2,4,17.369028535709614
2020,3,1,2.6963276111594805
2020,3,2,5.411099056207835
2020,3,3,7.674727022563342
2020,3,4,33.44893345447747
2020,4,1,0.5352220031581268
2020,4,2,1.2705312996530598
2020,4,3,1.935064209211757
2020,4,4,9.927317630807408
2030,1,1,10.106315982127434
2030,1,2,9.884517198642085
2030,1,3,7.353483776321543
2030,1,4,8.221615953941486
2030,2,1,2.5500444044386583
2030,2,2,5.288224009149049
2030,2,3,7.318037389945416
2030,2,4,20.6168956602732
2030,3,1,3.2005189530836113
2030,3,2,6.422930587043445
2030,3,3,9.10983857962803
2030,3,4,39.70361206791635
2030,4,1,0.6353041663502972
2030,4,2,1.50811032316542
2030,4,3,2.296905484105012
2030,4,4,11.78364531786896
2040,1,1,55.127608563143575
2040,1,2,40.84714364328141
2040,1,3,17.977256411440834
2040,1,4,10.521313469608002
2040,2,1,28.18747858645041
2040,2,2,51.35800681304137
2040,2,3,52.74296769727218
2040,2,4,81.31420361595085
2040,3,1,12.825925677082225
2040,3,2,16.085502820847942
2040,3,3,18.30151032818676
2040,3,4,34.87823300901944
2040,4,1,9.203271153323785
2040,4,2,19.765851753829285
2040,4,3,22.45203302010024
2040,4,4,61.411692904421685
2050,1,1,3.008123704886299
2050,1,2,2.3637176397733723
2050,1,3,1.5153672907971805
2050,1,4,1.3727931603591021
2050,2,1,1.8804287924860812
2050,2,2,3.132970520487045
2050,2,3,3.736162217743877
