,Type,Item,NumObs,TotCnt,TotMod,AvgCnt,AvgMod,Tstat,AvgErr,PctErr,PctRMSE,MAPE,CorrCoef,SumSqErr,MeanSqErr,Miles,kVMT,kVHT_FF,kVHT_CTime
0,Areawide,All,383,207554.9195732,205311.68213667753,541.9188500605744,536.0618332550328,-0.12505154110485453,-5.857016805541662,-1.0807922265274548,49.68170611648377,53.55702440130644,0.9182305611952426,27762610.009632446,72487.2324011291,112.864194760986,57.93659870738536,84.21723705452806,91.14092649532093
1,Freeways,All,9,25915.112399999998,28434.529791251072,2879.456933333333,3159.392199027897,0.6327116601569737,279.9352656945639,9.721807694150982,20.864868837843115,16.065526027245088,0.9135662358931597,3248590.7406987976,360954.52674431086,5.374999999999999,18.180116462858724,17.749859138481,18.884664376606647
2,Non-Freeways,All,374,181639.8071732,176877.15234542644,485.66793361818185,472.9335624209263,-0.3423042293608303,-12.734371197255541,-2.6220325279426286,52.71473534518118,54.459226233837335,0.8753626637550125,24514019.268933646,65545.5060666675,107.48919476098601,39.75648224452662,66.46737791604706,72.25626211871426
3,Urban,All,247,153255.437815,145798.891884522,620.4673595748989,590.2789145122348,-0.5245608012330821,-30.188445062664073,-4.865436448316491,47.66490725141419,55.79842659052532,0.8987677846219994,21603908.91408796,87465.21827565975,46.16856645907733,33.52029809122401,53.10193924279048,58.10345263133197
4,Rural,All,136,54299.4817582,59512.79025215552,399.2608952808824,437.59404597173176,0.48782295284495125,38.33315069084938,9.601028085628517,53.2989106623715,49.48624248412216,0.9541747219230542,6158701.095544489,45284.5668790036,66.69562830190867,24.416300616161344,31.115297811737577,33.03747386398896
5,Interstates,All,6,17763.258,19248.835155569872,2960.543,3208.139192594979,0.6264358794064626,247.59619259497867,8.363202040807334,18.960123736953218,14.563040797550011,0.7593122012375124,1890498.475975812,315083.079329302,4.5169999999999995,15.00034042257474,14.113533823711961,15.070699921207067
6,Non-Interstate Freeway,All,3,8151.8544,9185.6946356812,2717.2848,3061.8982118937333,0.2776019250542961,344.6134118937334,12.682270621531222,24.761038248627436,19.070496486635243,0.9982829756113755,1358092.2647229854,452697.4215743285,0.8580000000000001,3.1797760402839854,3.6363253147690378,3.8139644553995824
7,Principal Arterial,All,16,22036.142547000003,21924.65845527996,1377.2589091875002,1370.2911534549976,-0.026476588173900046,-6.96775573250261,-0.5059147329541086,27.543412319420728,15.880174517910323,0.8717954997168482,2302431.140047416,143901.9462529635,3.2569999999999997,4.703353922669526,7.3184512780460285,8.169562729332862
8,Minor Arterial,All,138,91446.3346924,79693.30012416575,662.6545992202899,577.4876820591721,-1.347290280366622,-85.1669171611178,-12.852384524506302,46.6483264893517,45.18626325248693,0.8388881666786298,13186382.085936079,95553.4933763484,25.04,13.732494825479545,24.71067979561542,27.34171399667392
9,Major Collector,All,144,51317.936568799996,50741.719326969105,356.3745595055555,352.3730508817299,-0.08374417265269295,-4.0015086238256,-1.1228379010492249,56.77194760814876,53.90793877030063,0.8943888991472053,5894452.410625704,40933.69729601183,51.71700666467267,14.947868711798415,24.34782003459616,26.438071837342388
