,Type,Item,NumObs,TotCnt,TotMod,AvgCnt,AvgMod,Tstat,AvgErr,PctErr,PctRMSE,MAPE,CorrCoef,SumSqErr,MeanSqErr,Miles,kVMT,kVHT_FF,kVHT_CTime
0,AADT < 5k,All,631,117489.50699999998,59435.6600167907,186.19573217115686,94.19280509792505,-15.13534012444057,-92.00292707323182,-49.4119419389591,84.3215892884835,inf,0.3263491521135898,15554153.14503935,24650.0049842145,224.816,15.603661054665592,26.428025309222495,26.9009753083858
1,AADT 5k to 10k,All,163,97595.688,42109.79886324094,598.7465521472392,258.3423243143616,-21.881823125460652,-340.4042278328776,-56.85280802237805,63.85760810220793,58.086930789439194,0.22730698929750548,23828623.20990897,146187.87245342927,28.345,7.3156935255182365,13.618952939753218,14.488939638946515
2,AADT 10k to 20k,All,52,58668.651999999995,22175.313371694952,1128.2433076923076,426.44833407105676,-18.40506827961757,-701.7949736212508,-62.20244949262691,65.10695636877428,62.47858748987804,0.38203113093005786,28058449.12510513,539585.5600981757,14.627000000000002,6.092172919980109,10.169590010055781,10.825029281443816
3,AADT 20k to 40k,All,14,33803.592,8079.519631804522,2414.5422857142853,577.1085451288944,-14.26360413115388,-1837.4337405853908,-76.09863581419239,78.02089136877379,75.57264105855474,0.48687092023903583,49684335.098219,3548881.078444214,7.549999999999999,4.3374282652219645,4.562578974058751,4.599888320084727
4,AADT 40k to 80k,All,1196,6305053.1620000005,661169.3970917664,5271.783580267559,552.8172216486341,-303.4234092775938,-4718.966358618925,-89.51365864642386,90.09293402204501,89.39234900763782,-0.09160584779922337,26979120453.946423,22557793.021694332,1279.9309999999998,707.5313139647321,707.5820505003335,715.7320827509823
5,AADT > 80k,All,12,79518.5,6633.433680757878,6626.541666666667,552.7861400631565,-32.91580088780475,-6073.755526603511,-91.65799948344363,92.12211497271463,91.58714547944061,-4.1359030627651384e-25,447180556.85108495,37265046.40425708,12.851999999999999,7.1044074720916885,7.104407472091689,7.186219820821036
6,WithCounts,All,2068,6692129.101,799603.1226560555,3236.0392171179883,386.65528174857616,-52.05687833311649,-2849.383935369412,-88.05158850661486,112.7768449945715,inf,0.9047489908425687,27543426571.375782,13318871.649601443,1568.121,747.9846772022096,769.4656052055154,779.7331351206642
21,AADT < 5k,FSUTMS RMSE,631,117489.50699999998,59435.6600167907,186.19573217115686,94.19280509792505,-15.13534012444057,-92.00292707323182,-49.4119419389591,84.3215892884835,inf,0.3263491521135898,15554153.14503935,24650.0049842145,224.816,15.603661054665592,26.428025309222495,26.9009753083858
22,AADT 5k to 10k,FSUTMS RMSE,163,97595.688,42109.79886324094,598.7465521472392,258.3423243143616,-21.881823125460652,-340.4042278328776,-56.85280802237805,63.85760810220793,58.086930789439194,0.22730698929750548,23828623.20990897,146187.87245342927,28.345,7.3156935255182365,13.618952939753218,14.488939638946515
23,AADT 10k to 15k,FSUTMS RMSE,43,46210.256,17105.200065380002,1074.65711627907,397.79535035767447,-17.385018286592246,-676.8617659213954,-62.98397467138031,66.08138367676874,63.24861736007361,0.3385161524660772,21685355.668430436,504310.5969402427,13.233,5.359714670283938,9.144093470799117,9.729225394723512
