,Type,Item,NumObs,TotCnt,TotMod,AvgCnt,AvgMod,Tstat,AvgErr,PctErr,PctRMSE,MAPE,CorrCoef,SumSqErr,MeanSqErr,Miles,kVMT,kVHT_FF,kVHT_CTime
0,AADT < 5k,All,631,825748.3400000001,701049.2642230557,1308.6344532488115,1111.0130970254447,-4.257768965706391,-197.62135622336677,-15.10134138167864,70.87568856962886,inf,0.3976820069886986,542826000.748148,860263.075670599,224.816,215.32519275173783,356.3089119222099,361.3867172153947
1,AADT 5k to 10k,All,163,717283.165,385608.7096058768,4400.510214723927,2365.6976049440295,-17.913733827752754,-2034.8126097798972,-46.24037919447381,55.29805997899326,47.41901860508939,0.15164978366919282,965191440.2428155,5921419.878790279,28.345,63.430948203225654,120.98968383960708,128.7088925492555
2,AADT 10k to 20k,All,52,441438.24199999997,164507.09315726094,8489.19696153846,3163.597945331941,-21.51098269907857,-5325.599016206519,-62.733837373957975,64.94032734058925,62.4601969977135,0.36756993724442777,1580394502.7981508,30392201.976887517,14.627000000000002,44.70656138098944,83.40968577224614,89.55485006392001
3,AADT 20k to 40k,All,14,275282.771,58882.96846094893,19663.05507142857,4205.926318639209,-13.879739219841362,-15457.128752789362,-78.61000590518289,79.88084485888947,78.93778866814475,0.861277850798151,3453944270.1370373,246710305.00978836,7.549999999999999,35.55051260150221,36.91379344284296,37.22012116016655
4,AADT 40k to 80k,All,1196,54154474.864999995,6141130.514035978,45279.6612583612,5134.724510063527,-383.83983683993915,-40144.936748297674,-88.65997587577941,89.01590048435041,88.58766174322135,0.1472662952179429,1942999536841.2446,1624581552.5428467,1279.9309999999998,6575.484207974802,6575.629715832635,6651.36055699249
5,AADT > 80k,All,12,680971.7919999999,61651.26589657626,56747.64933333333,5137.605491381355,-66.3022743005837,-51610.04384195197,-90.94657567011582,91.06029145740715,90.92834873465921,-5.955700410381799e-23,32043140266.063633,2670261688.838636,12.851999999999999,66.02850577523316,66.02850577523316,66.78887138795761
6,WithCounts,All,2068,57095199.175,7512829.815379698,27608.89708655706,3632.896429100434,-50.80158202813738,-23976.000657456625,-86.84157350541426,112.11972699301953,inf,0.9345848938519485,1981585033321.2346,958213265.6292237,1568.121,7000.525928687489,7239.280296584772,7335.020009369185
21,AADT < 5k,FSUTMS RMSE,631,825748.3400000001,701049.2642230557,1308.6344532488115,1111.0130970254447,-4.257768965706391,-197.62135622336677,-15.10134138167864,70.87568856962886,inf,0.3976820069886986,542826000.748148,860263.075670599,224.816,215.32519275173783,356.3089119222099,361.3867172153947
22,AADT 5k to 10k,FSUTMS RMSE,163,717283.165,385608.7096058768,4400.510214723927,2365.6976049440295,-17.913733827752754,-2034.8126097798972,-46.24037919447381,55.29805997899326,47.41901860508939,0.15164978366919282,965191440.2428155,5921419.878790279,28.345,63.430948203225654,120.98968383960708,128.7088925492555
23,AADT 10k to 15k,FSUTMS RMSE,43,345027.243,130757.16794763588,8023.889372093024,3040.864370875253,-21.609277144374406,-4983.025001217771,-62.102364204430124,63.9569178259562,61.97148452980915,0.3263087316172788,1132435232.6701853,26335703.085353147,13.233,39.42766449420497,76.20666826621918,81.8159264495507
24,AADT 15k to 20k,FSUTMS RMSE,9,96410.999,33749.92520962508,10712.333222222222,3749.9916899583422,-19.70997416839942,-6962.341532263879,-64.9936982712677,65.85881859970725,64.79515656658982,-0.36226469104848785,447959270.12796557,49773252.23644062,1.394,5.27889688678447,7.203017506026943,7.738923614369317
25,AADT 20k to 30k,FSUTMS RMSE,8,133400.065,26835.32490769084,16675.008125,3354.415613461355,-15.203165723659692,-13320.592511538645,-79.88357433881997,80.49656202439598,80.08687743817961,0.608575965642598,1441374252.2297287,180171781.5287161,2.9959999999999996,11.607618453329941,12.294920412455795,12.329174832145886
26,AADT 30k to 50k,FSUTMS RMSE,12,328891.18999999994,59427.622845425154,27407.599166666663,4952.301903785429,-16.009594013246158,-22455.297262881235,-81.93091677359155,83.70357033539831,81.4152347439775,-0.045733877388010755,6315550328.577881,526295860.7148234,9.994999999999997,51.6002794123518,52.42176615239908,53.02175734804781
27,AADT 50k to 60k,FSUTMS RMSE,73,2856663.845,375045.2008708389,39132.38143835617,5137.605491381355,-123.10961774096582,-33994.77594697481,-86.8712168732321,87.07731762064435,86.82190965351873,3.2425480012078685e-22,84762840303.03079,1161134798.6716547,78.18299999999999,401.67341013266844,401.67341013266844,406.2989676100754
28,AADT > 60k,FSUTMS RMSE,1129,51791774.327999994,5800356.599769549,45874.025091231175,5137.605491381355,-411.9830665362422,-40736.41959984982,-88.80062196163509,89.09521101696782,88.74352119567995,-3.1763735522036263e-21,1885976856493.607,1670484372.4478362,1209.159,6212.181918353187,6212.181918353187,6283.719649750345
29,AADT < 10k,FSUTMS Pct Error,794,1543031.5050000001,1086657.9738289323,1943.3646158690178,1368.5868688021817,-8.87763256026209,-574.7777470668361,-29.576423403685972,70.91508699616207,inf,0.5766073654602545,1508017440.9909635,1899266.298477284,253.161,278.75614095496354,477.29859576181696,490.09560976465013
30,AADT 10k to 30k,FSUTMS Pct Error,60,574838.3069999999,191342.4180649518,9580.638449999999,3189.0403010825303,-14.687603109057866,-6391.598148917468,-66.71369744588858,74.07310276384659,64.81042105644232,0.24994281584584405,3021768755.02788,50362812.583798006,17.623,56.31417983431939,95.70460618470192,101.88402489606591
31,AADT 30k to 50k,FSUTMS Pct Error,12,328891.18999999994,59427.622845425154,27407.599166666663,4952.301903785429,-16.009594013246158,-22455.297262881235,-81.93091677359155,83.70357033539831,81.4152347439775,-0.045733877388010755,6315550328.577881,526295860.7148234,9.994999999999997,51.6002794123518,52.42176615239908,53.02175734804781
32,AADT 50k to 65k,FSUTMS Pct Error,373,15669457.554000001,1916326.8482852455,42009.26958176944,5137.605491381355,-296.28011229693493,-36871.66409038808,-87.77030511948986,87.95608392663233,87.728334867419,1.105113298370845e-21,509249794949.28564,1365280951.606664,399.48299999999995,2052.3860545134976,2052.3860545134976,2076.0207523090157
33,AADT 65k to 75k,FSUTMS Pct Error,753,35008637.268,3868616.9350101603,46492.214167330676,5137.605491381355,-461.3821446224838,-41354.60867594932,-88.94953578057061,89.10650949041413,88.91897856013182,-8.536503921547246e-22,1292332597462.7734,1716245149.3529527,806.4629999999999,4143.288737395881,4143.288737395881,4191.00167959434
34,AADT > 75k,FSUTMS Pct Error,76,3970343.3510000003,390458.017344983,52241.35988157895,5137.605491381355,-154.28986420526627,-47103.754390197595,-90.16563599602438,90.3075600020328,90.14177728030232,3.110199103199384e-22,169157304384.57877,2225754005.060247,81.39599999999999,418.18053657647675,418.18053657647675,422.9961854570648
